path_id,surplus_gt50,ordinary_shortage_first_hour,first_shortage_relative_hour,shortage_total_kg,system_begin_inventory_at_first_shortage_kg,system_end_inventory_at_first_shortage_kg,first_shortage_sites_begin_inventory_sum_kg,final_target_kg,inventory_growth_after_first_shortage_kg,final_inventory_kg,final_surplus_kg,production_during_shortage_hours_kg,mean_electrolyzer_utilization_during_shortage,HTT_during_shortage_hours_kg,HTT_after_first_shortage_kg,production_after_first_shortage_kg,actual_operating_cost_yuan,mechanism_statement
3157,True,17,-15,25.9672790125,182.014475204,191.776298629,103.107765645,0,50.9832714173,242.759570047,242.759570047,114.667934353,0.954611508098,0,0,104.2698099,66874.1569211,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3159,True,33,-15,55.2441902757,332.295415487,345.605683952,298.178666191,395.525364721,171.732784301,517.338468253,121.813103532,120.12,1,33.0151797168,61.334776987,219.772934353,127072.606023,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3162,True,25,-15,41.7494495452,163.233409272,177.218158608,61.5445570449,180.836278269,169.500766141,346.718924749,165.88264648,225.225,1,49.2793746303,24.2498631259,225.225,93751.7411244,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3166,True,33,-7,35.911993069,452.415415487,463.791752214,207.368796332,161.875234945,85.162650412,548.954402626,387.079167681,120.12,1,23.0851178388,23.0851178388,105.105,102049.169216,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3210,True,33,-7,59.4930059307,201.993402124,217.008402124,201.993402124,0,105.105,322.113402124,322.113402124,120.12,1,24.1297158238,0,105.105,95807.3225592,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3227,True,25,-7,39.0109281376,150.558409272,165.573409272,150.558409272,180.565756528,105.105,270.678409272,90.1126527441,120.12,1,34.0812322705,9.92846934194,105.105,68627.4981981,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3229,True,33,-7,12.047891589,227.962481134,237.634086326,93.5053559616,142.923283799,63.0032804669,300.637366793,157.714082994,60.06,1,36.6509821808,0,105.105,87334.3210113,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3250,True,25,-7,39.0109281376,160.308409272,175.323409272,160.308409272,142.923283799,105.105,280.428409272,137.505125473,120.12,1,36.8105526189,8.9071892532,105.105,68937.1384383,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3332,True,25,-7,39.0109281376,163.233409272,178.248409272,163.233409272,180.565756528,105.105,283.353409272,102.787652744,120.12,1,35.7873459907,8.01456200489,105.105,69013.8288618,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3414,True,25,-7,39.0109281376,345.333608194,360.348608194,345.333608194,189.355321264,105.105,465.453608194,276.09828693,120.12,1,45.1140300984,0,105.105,76993.5282343,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3424,True,27,-13,13.301202897,189.869005232,204.114488099,76.3631164762,0,-5.96380999775,198.150678101,198.150678101,90.09,1,0,13.6926138997,75.075,82670.4362539,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3439,True,25,-15,14.3733507725,160.308409272,174.814625669,93.8181378911,58.1956878969,141.603200308,316.417825976,258.222138079,120.12,1,12.7338770584,40.3461301482,225.225,88552.4049812,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3441,True,18,-14,49.079069913,190.98600021,199.313236936,84.0708206846,316.940731494,188.033018529,387.346255465,70.405523971,219.772934353,0.975792804319,45.855256561,28.5933791744,204.757934353,75715.9245775,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3473,True,33,-7,51.0176274441,448.53188923,463.54688923,448.53188923,332.579156112,96.6296215134,560.176510743,227.59735463,120.12,1,34.6317706455,34.6317706455,105.105,105401.581023,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3483,True,25,-23,26.2100287063,251.186343625,265.692560022,146.468137891,332.579156112,222.611746662,488.304306684,155.725150571,180.18,1,62.847828149,132.103839833,339.892934353,123955.988288,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3491,True,33,-7,59.4930059307,332.295415487,347.310415487,332.295415487,374.764778406,105.105,452.415415487,77.6506370814,120.12,1,36.854487347,27.6989226214,105.105,102191.247542,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3492,True,17,-7,45.4960659317,182.014475204,197.029475204,182.014475204,0,99.6529343528,296.682409557,296.682409557,114.667934353,0.954611508098,44.2330858302,4.89379908276,99.6529343528,64419.7945982,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3504,True,25,-7,27.0974236554,147.633409272,162.450184675,126.65127583,0,93.3897201149,255.83990479,255.83990479,120.12,1,14.2254391787,6.3258073414,105.105,65438.6147295,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3563,True,25,-7,39.0109281376,254.111343625,269.126343625,254.111343625,0,105.105,374.231343625,374.231343625,120.12,1,34.5704714079,14.8696083498,105.105,73734.2860908,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3598,True,25,-15,9.36734700189,371.306343625,385.291092961,145.794057411,161.875234945,137.118663598,522.409756558,360.534521614,105.105,1,63.2786848334,18.3803662681,225.225,97698.2493087,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3701,True,25,-15,80.7384788585,154.458409272,168.964625669,87.9681378911,189.355321264,207.968328394,376.932954062,187.577632798,240.24,1,59.027368348,47.2198743185,225.225,101931.694292,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3707,True,33,-7,50.4182838761,332.295415487,345.605683952,284.190809724,11.1833565999,97.7350094803,443.340693433,432.157336833,120.12,1,39.3379058422,0.0594553916771,105.105,99684.7863907,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3744,True,27,-13,13.301202897,189.869005232,204.114488099,76.3631164762,0,114.156190002,318.270678101,318.270678101,90.09,1,0,39.9396584041,195.195,88534.8281955,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3789,True,25,-15,62.7440352854,254.111343625,269.126343625,254.111343625,11.1833565999,189.465101217,458.591444842,447.408088242,240.24,1,73.088901424,44.0054282465,225.225,103088.797223,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3871,True,25,-15,17.2255895272,160.308409272,173.883684572,32.2735808462,142.923283799,145.386380159,319.270064731,176.346780932,120.12,1,13.6862840864,39.0345566222,225.225,89093.6621511,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4023,True,25,-7,39.0109281376,150.558409272,165.573409272,150.558409272,180.565756528,105.105,270.678409272,90.1126527441,120.12,1,34.0812322705,10.6987058237,105.105,68633.4230039,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4152,True,25,-7,25.7826869776,156.408409272,171.423409272,156.408409272,0,91.8767588401,263.300168112,263.300168112,120.12,1,19.570410983,9.00702876101,105.105,65696.4763239,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4191,True,25,-23,111.654629209,163.233409272,177.218158608,61.5445570449,386.76593055,308.577814226,485.795972834,99.030042284,339.892934353,0.984212698469,113.251024154,88.2215126495,339.892934353,135098.51773,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4322,True,33,-7,27.6101969563,452.415415487,461.558053767,128.713676239,386.76593055,79.0945527459,540.652606513,153.886675963,120.12,1,4.2842453862,2.27706697178,105.105,100439.306911,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4338,True,33,-7,31.432762408,172.322167937,184.079641371,112.865054143,58.1956878969,80.3022830433,264.381924414,206.186236518,120.12,1,14.4779335857,8.50316648709,105.105,89356.7912061,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4362,True,33,-7,12.047891589,227.962481134,237.634086326,93.5053559616,11.1833565999,63.0032804669,300.637366793,289.454010193,60.06,1,36.6509821808,0,105.105,87334.3210113,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4368,True,33,-15,35.7598987829,332.295415487,344.052888921,194.267664428,374.764778406,153.801287839,497.85417676,123.089398355,120.12,1,36.8268157256,93.7204301026,219.772934353,122742.794811,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4373,True,25,-15,6.66555734696,163.233409272,177.218158608,61.5445570449,58.1956878969,134.416873943,311.635032551,253.439344654,105.105,1,30.5042687153,20.2473392193,225.225,86456.682448,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4377,True,33,-7,40.143373538,156.451144954,168.208618388,106.517664428,0,89.0128941733,257.221512562,257.221512562,120.12,1,4.31099662422,4.31099662422,105.105,90332.5987305,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4391,True,27,-13,13.301202897,189.869005232,204.114488099,76.3631164762,0,114.156190002,318.270678101,318.270678101,90.09,1,0,43.6047336245,195.195,88619.6083072,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4433,True,17,-15,25.2491532192,302.134475204,310.161312068,114.332437884,11.1833565999,167.503256639,477.664568706,466.481212106,234.787934353,0.977305754049,75.7842681921,58.4908284426,219.772934353,76129.6083239,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4495,True,25,-15,37.3436802692,371.306343625,384.881618925,73.2235808462,161.875234945,165.504470901,550.386089826,388.510854881,240.24,1,67.0612154671,36.9030564529,225.225,102825.717069,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4512,True,25,-7,39.0109281376,251.186343625,266.201343625,251.186343625,189.355321264,105.105,371.306343625,181.951022361,120.12,1,50.0897037218,32.0558134713,105.105,73787.7370001,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4549,True,25,-7,39.0109281376,251.186343625,266.201343625,251.186343625,161.875234945,105.105,371.306343625,209.43110868,120.12,1,49.9088647153,32.9621317593,105.105,73754.8528398,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4557,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,316.940731494,105.105,491.426343625,174.485612131,120.12,1,58.3735405107,45.880065843,105.105,79376.5822084,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4617,True,25,-7,11.4483507725,163.233409272,177.739625669,96.7431378911,0,78.0512062382,255.790831907,255.790831907,105.105,1,12.7338770584,0,105.105,62701.8958372,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4634,True,25,-7,22.4004734629,251.186343625,265.692560022,167.482729315,189.355321264,89.0033289286,354.69588895,165.340567686,120.12,1,15.9791784611,0,105.105,69691.5969796,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4656,True,25,-15,19.0453974357,160.308409272,174.814625669,93.8181378911,180.565756528,146.275246971,321.089872639,140.524116112,120.12,1,30.3547207397,21.7486498574,225.225,88791.6268659,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4734,True,25,-7,10.4367090517,151.533409272,165.518158608,55.6945570449,189.355321264,77.5610315781,243.079190186,53.7238689224,120.12,1,24.1202831425,8.6181228938,105.105,62465.0027463,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4819,True,17,-23,45.4960659317,302.134475204,317.149475204,302.134475204,395.525364721,238.190857593,555.340332797,159.814968076,114.667934353,0.954611508098,55.9434385207,89.2231505902,336.694791661,105021.798206,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4874,True,33,-7,22.4729180772,244.342481134,254.014086326,117.362069255,11.1833565999,73.4283069551,327.442393281,316.259036681,120.12,1,13.3212135023,1.31900696556,105.105,90513.9057786,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4891,True,25,-7,34.5576869776,147.633409272,162.648409272,147.633409272,58.1956878969,100.65175884,263.300168112,205.104480215,120.12,1,28.345410983,10.6779432689,105.105,67462.5566759,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4915,True,25,-15,23.2371103912,147.633409272,162.139625669,85.0431378911,0,150.466959926,312.606585595,312.606585595,135.135,1,11.176351417,35.0573030571,225.225,89791.4052604,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4916,True,25,-15,10.4367090517,151.533409272,165.518158608,55.6945570449,180.565756528,138.188025647,303.706184256,123.140427728,120.12,1,24.1202831425,9.69288806822,225.225,86572.8268035,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
4987,True,25,-7,22.4004734629,371.306343625,385.812560022,216.668137891,386.76593055,89.0033289286,474.81588895,88.0499583999,120.12,1,35.6084060188,2.73957592675,105.105,74456.0604641,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5014,True,25,-23,54.6087404667,251.186343625,266.201343625,251.186343625,11.1833565999,244.961240053,511.162583677,499.979227078,240.24,1,74.9164115073,89.5431420482,334.352499586,127284.090066,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5059,True,33,-7,59.4930059307,199.257181415,214.272181415,199.257181415,180.565756528,105.105,319.377181415,138.811424887,120.12,1,24.674420824,0,105.105,95720.1280076,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5162,True,33,-7,32.9316951494,241.417481134,253.174954568,168.808866094,0,81.8012157847,334.976170353,334.976170353,120.12,1,22.6581427497,0,105.105,92347.3132047,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5168,True,25,-7,14.6448510596,163.233409272,177.739625669,96.7431378911,180.565756528,81.2477065254,258.987332194,78.4215756662,120.12,1,12.16161425,0,105.105,63326.8650491,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5220,True,17,-23,17.6878808395,302.134475204,310.161312068,114.332437884,161.875234945,220.568978328,530.730290396,368.855055451,114.667934353,0.954611508098,26.1356785959,60.586129138,339.892934353,99271.5861102,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5276,True,25,-7,39.0109281376,153.703143683,168.718143683,153.703143683,0,105.105,273.823143683,273.823143683,120.12,1,33.7036449284,9.59906886617,105.105,68727.8253408,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5328,True,25,-7,39.0109281376,251.186343625,266.201343625,251.186343625,156.407515605,105.105,371.306343625,214.89882802,120.12,1,28.632812886,0,105.105,73313.1209088,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5340,False,33,-7,40.2790935201,335.220415487,348.149547245,249.061231442,423.861526765,87.976955832,436.126503077,12.2649763114,120.12,1,28.9429695349,13.1887320154,105.105,97205.7954014,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5346,True,25,-7,39.0109281376,150.558409272,165.573409272,150.558409272,180.565756528,105.105,270.678409272,90.1126527441,120.12,1,34.0812322705,9.92846934194,105.105,68627.4981981,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5478,True,25,-15,44.6744495452,160.308409272,174.814625669,93.8181378911,0,171.90429908,346.718924749,346.718924749,240.24,1,33.9338213771,21.1999443187,225.225,93967.9915888,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5483,True,25,-7,39.0109281376,150.558409272,165.573409272,150.558409272,0,105.105,270.678409272,270.678409272,120.12,1,34.0812322705,9.92846934194,105.105,68627.4981981,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5489,True,33,-7,33.2317527481,169.087932553,178.759537745,70.9540799059,0,84.187141626,262.946679371,262.946679371,120.12,1,13.0738879503,13.0738879503,105.105,89465.4885616,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5540,True,25,-7,25.7826869776,156.408409272,171.423409272,156.408409272,0,91.8767588401,263.300168112,263.300168112,120.12,1,19.570410983,7.77411075654,105.105,65687.4660142,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5603,True,17,-23,17.6878808395,302.134475204,310.161312068,114.332437884,0,217.32623428,527.487546347,527.487546347,114.667934353,0.954611508098,26.1356785959,20.1092632987,336.650190304,97474.2906733,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5606,True,25,-23,18.365557347,151.533409272,166.039625669,85.0431378911,11.1833565999,173.705162821,339.744788489,328.56143189,120.12,1,30.5042687153,21.9881215065,298.83082187,111669.182611,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5618,True,25,-7,39.0109281376,251.186343625,266.201343625,251.186343625,316.940731494,105.105,371.306343625,54.3656121309,120.12,1,41.538504224,28.1003907967,105.105,73708.4013507,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5623,True,25,-7,39.0109281376,147.633409272,162.648409272,147.633409272,180.565756528,105.105,267.753409272,87.1876527441,120.12,1,34.432436166,10.2348533686,105.105,68516.9774735,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5629,True,25,-15,39.3135466324,371.306343625,385.812560022,216.668137891,386.76593055,166.543396167,552.355956189,165.590025639,225.225,1,51.6547756811,19.6589171625,225.225,102501.480808,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5631,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,316.940731494,105.105,491.426343625,174.485612131,120.12,1,38.2359516469,9.04999785741,105.105,77998.3417976,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5646,True,25,-15,20.2233507725,154.458409272,168.964625669,87.9681378911,58.1956878969,147.453200308,316.417825976,258.222138079,120.12,1,12.7338770584,46.5337245158,225.225,89553.5124812,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5734,True,17,-15,45.4960659317,302.134475204,317.149475204,302.134475204,11.1833565999,180.762006215,497.911481419,486.728124819,114.667934353,0.954611508098,33.7072592716,44.7857362998,219.772934353,79926.276914,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5736,True,25,-15,42.5588375414,251.186343625,265.171092961,96.6445570449,161.875234945,170.310154137,435.481247098,273.606012153,240.24,1,94.3826760208,65.3374531168,225.225,99790.0633435,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5808,True,25,-7,22.4004734629,160.308409272,174.814625669,93.8181378911,58.1956878969,89.0033289286,263.817954597,205.6222667,120.12,1,19.9702458467,5.2332086751,105.105,65092.1281185,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5818,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,316.940731494,105.105,491.426343625,174.485612131,120.12,1,41.7311193502,0,105.105,78113.0225626,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5839,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,58.1956878969,105.105,491.426343625,433.230655728,120.12,1,41.7311193502,0,105.105,78127.9153178,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5850,True,27,-13,0.845481395045,189.869005232,204.029028397,83.2636198595,58.1956878969,101.785928202,305.814956599,247.619268702,30.03,1,0,26.3214099793,195.195,85830.3539135,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5869,True,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,11.1833565999,99.6529343528,416.802409557,405.619052957,114.667934353,0.954611508098,52.208673578,26.8384610748,99.6529343528,69802.0597981,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5911,True,25,-7,14.3733507725,160.308409272,174.814625669,93.8181378911,156.407515605,80.9762062382,255.790831907,99.3833163022,120.12,1,12.7338770584,0,105.105,63182.8033372,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5920,True,17,-23,47.3830739956,302.134475204,317.149475204,302.134475204,374.764778406,243.276008348,560.425483552,185.660705146,144.697934353,0.963689206479,64.9332244847,76.1357670721,339.892934353,105623.25392,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5939,True,25,-7,39.0109281376,251.186343625,266.201343625,251.186343625,316.940731494,105.105,371.306343625,54.3656121309,120.12,1,69.4085340763,0,105.105,73979.6355443,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
5963,True,25,-23,19.0453974357,160.308409272,174.814625669,93.8181378911,0,192.777319677,367.591945346,367.591945346,120.12,1,30.3547207397,30.239075561,317.223138638,112937.56967,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6068,True,33,-7,35.7598987829,437.344458186,449.10193162,271.193554687,316.940731494,84.6294194182,533.731351038,216.790619544,120.12,1,30.2631457828,4.44598890903,105.105,100703.220874,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6078,True,26,-6,1.35810687132,384.360151864,398.369105359,155.845910045,11.1833565999,55.4044169992,453.773522359,442.590165759,45.045,1,0.192981237325,0.192981237325,90.09,69554.7446002,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6108,True,25,-15,52.2979088433,251.186343625,266.201343625,251.186343625,332.579156112,179.018974775,445.2203184,112.641162287,240.24,1,75.8951159015,45.4974699828,225.225,101135.05584,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6126,True,25,-15,49.1072612615,371.306343625,384.881618925,73.2235808462,386.76593055,177.268051893,562.149670818,175.383740268,240.24,1,65.157833859,35.8184546526,225.225,104813.148001,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6129,True,41,-7,42.9370606983,135.013897521,148.443100745,115.370978075,180.836278269,98.6797258961,247.122826641,66.286548372,114.667934353,0.954611508098,1.81667090178,0.923507701392,99.6529343528,111658.181595,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6228,True,25,-7,20.7580357968,162.478143683,176.98436008,99.8878723026,180.836278269,87.3608912625,264.345251343,83.5089730739,120.12,1,15.9501277905,7.060868582,105.105,64798.4762316,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6270,True,27,-13,0.845481395045,189.869005232,204.029028397,83.2636198595,58.1956878969,101.785928202,305.814956599,247.619268702,30.03,1,0,26.3214099793,195.195,85830.3539135,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6315,True,25,-7,22.4004734629,160.308409272,174.814625669,93.8181378911,156.407515605,89.0033289286,263.817954597,107.410438993,120.12,1,19.9702458467,5.2332086751,105.105,65092.1281185,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6320,True,25,-7,39.0109281376,251.186343625,266.201343625,251.186343625,161.875234945,105.105,371.306343625,209.43110868,120.12,1,10.5028127951,0.475867040556,105.105,73258.3411012,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6333,True,34,-6,15.3235978203,242.008032208,252.145471929,128.411065222,0,60.461113666,312.606585595,312.606585595,90.09,1,0,7.6439931517,90.09,88591.4302798,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6371,True,25,-15,22.4004734629,150.558409272,165.064625669,87.9681378911,0,29.5103229979,194.574948667,194.574948667,120.12,1,9.49003593891,0,105.105,83643.5536001,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6454,True,25,-7,22.4004734629,160.308409272,174.814625669,93.8181378911,0,89.0033289286,263.817954597,263.817954597,120.12,1,19.9702458467,5.2332086751,105.105,65092.1281185,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6460,True,25,-7,39.0109281376,147.633409272,162.648409272,147.633409272,156.407515605,105.105,267.753409272,111.345893667,120.12,1,6.71576551436,0,105.105,67647.6900175,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6496,True,25,-15,25.8926579181,160.308409272,174.814625669,93.8181378911,0,153.122507453,327.937133122,327.937133122,210.21,1,12.7338770584,33.8217561939,225.225,90620.4490192,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6694,True,25,-7,20.2233507725,154.458409272,168.964625669,87.9681378911,58.1956878969,86.8262062382,255.790831907,197.59514401,120.12,1,12.7338770584,6.18759436755,105.105,64183.9108372,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6700,True,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,316.940731494,99.6529343528,416.802409557,99.8616780626,114.667934353,0.954611508098,85.388465709,54.2194562445,99.6529343528,71637.9657867,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6702,True,25,-23,16.226202897,160.308409272,174.293158608,61.5445570449,0,98.4814535609,272.774612169,272.774612169,120.12,1,24.8939129243,14.15316257,225.225,108571.370243,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6712,True,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,161.875234945,99.6529343528,416.802409557,254.927174612,114.667934353,0.954611508098,27.7824599348,0,99.6529343528,69040.2633159,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6721,True,25,-23,52.6077831311,251.186343625,266.201343625,251.186343625,161.875234945,248.500717484,514.702061109,352.826826164,225.225,1,81.7475359194,119.027692829,339.892934353,127475.3737,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6733,True,33,-7,25.353764984,197.67892579,207.350530981,81.8053559616,0,76.309153862,283.659684843,283.659684843,120.12,1,26.4689214469,12.7739452003,105.105,88911.2204197,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6736,True,25,-7,39.0109281376,150.558409272,165.573409272,150.558409272,0,105.105,270.678409272,270.678409272,120.12,1,34.0812322705,9.92846934194,105.105,68627.4981981,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6737,True,25,-15,62.7440352854,251.186343625,266.201343625,251.186343625,11.1833565999,189.465101217,455.666444842,444.483088242,240.24,1,71.1925149525,18.1332384583,225.225,103039.291514,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6738,True,33,-7,49.1072612615,452.415415487,467.430415487,452.415415487,386.76593055,94.7192553308,562.149670818,175.383740268,120.12,1,33.7043119935,33.7043119935,105.105,104873.721001,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6755,True,33,-7,39.3135466324,452.415415487,465.877620456,327.158952577,386.76593055,86.4783357327,552.355956189,165.590025639,120.12,1,45.2896269155,45.2896269155,105.105,103695.299179,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6797,True,17,-15,25.9672790125,182.014475204,191.776298629,103.107765645,142.923283799,166.48639587,358.2626945,215.339410701,114.667934353,0.954611508098,0,36.8441374731,219.772934353,70234.5221819,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6851,True,41,-7,15.8840354785,268.114475204,274.337466707,106.132437884,156.407515605,78.8329123965,353.170379103,196.762863499,114.667934353,0.954611508098,23.6129725815,0,99.6529343528,112375.444392,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6856,True,25,-15,6.36137309398,371.306343625,384.881618925,73.2235808462,11.1833565999,134.522163726,519.403782651,508.220426051,120.12,1,38.6773625337,36.9361374251,225.225,96445.7705361,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
6921,True,25,-23,71.706094638,251.186343625,265.692560022,146.468137891,161.875234945,268.107812594,533.800372616,371.925137671,294.847934353,0.981844603239,122.12041495,107.967082059,339.892934353,132903.297795,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
7005,True,17,-15,46.5918680524,302.134475204,317.149475204,302.134475204,189.355321264,181.857808336,499.00728354,309.651962276,174.727934353,0.969741005399,52.2490043201,60.3691934467,219.772934353,84054.3479748,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
7031,True,25,-7,39.0109281376,136.518409272,151.533409272,136.518409272,180.565756528,105.105,256.638409272,76.0726527441,120.12,1,30.6105330784,6.07006303145,105.105,68192.1159747,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
7037,True,33,-7,39.425213386,228.742481134,240.499954568,154.172434174,11.1833565999,88.2947340212,328.79468859,317.61133199,120.12,1,25.8642872963,2.12724774144,105.105,93294.9943675,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
7052,True,25,-7,11.4483507725,163.233409272,177.739625669,96.7431378911,180.836278269,78.0512062382,255.790831907,74.9545536382,105.105,1,12.7338770584,0,105.105,62701.8958372,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
