record_type,path_id,surplus_site,deficit_site,potential_match_kg,actual_same_direction_HTT_over_path_kg,actual_flow_fraction_of_final_potential
surplus_to_deficit_OD,5353,4,3,8.45647953121,0,0
surplus_to_deficit_OD,5377,1,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,5377,2,3,4.0152308042e-05,2.87456468029,71591.5179093
surplus_to_deficit_OD,5377,4,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,5443,1,2,13.2090305688,0,0
surplus_to_deficit_OD,5443,3,2,0.267921529743,0,0
surplus_to_deficit_OD,5443,4,2,13.2090305688,0,0
surplus_to_deficit_OD,5593,1,3,0.151701023012,0,0
surplus_to_deficit_OD,5593,2,3,0.151701023012,0,0
surplus_to_deficit_OD,5593,4,3,0.151701023012,0,0
surplus_to_deficit_OD,5661,1,3,10.0805635228,0,0
surplus_to_deficit_OD,5661,2,3,9.1685974564,0,0
surplus_to_deficit_OD,5661,4,3,10.0805635228,0,0
surplus_to_deficit_OD,5668,1,2,28.1929960692,0,0
surplus_to_deficit_OD,5668,1,3,28.2018327163,0,0
surplus_to_deficit_OD,5668,4,2,7.23593292147,0,0
surplus_to_deficit_OD,5668,4,3,7.23593292147,0,0
surplus_to_deficit_OD,5702,1,3,1.6996823263,0,0
surplus_to_deficit_OD,5702,2,3,1.6996823263,5.04658041999,2.96913155
surplus_to_deficit_OD,5702,4,3,1.6996823263,0,0
surplus_to_deficit_OD,5716,1,3,0.342063694192,0,0
surplus_to_deficit_OD,5716,2,3,0.342063694192,0,0
surplus_to_deficit_OD,5716,4,3,0.214436129679,0,0
surplus_to_deficit_OD,5744,1,2,0.136659469115,0,0
surplus_to_deficit_OD,5744,1,3,0.136659469115,0,0
surplus_to_deficit_OD,5744,4,2,18.6703084738,0,0
surplus_to_deficit_OD,5744,4,3,5.09458347206,0,0
surplus_to_deficit_OD,5763,3,1,3.8566450172,41.9354685874,10.8735619691
surplus_to_deficit_OD,5763,3,2,7.23916024511,2.91324829607,0.402429038374
surplus_to_deficit_OD,5763,4,1,3.8566450172,0,0
surplus_to_deficit_OD,5763,4,2,25.5638948064,0,0
surplus_to_deficit_OD,5781,1,4,1.98663208721,1.00794703344,0.507364720387
surplus_to_deficit_OD,5781,2,4,1.98663208721,0,0
surplus_to_deficit_OD,5781,3,4,1.98663208721,0,0
surplus_to_deficit_OD,5807,1,2,5.3222351369,0,0
surplus_to_deficit_OD,5807,3,2,4.28339188844,0,0
surplus_to_deficit_OD,5807,4,2,5.3222351369,0,0
surplus_to_deficit_OD,5816,2,1,0.276490770809,0,0
surplus_to_deficit_OD,5816,3,1,0.276490770809,0,0
surplus_to_deficit_OD,5816,4,1,0.276490770809,0,0
surplus_to_deficit_OD,5830,1,2,15.7334158463,13.8852875382,0.882534833747
surplus_to_deficit_OD,5830,1,3,8.70379573773,0,0
surplus_to_deficit_OD,5830,4,2,15.7334158463,0,0
surplus_to_deficit_OD,5830,4,3,8.70379573773,0,0
surplus_to_deficit_OD,5831,1,3,9.00260316231,0,0
surplus_to_deficit_OD,5831,2,3,0.243356200437,0,0
surplus_to_deficit_OD,5831,4,3,8.20222772514,0,0
surplus_to_deficit_OD,5913,1,2,4.33512799279,7.88108546999,1.8179591198
surplus_to_deficit_OD,5913,1,3,11.6074107594,3.78127418049,0.32576379512
surplus_to_deficit_OD,5913,4,2,4.33512799279,0,0
surplus_to_deficit_OD,5913,4,3,11.6074107594,0,0
surplus_to_deficit_OD,6018,1,4,26.5181982647,0,0
surplus_to_deficit_OD,6018,2,4,41.2940766911,0,0
surplus_to_deficit_OD,6018,3,4,3.64813172169,0,0
surplus_to_deficit_OD,6105,1,2,1.78294025947,0,0
surplus_to_deficit_OD,6105,1,3,1.54049469514,0,0
surplus_to_deficit_OD,6105,4,2,1.78294025947,0,0
surplus_to_deficit_OD,6105,4,3,1.54049469514,0,0
surplus_to_deficit_OD,6264,1,2,4.33512799279,0,0
surplus_to_deficit_OD,6264,1,3,11.6074107594,0,0
surplus_to_deficit_OD,6264,4,2,4.33512799279,0,0
surplus_to_deficit_OD,6264,4,3,11.6074107594,0,0
surplus_to_deficit_OD,6312,1,4,0.715760044292,0,0
surplus_to_deficit_OD,6312,2,4,10.4544590985,0,0
surplus_to_deficit_OD,6312,3,4,5.37284075024,0,0
surplus_to_deficit_OD,6389,1,4,4.41891172255,28.6471292319,6.48284714215
surplus_to_deficit_OD,6389,2,4,4.41891172255,0.317320887882,0.0718097368323
surplus_to_deficit_OD,6389,3,4,4.41891172255,0,0
surplus_to_deficit_OD,6434,1,3,3.67000587218,0,0
surplus_to_deficit_OD,6434,2,3,3.67000587218,0,0
surplus_to_deficit_OD,6434,4,3,3.67000587218,0,0
surplus_to_deficit_OD,6445,1,4,3.51363150142,0,0
surplus_to_deficit_OD,6445,2,4,3.51363150142,0,0
surplus_to_deficit_OD,6445,3,4,3.51363150142,0,0
surplus_to_deficit_OD,6446,2,4,10.9262181236,0,0
surplus_to_deficit_OD,6446,3,4,9.54912334484,0,0
surplus_to_deficit_OD,6471,1,3,11.8221911216,0,0
surplus_to_deficit_OD,6471,1,4,28.952775621,0,0
surplus_to_deficit_OD,6471,2,3,11.8221911216,0,0
surplus_to_deficit_OD,6471,2,4,28.952775621,11.6186055156,0.401295049141
surplus_to_deficit_OD,6557,2,1,13.8748769218,0,0
surplus_to_deficit_OD,6557,2,3,2.97414962953,0,0
surplus_to_deficit_OD,6557,4,1,13.8748769218,0,0
surplus_to_deficit_OD,6557,4,3,2.97414962953,0,0
surplus_to_deficit_OD,6689,1,4,10.4544590985,0,0
surplus_to_deficit_OD,6689,2,4,10.4544590985,0,0
surplus_to_deficit_OD,6689,3,4,1.63130329778,0,0
surplus_to_deficit_OD,6756,1,2,14.455440915,32.4168593255,2.24253687702
surplus_to_deficit_OD,6756,3,2,3.42525109723,0,0
surplus_to_deficit_OD,6756,4,2,14.455440915,0,0
surplus_to_deficit_OD,6816,1,4,7.60908819441,0,0
surplus_to_deficit_OD,6816,2,4,43.4963811367,0,0
surplus_to_deficit_OD,6816,3,4,3.0376194558,0,0
surplus_to_deficit_OD,6853,1,2,9.84701537323,0,0
surplus_to_deficit_OD,6853,1,3,1.17634621137,0,0
surplus_to_deficit_OD,6853,4,2,9.84701537323,0,0
surplus_to_deficit_OD,6853,4,3,1.17634621137,0,0
surplus_to_deficit_OD,6913,1,3,8.33757305625,0,0
surplus_to_deficit_OD,6913,1,4,8.33757305625,0,0
surplus_to_deficit_OD,6913,2,3,16.0846100045,0,0
surplus_to_deficit_OD,6913,2,4,17.0184384348,0,0
surplus_to_deficit_OD,7019,1,3,19.9710287696,0,0
surplus_to_deficit_OD,7019,2,3,19.9710287696,0,0
surplus_to_deficit_OD,7019,4,3,10.5469258809,0,0
surplus_to_deficit_OD,7268,1,2,0.136659469115,0,0
surplus_to_deficit_OD,7268,1,3,0.136659469115,0,0
surplus_to_deficit_OD,7268,4,2,18.6703084738,0,0
surplus_to_deficit_OD,7268,4,3,5.09458347206,0,0
surplus_to_deficit_OD,7329,2,4,15.2742850027,7.00307411909,0.458487851827
surplus_to_deficit_OD,7329,3,4,9.54912334484,0,0
surplus_to_deficit_OD,7445,1,4,1.30768147094,0,0
surplus_to_deficit_OD,7445,2,4,1.37254457604,0,0
surplus_to_deficit_OD,7445,3,4,0.312303187642,0,0
surplus_to_deficit_OD,7454,2,1,0.200567267662,0,0
surplus_to_deficit_OD,7454,2,4,0.776327204434,0,0
surplus_to_deficit_OD,7454,3,1,0.200567267662,0,0
surplus_to_deficit_OD,7454,3,4,0.776327204434,0,0
surplus_to_deficit_OD,7590,1,4,7.05325191949,0,0
surplus_to_deficit_OD,7590,2,4,14.8365056046,0,0
surplus_to_deficit_OD,7590,3,4,11.4556614511,0,0
surplus_to_deficit_OD,7606,1,3,13.5485201441,0,0
surplus_to_deficit_OD,7606,2,3,13.5485201441,0,0
surplus_to_deficit_OD,7606,4,3,2.03258642768,0,0
surplus_to_deficit_OD,7612,1,4,21.4799428248,14.985796087,0.697664617136
surplus_to_deficit_OD,7612,2,4,26.3602408071,17.4307406051,0.661251190104
surplus_to_deficit_OD,7612,3,4,0.315760840599,0,0
surplus_to_deficit_OD,7630,4,1,9.50897805624,0,0
surplus_to_deficit_OD,7630,4,2,7.30252565644,0,0
surplus_to_deficit_OD,7630,4,3,9.4363143828,0,0
surplus_to_deficit_OD,7739,2,1,8.81031030891,0,0
surplus_to_deficit_OD,7739,2,3,1.4690995072,0.460146059435,0.313216400372
surplus_to_deficit_OD,7739,2,4,3.92429149069,0,0
surplus_to_deficit_OD,7789,2,1,2.15727771232,0,0
surplus_to_deficit_OD,7789,3,1,2.15727771232,0,0
surplus_to_deficit_OD,7789,4,1,2.15727771232,0,0
surplus_to_deficit_OD,7836,2,1,13.9618234773,30.1760887364,2.16132862484
surplus_to_deficit_OD,7836,2,4,10.1971922148,0,0
surplus_to_deficit_OD,7836,3,1,13.9618234773,47.1263318677,3.3753708421
surplus_to_deficit_OD,7836,3,4,10.1971922148,0,0
surplus_to_deficit_OD,8006,1,2,5.3222351369,0,0
surplus_to_deficit_OD,8006,3,2,4.28339188844,0,0
surplus_to_deficit_OD,8006,4,2,5.3222351369,0,0
surplus_to_deficit_OD,8041,1,3,4.01523080242e-05,0,0
surplus_to_deficit_OD,8041,2,3,4.01523080242e-05,1.85043145918,46085.3074264
surplus_to_deficit_OD,8041,4,3,4.01523080242e-05,0,0
surplus_to_deficit_OD,8085,1,3,13.9664105207,0,0
surplus_to_deficit_OD,8085,1,4,37.2447297179,0,0
surplus_to_deficit_OD,8085,2,3,13.9664105207,0,0
surplus_to_deficit_OD,8085,2,4,40.3891462073,9.93795597395,0.246055113989
surplus_to_deficit_OD,8238,1,4,3.29062263976,0,0
surplus_to_deficit_OD,8238,2,4,3.29062263976,0,0
surplus_to_deficit_OD,8238,3,4,3.29062263976,0,0
surplus_to_deficit_OD,8246,1,4,0.000730915920506,0,0
surplus_to_deficit_OD,8246,2,4,0.000730915920506,4.29681366012,5878.67022672
surplus_to_deficit_OD,8246,3,4,0.000730915920506,0,0
surplus_to_deficit_OD,8254,2,1,0.568523807561,15.4090988464,27.103700217
surplus_to_deficit_OD,8254,3,1,0.568523807561,9.449809199,16.6216595916
surplus_to_deficit_OD,8254,4,1,0.568523807561,12.0781128658,21.2446914363
surplus_to_deficit_OD,8283,1,3,4.62310825884,0,0
surplus_to_deficit_OD,8283,1,4,9.22669976013,0,0
surplus_to_deficit_OD,8283,2,3,4.62310825884,0,0
surplus_to_deficit_OD,8283,2,4,9.22669976013,29.4742493845,3.19445198725
surplus_to_deficit_OD,8309,1,4,7.22462279213,15.1687975784,2.09959717135
surplus_to_deficit_OD,8309,2,4,25.5637870463,20.869233568,0.816359232311
surplus_to_deficit_OD,8309,3,4,14.870410068,0,0
surplus_to_deficit_OD,8357,1,4,22.6096854428,0,0
surplus_to_deficit_OD,8357,2,4,14.3852145804,32.8779361047,2.28553671695
surplus_to_deficit_OD,8357,3,4,14.3299549656,6.72013005311,0.468956815933
surplus_to_deficit_OD,8399,1,4,1.35795024039,0,0
surplus_to_deficit_OD,8399,2,4,13.4869139516,0,0
surplus_to_deficit_OD,8399,3,4,5.84724204043,0,0
surplus_to_deficit_OD,8456,1,3,6.30932111115,0,0
surplus_to_deficit_OD,8456,2,3,6.30932111115,0,0
surplus_to_deficit_OD,8456,4,3,6.30932111115,0,0
surplus_to_deficit_OD,8483,2,1,0.642841002288,24.0022144125,37.3377154336
surplus_to_deficit_OD,8483,3,1,0.642841002288,16.0177523407,24.9171292493
surplus_to_deficit_OD,8483,4,1,0.642841002288,0,0
surplus_to_deficit_OD,8534,1,2,0.95761835973,9.14138107212,9.54595427212
surplus_to_deficit_OD,8534,1,4,3.10379564997,4.61527688153,1.48697833299
surplus_to_deficit_OD,8534,3,2,0.95761835973,0,0
surplus_to_deficit_OD,8534,3,4,3.10379564997,0,0
surplus_to_deficit_OD,8578,1,4,6.53037970976,0,0
surplus_to_deficit_OD,8578,2,4,12.2886315014,0,0
surplus_to_deficit_OD,8578,3,4,11.4557016034,0,0
surplus_to_deficit_OD,8598,1,2,26.2646997861,0,0
surplus_to_deficit_OD,8598,1,3,7.52410724171,0,0
surplus_to_deficit_OD,8598,4,2,1.25709577868,0,0
surplus_to_deficit_OD,8598,4,3,1.25709577868,0,0
surplus_to_deficit_OD,8612,2,1,0.150778620854,0,0
surplus_to_deficit_OD,8612,2,4,20.4543341852,0,0
surplus_to_deficit_OD,8612,3,1,0.150778620854,0,0
surplus_to_deficit_OD,8612,3,4,10.7071376797,0,0
surplus_to_deficit_OD,8625,2,1,15.2913968005,0,0
surplus_to_deficit_OD,8625,2,3,3.49824093682,0,0
surplus_to_deficit_OD,8625,4,1,15.2913968005,0,0
surplus_to_deficit_OD,8625,4,3,3.49824093682,0,0
surplus_to_deficit_OD,8644,1,3,2.06867788628,0,0
surplus_to_deficit_OD,8644,1,4,19.9751258454,0.706436389219,0.0353658041849
surplus_to_deficit_OD,8644,2,3,2.06867788628,3.87818540926,1.87471690735
surplus_to_deficit_OD,8644,2,4,17.3957018269,30.2517996077,1.73903875272
surplus_to_deficit_OD,8656,1,3,2.29006001584,0,0
surplus_to_deficit_OD,8656,2,3,2.29006001584,0,0
surplus_to_deficit_OD,8656,4,3,2.29006001584,0,0
surplus_to_deficit_OD,8869,1,2,18.5474919048,0,0
surplus_to_deficit_OD,8869,1,3,9.75458836194,0,0
surplus_to_deficit_OD,8869,4,2,18.5474919048,0,0
surplus_to_deficit_OD,8869,4,3,9.75458836194,0,0
surplus_to_deficit_OD,8883,1,3,12.7607475257,0,0
surplus_to_deficit_OD,8883,2,3,12.7607475257,0,0
surplus_to_deficit_OD,8883,4,3,6.19044717903,0,0
surplus_to_deficit_OD,9016,2,1,0.164966190192,0,0
surplus_to_deficit_OD,9016,3,1,0.164966190192,2.34950036567,14.2423145187
surplus_to_deficit_OD,9016,4,1,0.164966190192,0,0
surplus_to_deficit_OD,9055,1,4,31.0055889666,0,0
surplus_to_deficit_OD,9055,2,4,38.9441383167,0,0
surplus_to_deficit_OD,9055,3,4,11.4904644416,0,0
surplus_to_deficit_OD,9227,1,3,6.19644674189,0,0
surplus_to_deficit_OD,9227,2,3,5.86149843719,0,0
surplus_to_deficit_OD,9227,4,3,6.19644674189,0,0
surplus_to_deficit_OD,9272,2,1,2.53876374667,0,0
surplus_to_deficit_OD,9272,3,1,2.53876374667,0,0
surplus_to_deficit_OD,9272,4,1,2.53876374667,0,0
surplus_to_deficit_OD,9341,1,2,6.84237552116,0,0
surplus_to_deficit_OD,9341,1,3,5.6857653735,0,0
surplus_to_deficit_OD,9341,4,2,19.9606106097,0,0
surplus_to_deficit_OD,9341,4,3,5.6857653735,0,0
surplus_to_deficit_OD,9441,1,3,0.0813392488481,0,0
surplus_to_deficit_OD,9441,2,3,0.0813392488481,0.84712031417,10.4146562228
surplus_to_deficit_OD,9441,4,3,0.0724835318545,0,0
surplus_to_deficit_OD,9527,1,4,3.07104422739,0,0
surplus_to_deficit_OD,9527,2,4,3.07104422739,26.9248225724,8.76731840339
surplus_to_deficit_OD,9527,3,4,0.594454824774,3.38749504255,5.69849028282
surplus_to_deficit_OD,9655,1,4,0.972206563964,6.11107344439,6.28577677924
surplus_to_deficit_OD,9655,2,4,0.972206563964,8.10434018063,8.33602701425
surplus_to_deficit_OD,9655,3,4,0.972206563964,24.0205380219,24.7072370341
surplus_to_deficit_OD,9751,2,1,10.6995569675,5.06836373573,0.473698467245
surplus_to_deficit_OD,9751,2,3,1.74774734018,3.85033595026,2.20302778424
surplus_to_deficit_OD,9751,4,1,1.42456884708,0,0
surplus_to_deficit_OD,9751,4,3,1.42456884708,0,0
surplus_to_deficit_OD,9839,1,3,6.19645947384,0,0
surplus_to_deficit_OD,9839,1,4,9.4697713892,10.7525023436,1.13545532428
surplus_to_deficit_OD,9839,2,3,6.19645947384,3.50427144261,0.565528017637
surplus_to_deficit_OD,9839,2,4,9.4697713892,12.3239858053,1.3014026737
surplus_to_deficit_OD,9956,1,2,37.3953966509,0,0
surplus_to_deficit_OD,9956,3,2,0.186948859176,0,0
surplus_to_deficit_OD,9956,4,2,37.3953966509,0,0
