path_id,surplus_bin,final_target_kg,final_inventory_kg,final_surplus_kg,first_positive_inventory_hour,first_25pct_target_hour,first_50pct_target_hour,first_75pct_target_hour,first_100pct_target_hour,stable_100pct_target_hour,arrival_stage,final_intensity,final_location,peak_observed_operating_intensity,max_hypothetical_target_from_observed_operating_states_kg,hypothetical_target_drop_to_final_kg,operating_location_changed,risk_later_weakened_signal,HTT_last24h_kg,mechanism_signal_count,mechanism_signals,interpretation_limit,total_inventory_minus24h_kg,inventory_minus_target_minus24h_kg,production_minus24h_kg,HTT_minus24h_kg,ordinary_shortage_minus24h_kg,storm_intensity_minus24h,storm_location_minus24h,system_electrolyzer_utilization_minus24h,inventory_site1_minus24h_kg,gap_site1_minus24h_kg,inventory_site2_minus24h_kg,gap_site2_minus24h_kg,inventory_site3_minus24h_kg,gap_site3_minus24h_kg,inventory_site4_minus24h_kg,gap_site4_minus24h_kg,total_inventory_minus16h_kg,inventory_minus_target_minus16h_kg,production_minus16h_kg,HTT_minus16h_kg,ordinary_shortage_minus16h_kg,storm_intensity_minus16h,storm_location_minus16h,system_electrolyzer_utilization_minus16h,inventory_site1_minus16h_kg,gap_site1_minus16h_kg,inventory_site2_minus16h_kg,gap_site2_minus16h_kg,inventory_site3_minus16h_kg,gap_site3_minus16h_kg,inventory_site4_minus16h_kg,gap_site4_minus16h_kg,total_inventory_minus8h_kg,inventory_minus_target_minus8h_kg,production_minus8h_kg,HTT_minus8h_kg,ordinary_shortage_minus8h_kg,storm_intensity_minus8h,storm_location_minus8h,system_electrolyzer_utilization_minus8h,inventory_site1_minus8h_kg,gap_site1_minus8h_kg,inventory_site2_minus8h_kg,gap_site2_minus8h_kg,inventory_site3_minus8h_kg,gap_site3_minus8h_kg,inventory_site4_minus8h_kg,gap_site4_minus8h_kg,total_inventory_minus4h_kg,inventory_minus_target_minus4h_kg,production_minus4h_kg,HTT_minus4h_kg,ordinary_shortage_minus4h_kg,storm_intensity_minus4h,storm_location_minus4h,system_electrolyzer_utilization_minus4h,inventory_site1_minus4h_kg,gap_site1_minus4h_kg,inventory_site2_minus4h_kg,gap_site2_minus4h_kg,inventory_site3_minus4h_kg,gap_site3_minus4h_kg,inventory_site4_minus4h_kg,gap_site4_minus4h_kg,total_inventory_t0h_kg,inventory_minus_target_t0h_kg,production_t0h_kg,HTT_t0h_kg,ordinary_shortage_t0h_kg,storm_intensity_t0h,storm_location_t0h,system_electrolyzer_utilization_t0h,inventory_site1_t0h_kg,gap_site1_t0h_kg,inventory_site2_t0h_kg,gap_site2_t0h_kg,inventory_site3_t0h_kg,gap_site3_t0h_kg,inventory_site4_t0h_kg,gap_site4_t0h_kg
2394,100-200 kg,180.836278269,356.70536172,175.869083451,-31,-31,-31,-31,-30,-30,4,3,4,3,142.923283799,-37.9129944697,True,False,37.2175386282,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.6712028657,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,1.17819693502,0,0,0,2,3,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,35.5753277609,3.70132720443,251.186343625,70.3500653561,15.015,0,0,3,5,1,100.05724614,0,66.200659463,0,28.4973787004,0,56.4310593218,0,310.228776418,129.392498149,15.015,0,0.924428675828,3,1,1,150.654617197,0,69.2481591894,0,22.1949407096,0.71639814708,68.1310593218,0,356.70536172,175.869083451,15.015,0,8.00679366486,3,1,1,174.054617197,0,73.7549914875,0,29.0646937129,0,79.8310593218,0
2398,100-200 kg,180.836278269,318.270678101,137.434399832,-39,-39,-39,-39,-38,-14,5,3,4,3,180.565756528,-0.27052174083,True,False,36.2132314054,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,4.10319693502,0,0,0,2,1,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,38.5003277609,0.776327204434,163.233409272,-17.6028689967,15.015,0,0,2,3,1,61.5445570449,9.33318251864,45.5081379386,2.26240694465,20.9821334423,1.92920541433,35.1985808462,4.07807411909,257.643684031,76.8074057627,15.015,0,5.25787182048,3,2,1,111.321529935,0,64.0621752057,0,10.8437285763,12.0676102803,71.4162503144,0,291.521304407,110.685026138,15.015,0,0,3,2,1,124.350846117,0,62.9080741159,0,26.8092661387,0,77.4531180355,0,318.270678101,137.434399832,15.015,0,0,3,2,1,135.648611858,0,69.2844716314,0,31.8083250028,0,81.5292696086,0
2439,100-200 kg,180.836278269,360.678185814,179.841907545,-31,-31,-31,-31,-30,-30,4,3,4,3,180.836278269,5.68434188608e-14,True,False,56.3285147443,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.6712028657,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,1.17819693502,0,0,0,2,7,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,35.5753277609,3.70132720443,251.186343625,70.3500653561,15.015,0,0,3,4,1,127.708374965,0,34.5615143145,13.2090305688,23.1792603864,0,65.7371939594,0,309.655320343,128.819042074,15.015,0,1.05798080104,3,1,1,152.40774384,0,57.6133288542,0,22.1970536895,0.714285167187,77.4371939594,0,360.678185814,179.841907545,15.015,0,8.43051426216,3,1,1,175.80774384,0,71.9710928294,0,28.5836847331,0,84.3156644115,0
2447,>200 kg,156.407515605,487.127525704,330.720010099,-39,-39,-39,-39,-39,-39,5,3,3,3,180.565756528,24.1582409231,True,True,55.0441325301,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,145.726959599,15.015,0,0,3,3,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,214.89882802,15.015,2.39203546461,0,3,1,1,143.444557045,0,101.616102474,0,53.0221032597,0,73.2235808462,0,452.415415487,296.007899882,15.015,0,0,3,3,1,159.054002384,0,125.25646291,0,31.4768678299,0,136.628082363,0,479.945776077,323.538260472,12.264847711,0,0,3,2,0.816839674393,172.083318566,0,135.011528013,0,30.1859794144,0,142.664950084,0,487.127525704,330.720010099,15.015,0,0,3,2,1,183.381084307,0,133.587925528,0,28.1650382785,0,141.99347759,0
2488,>200 kg,180.836278269,445.962409557,265.126131288,-39,-39,-39,-39,-38,-38,5,3,4,3,180.836278269,5.68434188608e-14,True,False,50.2600616008,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,121.298196935,15.015,0,0,3,1,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,190.470065356,15.015,0.626768754987,0,3,4,1,143.444557045,0,104.634906694,0,50.0032990401,0,73.2235808462,0,452.415415487,271.579137218,15.015,0,0,3,3,1,159.054002384,0,125.25646291,0,31.4768678299,0,136.628082363,0,455.873035862,275.036757594,5.85,0,0,3,5,0.38961038961,172.083318566,0,123.721680302,0,29.1030869112,0,130.964950084,0,445.962409557,265.126131288,5.85,0,0,3,5,0.38961038961,183.381084307,0,114.498077817,0,24.7421457753,0,123.341101657,0
2491,100-200 kg,180.836278269,332.295415487,151.459137218,-31,-31,-31,-31,-30,-30,4,3,4,3,0,-180.836278269,True,False,35.6199844053,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.6712028657,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,1.17819693502,0,0,0,2,5,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,35.5753277609,3.70132720443,251.186343625,70.3500653561,15.015,0,0,3,7,1,118.542611022,0,72.8081379386,0,10.0120138176,12.8993250391,49.8235808462,0,305.071405215,124.235126946,15.015,0,0,3,7,1,139.61525828,0,86.8553429076,0,18.3808908321,4.53044802452,60.2199131946,0,332.295415487,151.459137218,15.015,0,0,3,7,1,150.503409939,0,77.6402447779,0,38.4894523036,0,65.6623084666,0
2525,>200 kg,189.355321264,426.198144012,236.842822748,-39,-39,-39,-39,-38,-22,5,4,6,5,161.875234945,-27.4800863189,True,True,79.8919972115,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,-4.41584606007,0,0,0,2,2,0,67.5324378844,38.2976253157,50.3037901125,0,28.6029194459,0,38.5003277609,2.47515448908,254.111343625,64.756022361,15.015,0,0,3,5,1,96.6445570449,9.18550615524,72.8081379386,0,31.9100677951,0,52.7485808462,0,352.284169237,162.928847973,15.015,0,5.39945836154,4,7,1,206.292385194,0,62.4662425438,0,12.7136803662,10.1976777825,70.8118611327,0,391.824921891,202.469600627,15.015,11.5059068101,1.23066226317,5,7,1,207.815794565,0,67.1589574123,0,22.8324019703,0.0789561784268,94.0177679427,0,426.198144012,236.842822748,15.015,0,2.08586824266,5,7,1,219.113560307,0,73.4695951983,0,27.8314608344,0,105.783527672,0
2537,>200 kg,11.1833565999,354.69588895,343.51253235,-31,-31,-31,-31,-31,-31,4,4,7,4,58.1956878969,47.012331297,True,True,36.9937698849,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,230.324124535,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,170.831118604,0,0,0,2,6,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,251.186343625,240.002987025,15.015,0,0,3,5,1,99.9249109783,0,66.8878933762,0,28.6297138616,0,55.7438254087,0,308.702425608,297.519069008,15.015,0,0.726204078741,4,7,1,147.010974758,0,67.9092910499,0,22.2312267824,0,71.5509330179,0,354.69588895,343.51253235,15.015,0,8.00679366486,4,7,1,170.410974758,0,72.416123348,0,28.6178578261,0,83.2509330179,0
2581,50-100 kg,180.565756528,258.987332194,78.4215756662,-31,-31,-31,-31,-30,-6,4,3,2,3,142.923283799,-37.6424727289,True,False,12.16161425,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.9417246066,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,6.77945909854,184.939475204,4.37371867585,0,0,0,2,2,0,67.5324378844,16.7483548688,50.3037901125,0,28.6029194459,0,38.5003277609,17.1414398043,163.233409272,-17.3323472559,15.015,0,0,2,3,1,61.5445570449,22.7362357084,45.5081379386,0,20.9821334423,0.0226673080258,35.1985808462,20.4431867189,219.35307961,38.7873230824,15.015,0,0.260733530332,3,1,1,83.5481453996,0.732647353596,54.96781028,0,21.7769288345,0,59.0601950962,0,258.987332194,78.4215756662,15.015,0,2.60733530332,3,1,1,100.588934642,0,59.4746425781,0,28.1635598782,0,70.7601950962,0
2585,>200 kg,11.1833565999,371.216343625,360.032987025,-47,-47,-47,-47,-47,-47,6,4,7,4,11.1833565999,-3.5527136788e-14,True,False,59.1295711355,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",160.308409272,149.125052672,15.015,0,0,2,3,1,61.5445570449,0,45.5081379386,0,20.9821334423,0,32.2735808462,0,241.417481134,230.234124535,15.015,0,0,3,7,1,124.200923475,0,64.0621752057,0,5.04207398727,0,48.1123084666,0,302.044475204,290.861118604,15.015,18.3704551428,0,3,7,1,148.528005398,0,62.2333349698,0,33.0578070754,0,58.2253277609,0,324.312726707,313.129370107,13.7224310439,0,0,4,7,0.913914821439,157.498418397,0,70.806891742,0,33.5390677747,0,62.4683487934,0,371.216343625,360.032987025,15.015,9.86940338829,0,4,7,1,177.640124558,0,74.6741343165,0,36.5591005156,0,82.3429842345,0
2606,>200 kg,161.875234945,434.858337694,272.983102749,-39,-39,-39,-39,-39,-39,5,5,7,4,189.355321264,27.4800863189,True,True,60.6823034692,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,23.0642402588,0,0,0,2,1,0,67.5324378844,30.5182284394,50.3037901125,0,28.6029194459,0,38.5003277609,0,254.111343625,92.2361086799,15.015,1.79578761738,0,3,3,1,128.208637054,0,64.1630702566,0,0.345987785532,17.6556743273,61.3936485282,0,374.231343625,212.35610868,15.015,0,12.6236463422,4,6,1,195.320779598,0,82.7094318441,0,17.1699708297,0.831691283122,79.0311613529,0,408.108964,246.233729055,15.015,0,0,4,7,1,208.35009578,0,92.7136360014,0,21.977203145,0,85.0680290741,0,434.858337694,272.983102749,15.015,0,0,4,7,1,219.647861521,0,99.090033517,0,26.9762620091,0,89.1441806472,0
2608,>200 kg,180.836278269,470.081274945,289.244996676,-39,-39,-39,-39,-38,-38,5,3,4,3,156.407515605,-24.428762664,True,False,58.1875673811,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,121.298196935,15.015,0,0,3,3,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,190.470065356,15.015,0,0,3,3,1,145.794057411,0,104.008137939,0,48.2805674294,0,73.2235808462,0,443.835415487,262.999137218,8.775,0,0,3,7,0.584415584416,177.754856327,0,136.685476766,0,40.3327739272,0,89.0623084666,0,469.851901251,289.015622982,9.49386538809,20.8912500473,0,3,3,0.632292067139,166.711787849,0,146.850694157,0,35.0009470213,0,121.288472222,0,470.081274945,289.244996676,15.015,0,0,3,3,1,166.309553591,0,133.801622252,0,32.9800058854,0,136.990093216,0
2617,100-200 kg,58.1956878969,257.252655161,199.056967264,-31,-31,-31,-31,-31,-31,4,3,5,3,156.407515605,98.2118277079,True,True,15.361326968,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,183.311793238,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,123.818787307,0,0,0,2,3,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,160.308409272,102.112721375,15.015,0,0,2,2,1,61.5445570449,0,45.5081379386,0,20.9821334423,0,32.2735808462,0,217.303024195,159.107336298,15.015,0,0.726204078741,3,3,1,89.1218447723,0,48.371303667,0,25.1737227294,0,54.6361530261,0,257.252655161,199.056967264,15.015,0,5.39945836154,3,3,1,112.521844772,0,52.8781359652,0,31.5603537731,0,60.2923206505,0
2619,>200 kg,11.1833565999,520.603681936,509.420325336,-39,-39,-39,-39,-39,-39,5,4,7,4,423.861526765,412.678170165,True,True,86.0706922124,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,290.951118604,15.015,0,0,3,6,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,360.122987025,15.015,0,0,4,7,1,180.112981223,0,96.8465486491,0,21.1232329068,0,73.2235808462,0,459.976687867,448.793331267,15.015,0,2.60733530332,4,4,1,212.073780139,0,88.9780231096,0,31.9615488134,0,126.963335804,0,493.854308242,482.670951642,15.015,0,0,4,5,1,218.820893466,0,118.205753577,0,30.0535957698,0,126.774065429,0,520.603681936,509.420325336,15.015,0,0,4,5,1,230.118659207,0,124.582151093,0,35.0526546339,0,130.850217002,0
2664,50-100 kg,156.407515605,228.866343625,72.45882802,-47,-47,-47,-47,-47,-24,6,3,3,3,58.1956878969,-98.2118277079,True,False,12.4375930554,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",160.308409272,3.90089366726,15.015,0,0,2,5,1,61.5445570449,8.81031030891,45.5081379386,0,20.9821334423,1.92924556664,32.2735808462,6.84929149069,219.187481134,62.7799655297,2.925,0,0,2,4,0.194805194805,87.6553559616,0,52.3621752057,0,31.0576415006,0,48.1123084666,0,159.694475204,3.28695959899,0,0,0,2,6,0,65.1824378844,5.17242946937,37.7037901125,0,21.9829194459,0.928459563018,34.8253277609,4.29754457604,181.962726707,25.5552111024,13.7224310439,0,0,3,5,0.913914821439,74.1528508837,0,34.0338989205,0,23.3353123523,0,50.4406645506,0,228.866343625,72.45882802,15.015,0,0,3,5,1,94.2945570449,0,47.7705448833,0,26.3553450932,0,60.4458966034,0
2684,>200 kg,11.1833565999,450.075415487,438.892058887,-31,-31,-31,-31,-31,-31,4,4,7,3,180.836278269,169.652921669,True,True,20.5006802447,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,230.324124535,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,302.134475204,290.951118604,15.015,0,0,3,7,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,360.122987025,15.015,0,0,3,4,1,143.444557045,0,104.008137939,0,50.6300677951,0,73.2235808462,0,425.191405215,414.008048615,15.015,0,0,3,6,1,164.517204303,0,138.556023152,0,38.4982645649,0,83.6199131946,0,450.075415487,438.892058887,12.675,0,0,3,6,0.844155844156,175.405355962,0,143.06285545,0,42.5448956086,0,89.0623084666,0
2724,>200 kg,180.565756528,432.259265601,251.693509073,-47,-47,-47,-47,-46,-46,6,3,2,3,156.407515605,-24.1582409231,True,False,42.8153041003,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",254.111343625,73.5455870969,15.015,0,0,3,3,1,96.6445570449,0,72.8081379386,0,31.9100677951,0,52.7485808462,2.89318671891,335.220415487,154.654658959,15.015,0,0,3,5,1,128.605355962,0,73.7902996273,0,46.6655758533,0,86.159184045,0,395.847409557,215.281653029,15.015,0,0,3,6,1,152.932437884,0,90.3319145342,0,56.3108537987,0,96.2722033393,0,396.649174941,216.083418413,2.925,0,0,3,3,0.194805194805,153.963795809,0,91.2996163975,0,50.870538363,0,100.515224372,0,432.259265601,251.693509073,15.015,9.13897942072,0,3,3,1,168.25550197,0,91.9972829395,0,36.2425957451,0,135.763884947,0
2738,100-200 kg,58.1956878969,251.186343625,192.990655728,-23,-23,-23,-23,-23,-23,3,3,5,3,0,-58.1956878969,True,False,21.8980539775,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",,,,,,,,,,,,,,,,,241.507481134,183.311793238,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,123.818787307,0,0,0,2,5,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,204.282726707,146.08703881,13.7224310439,0,0,3,7,0.913914821439,98.4009048613,0,59.0714919759,0,6.99198107666,1.19065573426,39.8183487934,0,251.186343625,192.990655728,15.015,0,0,3,7,1,118.542611022,0,72.8081379386,0,10.0120138176,0,49.8235808462,0
2739,0-50 kg,58.1956878969,100.291914399,42.0962265022,-31,-31,-31,-31,-31,-31,4,3,5,2,0,-58.1956878969,True,False,0,2,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,183.311793238,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,123.818787307,0,0,0,2,6,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,136.518409272,78.3227213752,0,0,0,2,7,0,49.8445570449,0,41.6081379386,0,18.6421334423,0,26.4235808462,0,133.127904127,74.9322162296,0,0,0,2,7,0,47.5172043028,0,40.0553429076,0,17.6510104569,0,27.9043464592,0,100.291914399,42.0962265022,0,0,0,2,7,0,35.0053559616,0,28.9621752057,0,14.6776415006,0,21.6467417313,0
2766,>200 kg,161.875234945,553.235194444,391.359959499,-47,-47,-47,-47,-47,-47,6,5,7,5,546.93138762,385.056152676,True,True,141.700059436,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",371.306343625,209.43110868,15.015,0,0,4,1,1,143.444557045,0,104.141093611,0,50.4971121231,0,73.2235808462,0,477.127295293,315.252060348,15.015,9.31519641009,8.00679366486,5,2,1,256.912715485,0,94.8261908217,0,19.4496117308,0,105.938777256,0,555.051260375,393.17602543,15.015,0,1.38757217961,5,1,1,239.677053516,0,119.590054687,0,57.3456815575,0,138.438470615,0,530.252080835,368.37684589,2.925,0,0,5,4,0.194805194805,225.247466515,0,111.680955077,0,49.5653661219,0,143.758293121,0,553.235194444,391.359959499,15.015,0,0,5,4,1,233.689172676,0,90.6404418181,0,75.1420547754,0,153.763525174,0
2770,50-100 kg,316.940731494,416.802409557,99.8616780626,-23,-23,-23,-18,-7,-7,3,4,5,4,395.525364721,78.5846332275,True,True,34.0513232116,3,RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",,,,,,,,,,,,,,,,,241.507481134,-75.4332503594,8.775,0,0,2,4,0.584415584416,90.0053559616,79.2628077555,64.9621752057,0,37.6776415006,0,48.8623084666,18.5977699741,302.134475204,-14.8062562901,15.015,0,0,3,5,1,114.332437884,54.9357258327,81.5037901125,0,47.3229194459,0,58.9753277609,8.48475067983,360.901906248,43.9611747538,13.7224310439,0,5.21888439962,4,2,0.913914821439,147.880545351,21.3876183662,79.0479353137,0,55.3903504898,0,78.5830750932,0,416.802409557,99.8616780626,15.015,15.9954684128,1.54554668825,4,2,1,187.276013764,0,94.6479353137,0,44.5953853859,0,90.2830750932,0
2778,0-50 kg,156.407515605,166.548705188,10.1411895834,-31,-31,-31,-31,-31,-8,4,3,3,2,0,-156.407515605,True,False,0.617513454709,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,85.0999655297,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,25.606959599,0,0,0,2,7,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,35.5753277609,3.54754457604,156.408409272,0.000893667260414,11.115,0,0,2,2,0.74025974026,61.5445570449,8.81031030891,40.9906244839,0,21.599646897,1.31173211193,32.2735808462,6.84929149069,190.609694916,34.2021793107,9.37122405367,0,0,2,1,0.624124146098,82.6172043028,0,39.4378294529,0,25.8847479653,0,42.6699131946,0,166.548705188,10.1411895834,0,0,0,2,1,0,75.9553559616,0,28.344661751,0,22.9113790089,0,39.3373084666,0
2793,>200 kg,332.579156112,534.689695224,202.110539112,-39,-39,-39,-30,-20,-20,5,5,6,4,386.76593055,54.1867744378,True,True,97.3265525047,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,-30.4446809087,15.015,0,0,3,6,1,114.332437884,66.7780938413,81.5037901125,0,47.3229194459,0,58.9753277609,22.85103641,388.994224464,56.4150683519,15.015,0,0.465470548409,4,5,1,191.066134537,0,104.008137939,0,33.3366280456,0,60.5833239432,21.2430402276,474.062701155,141.483545043,15.015,0,0,4,3,1,223.026933454,0,88.7151755563,0,34.0620215483,0,128.258570597,0,507.94032153,175.361165418,15.015,0,0,4,5,1,229.324126302,0,111.671668656,0,32.6490882536,0,134.295438318,0,534.689695224,202.110539112,15.015,6.72446593842,0,4,5,1,240.621892044,0,124.77253211,0,37.6481471177,0,131.647123953,0
2798,>200 kg,161.875234945,504.030206115,342.15497117,-47,-47,-47,-47,-47,-47,6,5,7,4,423.861526765,261.98629182,True,True,107.037482888,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",254.111343625,92.2361086799,15.015,0,0,3,2,1,96.6445570449,1.40610927899,72.8081379386,0,31.9100677951,0,52.7485808462,0,374.231343625,212.35610868,15.015,72.05890237,12.6236463422,4,4,1,216.384991085,0,77.2176503217,0,5.36165304191,12.6400090709,75.2670491763,0,434.858337694,272.983102749,15.015,0,0,4,6,1,240.712073008,0,93.7592652286,0,16.6205860233,1.38107608959,83.7664134346,0,457.126589198,295.251354253,13.7224310439,0,0,4,7,0.913914821439,240.219579129,0,102.526967092,0,26.3706085098,0,88.0094344671,0,504.030206115,342.15497117,15.015,23.0204869334,0,4,7,1,237.340798356,0,139.284099988,0,29.3906412507,0,98.0146665199,0
2817,100-200 kg,316.940731494,452.415415487,135.474683993,-31,-31,-31,-26,-12,-12,4,4,5,4,180.836278269,-136.104453225,True,False,18.596018141,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,-75.4332503594,8.775,0,0,2,4,0.584415584416,90.0053559616,79.2628077555,64.9621752057,0,37.6776415006,0,48.8623084666,18.5977699741,302.134475204,-14.8062562901,15.015,0,0,3,6,1,114.332437884,54.9357258327,81.5037901125,0,47.3229194459,0,58.9753277609,8.48475067983,371.306343625,54.3656121309,15.015,0,0,3,4,1,148.999205867,20.2689578505,104.39651589,0,44.6870410219,0,73.2235808462,0,425.191405215,108.250673721,15.015,0,0,4,7,1,171.14093273,0,129.297862397,0,40.4029266687,0,84.3496834188,0,452.415415487,135.474683993,15.015,0,0,4,7,1,182.029084388,0,133.804694696,0,46.7895577124,0,89.7920786909,0
