record_type,mechanism,relative_hour,site,N,mean_inventory_minus_target_kg,median_inventory_minus_target_kg,deficit_probability,surplus_probability,path_id,first_observed_deficit_relative_hour,first_observed_simultaneous_deficit_surplus_hour,mismatch_hour_count,observed_hour_count
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6382,-39,-39,31,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6389,-39,-37,38,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6434,-23,-23,11,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6445,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6446,-47,-47,48,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6471,-39,-37,29,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6557,-31,-27,28,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6663,-31,-18,11,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6689,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6698,-39,-5,5,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6740,-47,-22,23,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6756,-31,-18,19,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6816,-31,-29,30,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6844,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6853,-39,-28,29,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6913,-39,-29,30,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6926,-31,-31,12,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6949,-23,-23,24,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6960,-39,-2,3,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7019,-23,-23,8,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7091,-31,-19,16,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7243,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7268,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7329,-23,-23,24,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7392,-47,-18,18,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7445,-39,-39,15,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7454,-15,-15,3,16
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7458,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7463,-23,-23,24,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7541,-31,-29,12,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7564,-47,-1,2,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7590,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7606,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7612,-39,-26,21,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7623,-31,-29,15,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7630,-31,-20,21,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7669,-31,-7,8,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7687,-31,-31,14,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7697,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7739,-23,-23,11,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7786,-31,0,1,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7789,-31,-31,29,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,7836,-47,-11,10,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7862,-31,-1,2,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,7986,-39,-7,8,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8006,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8041,-31,-31,15,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8055,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8061,-47,-3,4,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8085,-39,-37,29,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8138,-31,-29,20,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8215,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8238,-23,-19,18,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8246,-39,-39,17,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8254,-31,-31,24,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8283,-39,-37,29,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8309,-39,-26,14,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8334,-31,-31,20,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8357,-39,-26,17,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8384,-23,-19,20,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8399,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8440,-23,-5,6,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8456,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8468,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8483,-31,-31,27,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8534,-47,-20,15,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8558,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8578,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8598,-47,-11,12,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8611,-39,-39,25,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8612,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8625,-31,-27,28,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8644,-47,-45,26,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8656,-47,-47,39,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8716,-31,-7,8,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8747,-31,-1,2,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8752,-39,-39,18,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8753,-39,-37,13,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8756,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8796,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8803,-47,-47,48,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8869,-39,-14,15,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,8883,-39,-28,22,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,8916,-39,0,1,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9016,-31,-27,27,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9055,-47,-47,39,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9063,-39,-7,8,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9144,-23,-23,24,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9194,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9227,-39,-35,21,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9261,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9272,-39,-39,33,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9276,-39,-37,14,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9341,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9441,-39,-39,13,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9495,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9527,-39,-37,38,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9638,-31,-27,9,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9645,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9655,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9692,-23,-23,24,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9744,-31,-31,18,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9751,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9754,-39,-39,25,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9825,-31,-18,15,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9839,-39,-37,23,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9842,-39,-39,14,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9893,-47,-47,19,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,9955,-39,-39,26,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,9956,-31,-20,21,32
