arm,penalty,path_id,stage,state_id,hurricane_a,hurricane_loc,hurricane_lf,beta,hour_in_stage,global_hour,site,electrical_bus,tariff_yuan_per_kwh,ordinary_demand_kg,ordinary_served_kg,ordinary_shortage_kg,H2_production_kg,P_EL_kW,pv_available_kw,pv_used_kw,root_grid_import,site_voltage_pu,begin_inventory_kg,inventory_before_HTT_kg,end_inventory_kg,HTT_in_kg,HTT_out_kg,begin_inventory_source,inventory_before_HTT_source,end_inventory_source,electrolyzer_capacity_binding,storage_capacity_binding,end_hour,relative_hour,pmax_kw,utilization,case_type,final_target_kg,min_voltage_pu,min_voltage_bus,max_line_loading_pct,total_HTT_kg
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,2,18,1,24,0.78,4.52437373053,4.52437373053,0,0,0,35.5048,35.5048,2990.98147,0.978617935866,62.5053559616,57.9809822311,57.9809822311,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-14,300,0,top5_shortfall,168.56298044,0.934719750392,18,0.594145478116,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,2,18,2,14,0.78,1.86335403727,1.86335403727,0,0,0,35.5048,35.5048,2990.98147,0.938378923913,47.5087590566,45.6454050194,45.6454050194,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-14,200,0,top5_shortfall,132.558988567,0.934719750392,18,0.594145478116,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,2,18,3,18,0.78,2.47780746359,2.47780746359,0,0,0,35.5048,35.5048,2990.98147,0.934719750392,27.0171226692,24.5393152056,24.5393152056,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-14,120,0,top5_shortfall,40.9131822127,0.934719750392,18,0.594145478116,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,2,18,4,31,0.78,2.34660177299,2.34660177299,0,0,0,35.5048,35.5048,2990.98147,0.936064849523,32.9679924576,30.6213906846,30.6213906846,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-14,150,0,top5_shortfall,81.8263755451,0.934719750392,18,0.594145478116,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,3,19,1,24,0.92,3.01624915369,3.01624915369,0,0,0,10.5576,10.5576,3168.77041,0.977471414179,57.9809822311,54.9647330774,54.9647330774,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-13,300,0,top5_shortfall,168.56298044,0.929315773171,18,0.623456393278,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,3,19,2,14,0.92,1.24223602484,1.24223602484,0,0,0,10.5576,10.5576,3168.77041,0.933667463683,45.6454050194,44.4031689945,44.4031689945,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-13,200,0,top5_shortfall,132.558988567,0.929315773171,18,0.623456393278,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,3,19,3,18,0.92,2.23002671723,2.23002671723,0,0,0,10.5576,10.5576,3168.77041,0.929315773171,24.5393152056,22.3092884884,22.3092884884,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-13,120,0,top5_shortfall,40.9131822127,0.929315773171,18,0.623456393278,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,3,19,4,31,0.92,1.56440118199,1.56440118199,0,0,0,10.5576,10.5576,3168.77041,0.93254032153,30.6213906846,29.0569895026,29.0569895026,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-13,150,0,top5_shortfall,81.8263755451,0.929315773171,18,0.623456393278,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,4,20,1,24,0.98,1.86188219364,1.86188219364,0,0,0,0,0,3625.00041,0.97424724705,54.9647330774,53.1028508837,53.1028508837,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-12,300,0,top5_shortfall,168.56298044,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,4,20,2,14,0.98,0.931677018634,0.931677018634,0,0,0,0,0,3625.00041,0.923309231213,44.4031689945,43.4714919759,43.4714919759,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-12,200,0,top5_shortfall,132.558988567,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,4,20,3,18,0.98,1.48668447815,1.48668447815,0,0,0,0,0,3625.00041,0.918067572957,22.3092884884,20.8226040103,20.8226040103,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-12,120,0,top5_shortfall,40.9131822127,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,4,20,4,31,0.98,0.938640709195,0.938640709195,0,0,0,0,0,3625.00041,0.922608220695,29.0569895026,28.1183487934,28.1183487934,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-12,150,0,top5_shortfall,81.8263755451,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,5,21,1,24,0.95,1.39641164523,1.39641164523,0,0,0,0,0,3715,0.973599205347,53.1028508837,51.7064392385,51.7064392385,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-11,300,0,top5_shortfall,168.56298044,0.915940163768,18,0.728225106375,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,5,21,2,14,0.95,0.621118012422,0.621118012422,0,0,0,0,0,3715,0.92132398373,43.4714919759,42.8503739635,42.8503739635,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-11,200,0,top5_shortfall,132.558988567,0.915940163768,18,0.728225106375,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,5,21,3,18,0.95,0.991122985435,0.991122985435,0,0,0,0,0,3715,0.915940163768,20.8226040103,19.8314810248,19.8314810248,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-11,120,0,top5_shortfall,40.9131822127,0.915940163768,18,0.728225106375,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,5,21,4,31,0.95,0.703980531896,0.703980531896,0,0,0,0,0,3715,0.92060401287,28.1183487934,27.4143682615,27.4143682615,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-11,150,0,top5_shortfall,81.8263755451,0.915940163768,18,0.728225106375,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,6,22,1,24,0.8,0.930941096818,0.930941096818,0,0,0,0,0,3625.00041,0.97424724705,51.7064392385,50.7754981417,50.7754981417,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-10,300,0,top5_shortfall,168.56298044,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,6,22,2,14,0.8,0.310559006211,0.310559006211,0,0,0,0,0,3625.00041,0.923309231213,42.8503739635,42.5398149573,42.5398149573,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-10,200,0,top5_shortfall,132.558988567,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,6,22,3,18,0.8,0.594673791261,0.594673791261,0,0,0,0,0,3625.00041,0.918067572957,19.8314810248,19.2368072336,19.2368072336,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-10,120,0,top5_shortfall,40.9131822127,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,6,22,4,31,0.8,0.469320354598,0.469320354598,0,0,0,0,0,3625.00041,0.922608220695,27.4143682615,26.9450479069,26.9450479069,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-10,150,0,top5_shortfall,81.8263755451,0.918067572957,18,0.710583124948,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,7,23,1,24,0.55,0.465470548409,0.465470548409,0,0,0,0,0,3730.99995,0.974001777144,50.7754981417,50.3100275933,50.3100275933,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-9,300,0,top5_shortfall,168.56298044,0.916347646586,33,0.723333766406,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,7,23,2,14,0.55,0.310559006211,0.310559006211,0,0,0,0,0,3730.99995,0.922097364239,42.5398149573,42.229255951,42.229255951,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-9,200,0,top5_shortfall,132.558988567,0.916347646586,33,0.723333766406,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,7,23,3,18,0.55,0.396449194174,0.396449194174,0,0,0,0,0,3730.99995,0.916912665485,19.2368072336,18.8403580394,18.8403580394,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,32,-9,120,0,top5_shortfall,40.9131822127,0.916347646586,33,0.723333766406,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,7,23,4,31,0.55,0.260733530332,0.260733530332,0,2.925,150,0,0,3730.99995,0.917503156219,26.9450479069,29.6093143766,29.6093143766,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-9,150,1,top5_shortfall,81.8263755451,0.916347646586,33,0.723333766406,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,8,24,1,24,0.35,0.465470548409,0.465470548409,0,5.85,300,0,0,4071.0004,0.97109643355,50.3100275933,55.6945570449,55.6945570449,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-8,300,1,top5_shortfall,168.56298044,0.902717507319,18,0.759197399637,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,8,24,2,14,0.35,0.621118012422,0.621118012422,0,3.9,200,0,0,4071.0004,0.910338880106,42.229255951,45.5081379386,45.5081379386,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-8,200,1,top5_shortfall,132.558988567,0.902717507319,18,0.759197399637,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,8,24,3,18,0.35,0.198224597087,0.198224597087,0,2.34,120,0,0,4071.0004,0.902717507319,18.8403580394,20.9821334423,20.9821334423,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-8,120,1,top5_shortfall,40.9131822127,0.902717507319,18,0.759197399637,0
Arm-A,1000,1165,3,84,2,4,4,0.0707142857143,8,24,4,31,0.35,0.260733530332,0.260733530332,0,2.925,150,0,0,4071.0004,0.917891034754,29.6093143766,32.2735808462,32.2735808462,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-8,150,1,top5_shortfall,81.8263755451,0.902717507319,18,0.759197399637,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,1,25,1,24,0.3,0.930941096818,0.930941096818,0,5.85,300,0,0,3679.00103,0.973923125868,55.6945570449,60.6136159481,68.8137320226,8.20011607459,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-7,300,1,top5_shortfall,168.56298044,0.912081659456,18,0.682695583127,16.1541176884
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,1,25,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3679.00103,0.919057778867,45.5081379386,49.0975789324,32.943461244,0,16.1541176884,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-7,200,1,top5_shortfall,132.558988567,0.912081659456,18,0.682695583127,16.1541176884
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,1,25,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3679.00103,0.912081659456,20.9821334423,23.1239088452,23.1239088452,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-7,120,1,top5_shortfall,40.9131822127,0.912081659456,18,0.682695583127,16.1541176884
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,1,25,4,31,0.3,0.521467060664,0.521467060664,0,2.925,150,0,0,3679.00103,0.926614378802,32.2735808462,34.6771137856,42.6311153994,7.95400161385,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-7,150,1,top5_shortfall,81.8263755451,0.912081659456,18,0.682695583127,16.1541176884
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,2,26,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3511.0013,0.975132057083,68.8137320226,74.1982614742,83.4860277422,9.28776626797,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-6,300,1,top5_shortfall,168.56298044,0.916065565424,18,0.649933578076,9.28776626797
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,2,26,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3511.0013,0.922769231255,32.943461244,36.5329022378,36.5329022378,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-6,200,1,top5_shortfall,132.558988567,0.916065565424,18,0.649933578076,9.28776626797
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,2,26,3,18,0.3,0.396449194174,0.396449194174,0,2.34,120,0,0,3511.0013,0.916065565424,23.1239088452,25.067459651,15.7796933831,0,9.28776626797,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-6,120,1,top5_shortfall,40.9131822127,0.916065565424,18,0.649933578076,9.28776626797
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,2,26,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3511.0013,0.93032791569,42.6311153994,45.2953818691,45.2953818691,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-6,150,1,top5_shortfall,81.8263755451,0.916065565424,18,0.649933578076,9.28776626797
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,3,27,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3456.000725,0.97552751738,83.4860277422,88.8705571938,88.8705571938,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-5,300,1,top5_shortfall,168.56298044,0.917366076845,18,0.639211583874,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,3,27,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3456.000725,0.923981065441,36.5329022378,40.1223432316,40.1223432316,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-5,200,1,top5_shortfall,132.558988567,0.917366076845,18,0.639211583874,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,3,27,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3456.000725,0.917366076845,15.7796933831,17.921468786,17.921468786,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-5,120,1,top5_shortfall,40.9131822127,0.917366076845,18,0.639211583874,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,3,27,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3456.000725,0.931540454986,45.2953818691,47.9596483388,47.9596483388,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-5,150,1,top5_shortfall,81.8263755451,0.917366076845,18,0.639211583874,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,4,28,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3400.000815,0.975929998368,88.8705571938,94.2550866454,94.2550866454,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-4,300,1,top5_shortfall,168.56298044,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,4,28,2,14,0.3,0.621118012422,0.621118012422,0,3.9,200,0,0,3400.000815,0.925213287326,40.1223432316,43.4012252191,43.4012252191,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-4,200,1,top5_shortfall,132.558988567,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,4,28,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3400.000815,0.918688326453,17.921468786,20.0632441889,20.0632441889,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-4,120,1,top5_shortfall,40.9131822127,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,4,28,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3400.000815,0.932773406127,47.9596483388,50.6239148084,50.6239148084,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-4,150,1,top5_shortfall,81.8263755451,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,5,29,1,24,0.32,0.930941096818,0.930941096818,0,5.85,300,0,0,3366.001135,0.976174278958,94.2550866454,99.1741455486,99.1741455486,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-3,300,1,top5_shortfall,168.56298044,0.919490186928,18,0.621671195978,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,5,29,2,14,0.32,1.24223602484,1.24223602484,0,3.9,200,0,0,3366.001135,0.925960616192,43.4012252191,46.0589891943,46.0589891943,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-3,200,1,top5_shortfall,132.558988567,0.919490186928,18,0.621671195978,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,5,29,3,18,0.32,0.198224597087,0.198224597087,0,2.34,120,0,0,3366.001135,0.919490186928,20.0632441889,22.2050195918,22.2050195918,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-3,120,1,top5_shortfall,40.9131822127,0.919490186928,18,0.621671195978,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,5,29,4,31,0.32,0.521467060664,0.521467060664,0,2.925,150,0,0,3366.001135,0.933521183292,50.6239148084,53.0274477478,53.0274477478,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-3,150,1,top5_shortfall,81.8263755451,0.919490186928,18,0.621671195978,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,6,30,1,24,0.36,1.86188219364,1.86188219364,0,5.85,300,0,0,3288.000995,0.976734462797,99.1741455486,103.162263355,103.162263355,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-2,300,1,top5_shortfall,168.56298044,0.921327132775,18,0.606474197242,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,6,30,2,14,0.36,3.03105590062,3.03105590062,0,3.9,200,0,0,3288.000995,0.927672820852,46.0589891943,46.9279332937,46.9279332937,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-2,200,1,top5_shortfall,132.558988567,0.921327132775,18,0.606474197242,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,6,30,3,18,0.36,0.396449194174,0.396449194174,0,2.34,120,0,0,3288.000995,0.921327132775,22.2050195918,24.1485703976,24.1485703976,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-2,120,1,top5_shortfall,40.9131822127,0.921327132775,18,0.606474197242,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,6,30,4,31,0.36,1.04293412133,1.04293412133,0,2.925,150,0,0,3288.000995,0.935234432099,53.0274477478,54.9095136264,54.9095136264,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-2,150,1,top5_shortfall,81.8263755451,0.921327132775,18,0.606474197242,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,7,31,1,24,0.45,4.31956668923,4.31956668923,0,5.85,300,0,0,3232.001085,0.977136446646,103.162263355,104.692696666,104.692696666,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-1,300,1,top5_shortfall,168.56298044,0.922643705772,18,0.595566498652,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,7,31,2,14,0.45,3.78881987578,3.78881987578,0,3.9,200,0,0,3232.001085,0.928900145494,46.9279332937,47.0391134179,47.0391134179,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-1,200,1,top5_shortfall,132.558988567,0.922643705772,18,0.595566498652,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,7,31,3,18,0.45,0.792898388348,0.792898388348,0,2.34,120,0,0,3232.001085,0.922643705772,24.1485703976,25.6956720093,25.6956720093,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-1,120,1,top5_shortfall,40.9131822127,0.922643705772,18,0.595566498652,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,7,31,4,31,0.45,2.08586824266,2.08586824266,0,2.925,150,0,0,3232.001085,0.936462519745,54.9095136264,55.7486453838,55.7486453838,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-1,150,1,top5_shortfall,81.8263755451,0.922643705772,18,0.595566498652,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,8,32,1,24,0.58,5.39945836154,5.39945836154,0,5.85,300,0,0,3400.000815,0.975929998368,104.692696666,105.143238304,105.143238304,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,0,300,1,top5_shortfall,168.56298044,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,8,32,2,14,0.58,3.03105590062,3.03105590062,0,3.9,200,0,0,3400.000815,0.925213287326,47.0391134179,47.9080575173,47.9080575173,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,0,200,1,top5_shortfall,132.558988567,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,8,32,3,18,0.58,1.5857967767,1.5857967767,0,2.34,120,0,0,3400.000815,0.918688326453,25.6956720093,26.4498752326,26.4498752326,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,0,120,1,top5_shortfall,40.9131822127,0.918688326453,18,0.628296863943,0
Arm-A,1000,1165,4,150,3,5,6,0.252380952381,8,32,4,31,0.58,2.60733530332,2.60733530332,0,2.925,150,0,0,3400.000815,0.932773406127,55.7486453838,56.0663100805,56.0663100805,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,0,150,1,top5_shortfall,81.8263755451,0.918688326453,18,0.628296863943,0
Arm-A,1000,1216,1,81,2,4,1,0,1,1,1,24,0.3,0.930941096818,0.930941096818,0,5.85,300,0,0,3679.00103,0.973923125868,58.0445570449,62.9636159481,62.9636159481,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-31,300,1,ordinary_shortage_plus_surplus_gt50,3.27305014181,0.912081659456,18,0.682695583127,0
Arm-A,1000,1216,1,81,2,4,1,0,1,1,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3679.00103,0.919057778867,50.3081379386,53.8975789324,53.8975789324,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-31,200,1,ordinary_shortage_plus_surplus_gt50,0,0.912081659456,18,0.682695583127,0
Arm-A,1000,1216,1,81,2,4,1,0,1,1,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3679.00103,0.912081659456,25.2621334423,27.4039088452,27.4039088452,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-31,120,1,ordinary_shortage_plus_surplus_gt50,0,0.912081659456,18,0.682695583127,0
Arm-A,1000,1216,1,81,2,4,1,0,1,1,4,31,0.3,0.521467060664,0.521467060664,0,2.925,150,0,0,3679.00103,0.926614378802,33.0235808462,35.4271137856,35.4271137856,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-31,150,1,ordinary_shortage_plus_surplus_gt50,7.91030645811,0.912081659456,18,0.682695583127,0
Arm-A,1000,1216,1,81,2,4,1,0,2,2,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3511.0013,0.975132057083,62.9636159481,68.3481453996,68.3481453996,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-30,300,1,ordinary_shortage_plus_surplus_gt50,3.27305014181,0.916065565424,18,0.649933578076,0
Arm-A,1000,1216,1,81,2,4,1,0,2,2,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3511.0013,0.922769231255,53.8975789324,57.4870199262,57.4870199262,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-30,200,1,ordinary_shortage_plus_surplus_gt50,0,0.916065565424,18,0.649933578076,0
Arm-A,1000,1216,1,81,2,4,1,0,2,2,3,18,0.3,0.396449194174,0.396449194174,0,2.34,120,0,0,3511.0013,0.916065565424,27.4039088452,29.347459651,29.347459651,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-30,120,1,ordinary_shortage_plus_surplus_gt50,0,0.916065565424,18,0.649933578076,0
Arm-A,1000,1216,1,81,2,4,1,0,2,2,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3511.0013,0.93032791569,35.4271137856,38.0913802552,38.0913802552,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-30,150,1,ordinary_shortage_plus_surplus_gt50,7.91030645811,0.916065565424,18,0.649933578076,0
Arm-A,1000,1216,1,81,2,4,1,0,3,3,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3456.000725,0.97552751738,68.3481453996,73.7326748512,73.7326748512,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-29,300,1,ordinary_shortage_plus_surplus_gt50,3.27305014181,0.917366076845,18,0.639211583874,0
Arm-A,1000,1216,1,81,2,4,1,0,3,3,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3456.000725,0.923981065441,57.4870199262,61.07646092,61.07646092,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-29,200,1,ordinary_shortage_plus_surplus_gt50,0,0.917366076845,18,0.639211583874,0
Arm-A,1000,1216,1,81,2,4,1,0,3,3,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3456.000725,0.917366076845,29.347459651,31.489235054,31.489235054,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-29,120,1,ordinary_shortage_plus_surplus_gt50,0,0.917366076845,18,0.639211583874,0
Arm-A,1000,1216,1,81,2,4,1,0,3,3,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3456.000725,0.931540454986,38.0913802552,40.7556467249,40.7556467249,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-29,150,1,ordinary_shortage_plus_surplus_gt50,7.91030645811,0.917366076845,18,0.639211583874,0
Arm-A,1000,1216,1,81,2,4,1,0,4,4,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3400.000815,0.975929998368,73.7326748512,79.1172043028,79.1172043028,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-28,300,1,ordinary_shortage_plus_surplus_gt50,3.27305014181,0.918688326453,18,0.628296863943,0
Arm-A,1000,1216,1,81,2,4,1,0,4,4,2,14,0.3,0.621118012422,0.621118012422,0,3.9,200,0,0,3400.000815,0.925213287326,61.07646092,64.3553429076,64.3553429076,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-28,200,1,ordinary_shortage_plus_surplus_gt50,0,0.918688326453,18,0.628296863943,0
Arm-A,1000,1216,1,81,2,4,1,0,4,4,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3400.000815,0.918688326453,31.489235054,33.6310104569,33.6310104569,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-28,120,1,ordinary_shortage_plus_surplus_gt50,0,0.918688326453,18,0.628296863943,0
Arm-A,1000,1216,1,81,2,4,1,0,4,4,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3400.000815,0.932773406127,40.7556467249,43.4199131946,43.4199131946,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-28,150,1,ordinary_shortage_plus_surplus_gt50,7.91030645811,0.918688326453,18,0.628296863943,0
Arm-A,1000,1216,1,81,2,4,1,0,5,5,1,24,0.32,0.930941096818,0.930941096818,0,5.85,300,0,0,3366.001135,0.976174278958,79.1172043028,84.036263206,84.036263206,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,32,-27,300,1,ordinary_shortage_plus_surplus_gt50,3.27305014181,0.919490186928,18,0.621671195978,0
