N,base_seed,derived_seed,a0,loc0,lfw0,stage,stage_index,distribution_type,max_abs_error,total_variation_distance,support_size
5000,20260721,20273721,3,6,0,W3,3,loc,0.00900541293390233,0.0162680470586383,13
5000,20260721,20273721,3,6,0,W3,3,lfw,0.002885,0.00318799999999997,4
5000,20260721,20273721,3,6,0,W3,3,joint,0.00372259608383585,0.0687892752057913,312
10000,20260721,20273721,3,6,0,W1,1,intensity,0.00486666666666702,0.00566666666666706,6
10000,20260721,20273721,3,6,0,W1,1,loc,0.00949999999999995,0.0103,13
10000,20260721,20273721,3,6,0,W1,1,lfw,0.00339999999999996,0.00339999999999998,4
10000,20260721,20273721,3,6,0,W1,1,joint,0.00714999999999991,0.0278218333333335,312
10000,20260721,20273721,3,6,0,W2,2,intensity,0.00550277777777824,0.00694611111111158,6
10000,20260721,20273721,3,6,0,W2,2,loc,0.00675378690629014,0.0144883183568678,13
10000,20260721,20273721,3,6,0,W2,2,lfw,0.00419999999999998,0.00429999999999995,4
10000,20260721,20273721,3,6,0,W2,2,joint,0.0041125894543604,0.0383376898246691,312
10000,20260721,20273721,3,6,0,W3,3,intensity,0.00284465555555566,0.0041402820370367,6
10000,20260721,20273721,3,6,0,W3,3,loc,0.00368761403508772,0.0101444556701563,13
10000,20260721,20273721,3,6,0,W3,3,lfw,0.00350499999999998,0.00350500000000001,4
10000,20260721,20273721,3,6,0,W3,3,joint,0.00266808063071115,0.0412080809098513,312
500,20260721,20274721,3,7,0,W1,1,intensity,0.014,0.017666666666667,6
500,20260721,20274721,3,7,0,W1,1,loc,0.02,0.028,13
500,20260721,20274721,3,7,0,W1,1,lfw,0.01,0.01,4
500,20260721,20274721,3,7,0,W1,1,joint,0.0175316666666666,0.110903333333333,312
500,20260721,20274721,3,7,0,W2,2,intensity,0.0110666666666666,0.0140494444444448,6
500,20260721,20274721,3,7,0,W2,2,loc,0.0203727000427899,0.0413959111871819,13
500,20260721,20274721,3,7,0,W2,2,lfw,0.0208999999999999,0.0209,4
500,20260721,20274721,3,7,0,W2,2,joint,0.014876263816678,0.148931191596673,312
500,20260721,20274721,3,7,0,W3,3,intensity,0.016795626481481,0.0217634270370365,6
500,20260721,20274721,3,7,0,W3,3,loc,0.0336808910404886,0.0474890725093425,13
500,20260721,20274721,3,7,0,W3,3,lfw,0.0250049999999999,0.025005,4
500,20260721,20274721,3,7,0,W3,3,joint,0.0177405303478076,0.195469879215899,312
1000,20260721,20274721,3,7,0,W1,1,intensity,0.00866666666666699,0.014666666666667,6
1000,20260721,20274721,3,7,0,W1,1,loc,0.012,0.022,13
1000,20260721,20274721,3,7,0,W1,1,lfw,0.02,0.02,4
1000,20260721,20274721,3,7,0,W1,1,joint,0.0125316666666666,0.0742855000000001,312
1000,20260721,20274721,3,7,0,W2,2,intensity,0.00891111111111148,0.0129477777777782,6
1000,20260721,20274721,3,7,0,W2,2,loc,0.0218332715256977,0.0379959111871819,13
1000,20260721,20274721,3,7,0,W2,2,lfw,0.0188999999999999,0.0195,4
1000,20260721,20274721,3,7,0,W2,2,joint,0.0132224879431874,0.109331099305226,312
1000,20260721,20274721,3,7,0,W3,3,intensity,0.020795626481481,0.0207956264814811,6
1000,20260721,20274721,3,7,0,W3,3,loc,0.0316808910404886,0.0457762501825228,13
1000,20260721,20274721,3,7,0,W3,3,lfw,0.0230049999999999,0.023005,4
1000,20260721,20274721,3,7,0,W3,3,joint,0.0117405303478076,0.141891638057825,312
2000,20260721,20274721,3,7,0,W1,1,intensity,0.012166666666667,0.013166666666667,6
2000,20260721,20274721,3,7,0,W1,1,loc,0.0115,0.018,13
2000,20260721,20274721,3,7,0,W1,1,lfw,0.0115,0.0115,4
2000,20260721,20274721,3,7,0,W1,1,joint,0.0148750000000001,0.0701536666666667,312
2000,20260721,20274721,3,7,0,W2,2,intensity,0.00991111111111148,0.0101311111111115,6
2000,20260721,20274721,3,7,0,W2,2,loc,0.0102848523748395,0.0245232111443921,13
2000,20260721,20274721,3,7,0,W2,2,lfw,0.00900000000000001,0.00999999999999998,4
2000,20260721,20274721,3,7,0,W2,2,joint,0.00585664852989761,0.070970300289801,312
2000,20260721,20274721,3,7,0,W3,3,intensity,0.00861252407407442,0.0109081505555555,6
2000,20260721,20274721,3,7,0,W3,3,loc,0.0135962703359094,0.0239202501825228,13
2000,20260721,20274721,3,7,0,W3,3,lfw,0.0165049999999999,0.019788,4
2000,20260721,20274721,3,7,0,W3,3,joint,0.00681219806482656,0.0901467684499308,312
5000,20260721,20274721,3,7,0,W1,1,intensity,0.0112666666666671,0.0126666666666671,6
5000,20260721,20274721,3,7,0,W1,1,loc,0.0116,0.0144,13
5000,20260721,20274721,3,7,0,W1,1,lfw,0.00580000000000003,0.00580000000000002,4
5000,20260721,20274721,3,7,0,W1,1,joint,0.0108750000000001,0.0396805000000001,312
5000,20260721,20274721,3,7,0,W2,2,intensity,0.0057111111111115,0.00694777777777817,6
5000,20260721,20274721,3,7,0,W2,2,loc,0.00878993961869431,0.0156126848286026,13
5000,20260721,20274721,3,7,0,W2,2,lfw,0.0045,0.00449999999999998,4
5000,20260721,20274721,3,7,0,W2,2,joint,0.00353965209905652,0.0484855640508166,312
5000,20260721,20274721,3,7,0,W3,3,intensity,0.00611252407407442,0.0102466885185188,6
5000,20260721,20274721,3,7,0,W3,3,loc,0.00899627033590941,0.0207427876665315,13
5000,20260721,20274721,3,7,0,W3,3,lfw,0.0130049999999999,0.017988,4
5000,20260721,20274721,3,7,0,W3,3,joint,0.0055528673990263,0.0684572250885906,312
10000,20260721,20274721,3,7,0,W1,1,intensity,0.00686666666666702,0.008866666666667,6
10000,20260721,20274721,3,7,0,W1,1,loc,0.00820000000000001,0.00950000000000001,13
10000,20260721,20274721,3,7,0,W1,1,lfw,0.000899999999999984,0.000899999999999988,4
10000,20260721,20274721,3,7,0,W1,1,joint,0.00677500000000006,0.0327468333333334,312
10000,20260721,20274721,3,7,0,W2,2,intensity,0.00391111111111148,0.00420833333333326,6
10000,20260721,20274721,3,7,0,W2,2,loc,0.00608993961869431,0.0122126848286026,13
10000,20260721,20274721,3,7,0,W2,2,lfw,0.00549999999999999,0.00550000000000001,4
10000,20260721,20274721,3,7,0,W2,2,joint,0.00287325687795912,0.0391772500863702,312
10000,20260721,20274721,3,7,0,W3,3,intensity,0.00611252407407442,0.00844668851851883,6
10000,20260721,20274721,3,7,0,W3,3,loc,0.00614643458024607,0.00903218146885397,13
10000,20260721,20274721,3,7,0,W3,3,lfw,0.00468499999999999,0.00738799999999997,4
10000,20260721,20274721,3,7,0,W3,3,joint,0.0042528673990263,0.0454648999239689,312
500,20260721,20275721,4,1,0,W1,1,intensity,0.017333333333333,0.021333333333333,6
500,20260721,20275721,4,1,0,W1,1,loc,0.02,0.026,13
500,20260721,20275721,4,1,0,W1,1,lfw,0.00800000000000001,0.00800000000000001,4
500,20260721,20275721,4,1,0,W1,1,joint,0.017495,0.106312166666667,312
500,20260721,20275721,4,1,0,W2,2,intensity,0.0210561111111115,0.0247405555555558,6
500,20260721,20275721,4,1,0,W2,2,loc,0.0163416666666667,0.0358868217054264,13
500,20260721,20275721,4,1,0,W2,2,lfw,0.0124,0.0149,4
500,20260721,20275721,4,1,0,W2,2,joint,0.0175437342927722,0.183097079735457,312
500,20260721,20275721,4,1,0,W3,3,intensity,0.0264612361851857,0.0359176727407412,6
500,20260721,20275721,4,1,0,W3,3,loc,0.0439381936632414,0.0627477896948802,13
500,20260721,20275721,4,1,0,W3,3,lfw,0.021097,0.026102,4
500,20260721,20275721,4,1,0,W3,3,joint,0.017404599040661,0.200630662382472,312
1000,20260721,20275721,4,1,0,W1,1,intensity,0.013333333333333,0.014333333333333,6
1000,20260721,20275721,4,1,0,W1,1,loc,0.015,0.024,13
1000,20260721,20275721,4,1,0,W1,1,lfw,0.021,0.021,4
1000,20260721,20275721,4,1,0,W1,1,joint,0.0214949999999999,0.0614013,312
1000,20260721,20275721,4,1,0,W2,2,intensity,0.00462666666666666,0.00768277777777818,6
1000,20260721,20275721,4,1,0,W2,2,loc,0.0110056201550388,0.0207536821705427,13
1000,20260721,20275721,4,1,0,W2,2,lfw,0.0398999999999999,0.0399,4
1000,20260721,20275721,4,1,0,W2,2,joint,0.0103620644663384,0.124806071480935,312
1000,20260721,20275721,4,1,0,W3,3,intensity,0.0174367342222222,0.0204621342222224,6
1000,20260721,20275721,4,1,0,W3,3,loc,0.0279381936632414,0.0439082050489004,13
1000,20260721,20275721,4,1,0,W3,3,lfw,0.031885,0.038102,4
1000,20260721,20275721,4,1,0,W3,3,joint,0.0104260042706915,0.141012310165951,312
2000,20260721,20275721,4,1,0,W1,1,intensity,0.00666666666666704,0.00666666666666703,6
2000,20260721,20275721,4,1,0,W1,1,loc,0.014,0.0225,13
2000,20260721,20275721,4,1,0,W1,1,lfw,0.002,0.002,4
2000,20260721,20275721,4,1,0,W1,1,joint,0.0137300000000001,0.0482557666666667,312
2000,20260721,20275721,4,1,0,W2,2,intensity,0.0130561111111115,0.0166827777777782,6
2000,20260721,20275721,4,1,0,W2,2,loc,0.00800562015503883,0.00980562015503872,13
2000,20260721,20275721,4,1,0,W2,2,lfw,0.0164,0.0164,4
2000,20260721,20275721,4,1,0,W2,2,joint,0.00787251551362249,0.0853361903621221,312
2000,20260721,20275721,4,1,0,W3,3,intensity,0.0249612361851857,0.0284176727407412,6
2000,20260721,20275721,4,1,0,W3,3,loc,0.0194381936632414,0.0243891927956553,13
2000,20260721,20275721,4,1,0,W3,3,lfw,0.013885,0.0181019999999999,4
2000,20260721,20275721,4,1,0,W3,3,joint,0.00705214525861554,0.100338724604917,312
5000,20260721,20275721,4,1,0,W1,1,intensity,0.00866666666666702,0.010066666666667,6
5000,20260721,20275721,4,1,0,W1,1,loc,0.00900000000000001,0.0178,13
5000,20260721,20275721,4,1,0,W1,1,lfw,0.00260000000000005,0.00260000000000002,4
5000,20260721,20275721,4,1,0,W1,1,joint,0.0112300000000001,0.0397477666666668,312
5000,20260721,20275721,4,1,0,W2,2,intensity,0.00785611111111151,0.0125431111111116,6
5000,20260721,20275721,4,1,0,W2,2,loc,0.00700000000000001,0.010587984496124,13
5000,20260721,20275721,4,1,0,W2,2,lfw,0.0038999999999999,0.00449999999999995,4
5000,20260721,20275721,4,1,0,W2,2,joint,0.00376206446633839,0.0536185677618716,312
5000,20260721,20275721,4,1,0,W3,3,intensity,0.0132612361851857,0.0143560851851857,6
5000,20260721,20275721,4,1,0,W3,3,loc,0.00753819366324135,0.0193950600042816,13
5000,20260721,20275721,4,1,0,W3,3,lfw,0.00500499999999998,0.00612,4
5000,20260721,20275721,4,1,0,W3,3,joint,0.00361977043874994,0.0693364959979845,312
10000,20260721,20275721,4,1,0,W1,1,intensity,0.011966666666667,0.012166666666667,6
10000,20260721,20275721,4,1,0,W1,1,loc,0.00330000000000003,0.00680000000000001,13
10000,20260721,20275721,4,1,0,W1,1,lfw,0.00409999999999999,0.0041,4
10000,20260721,20275721,4,1,0,W1,1,joint,0.00833000000000009,0.0311484666666668,312
10000,20260721,20275721,4,1,0,W2,2,intensity,0.0082008888888892,0.0127431111111115,6
10000,20260721,20275721,4,1,0,W2,2,loc,0.00285193798449607,0.00708798449612401,13
10000,20260721,20275721,4,1,0,W2,2,lfw,0.00219999999999998,0.0026,4
10000,20260721,20275721,4,1,0,W2,2,joint,0.00327251551362249,0.0407969370408707,312
10000,20260721,20275721,4,1,0,W3,3,intensity,0.00966123618518566,0.0120560851851857,6
10000,20260721,20275721,4,1,0,W3,3,loc,0.00423819366324135,0.0103321045328557,13
10000,20260721,20275721,4,1,0,W3,3,lfw,0.00510300000000002,0.00692,4
10000,20260721,20275721,4,1,0,W3,3,joint,0.00305214525861554,0.0537091843290089,312
500,20260721,20276721,4,2,0,W1,1,intensity,0.00666666666666701,0.00866666666666703,6
500,20260721,20276721,4,2,0,W1,1,loc,0.038,0.05,13
500,20260721,20276721,4,2,0,W1,1,lfw,0.038,0.038,4
500,20260721,20276721,4,2,0,W1,1,joint,0.0292300000000001,0.135575533333333,312
500,20260721,20276721,4,2,0,W2,2,intensity,0.00362399999999997,0.00573966666666659,6
500,20260721,20276721,4,2,0,W2,2,loc,0.0268,0.0617732558139534,13
500,20260721,20276721,4,2,0,W2,2,lfw,0.0428999999999999,0.0429,4
500,20260721,20276721,4,2,0,W2,2,joint,0.0253763267009116,0.185812078732232,312
500,20260721,20276721,4,2,0,W3,3,intensity,0.0205444614814812,0.0250325805925923,6
500,20260721,20276721,4,2,0,W3,3,loc,0.0394186220141517,0.0685561044765189,13
500,20260721,20276721,4,2,0,W3,3,lfw,0.037005,0.042788,4
500,20260721,20276721,4,2,0,W3,3,joint,0.0201123536060225,0.229100897710363,312
1000,20260721,20276721,4,2,0,W1,1,intensity,0.00966666666666705,0.011666666666667,6
1000,20260721,20276721,4,2,0,W1,1,loc,0.028,0.031,13
1000,20260721,20276721,4,2,0,W1,1,lfw,0.015,0.015,4
1000,20260721,20276721,4,2,0,W1,1,joint,0.0192300000000001,0.0815621,312
1000,20260721,20276721,4,2,0,W2,2,intensity,0.00562399999999998,0.00873966666666659,6
1000,20260721,20276721,4,2,0,W2,2,loc,0.0123868217054263,0.034340503875969,13
1000,20260721,20276721,4,2,0,W2,2,lfw,0.00950000000000001,0.0109,4
1000,20260721,20276721,4,2,0,W2,2,joint,0.00849317079217782,0.121003060041808,312
1000,20260721,20276721,4,2,0,W3,3,intensity,0.0115444614814812,0.012519061481481,6
1000,20260721,20276721,4,2,0,W3,3,loc,0.015201734496124,0.0251956581482522,13
1000,20260721,20276721,4,2,0,W3,3,lfw,0.014885,0.0148849999999999,4
1000,20260721,20276721,4,2,0,W3,3,joint,0.0120733437510844,0.168180920301721,312
2000,20260721,20276721,4,2,0,W1,1,intensity,0.020166666666667,0.024166666666667,6
2000,20260721,20276721,4,2,0,W1,1,loc,0.021,0.0225,13
2000,20260721,20276721,4,2,0,W1,1,lfw,0.003,0.003,4
2000,20260721,20276721,4,2,0,W1,1,joint,0.0162300000000001,0.0522498666666666,312
2000,20260721,20276721,4,2,0,W2,2,intensity,0.0240561111111115,0.0302405555555558,6
2000,20260721,20276721,4,2,0,W2,2,loc,0.0080112403100775,0.0154864341085271,13
2000,20260721,20276721,4,2,0,W2,2,lfw,0.0136000000000001,0.0155,4
2000,20260721,20276721,4,2,0,W2,2,joint,0.00799317079217782,0.088579183932087,312
2000,20260721,20276721,4,2,0,W3,3,intensity,0.0100444614814812,0.0134693148148145,6
2000,20260721,20276721,4,2,0,W3,3,loc,0.00641862201415175,0.0178137261562082,13
2000,20260721,20276721,4,2,0,W3,3,lfw,0.005783,0.01038,4
2000,20260721,20276721,4,2,0,W3,3,joint,0.00682243243220543,0.113293184347772,312
5000,20260721,20276721,4,2,0,W1,1,intensity,0.00213333333333299,0.002533333333333,6
5000,20260721,20276721,4,2,0,W1,1,loc,0.013,0.0132,13
5000,20260721,20276721,4,2,0,W1,1,lfw,0.011,0.011,4
5000,20260721,20276721,4,2,0,W1,1,joint,0.00839053333333336,0.0348295333333332,312
5000,20260721,20276721,4,2,0,W2,2,intensity,0.00925777777777761,0.00968444444444433,6
5000,20260721,20276721,4,2,0,W2,2,loc,0.0095112403100775,0.011743992248062,13
5000,20260721,20276721,4,2,0,W2,2,lfw,0.00869999999999999,0.00869999999999995,4
5000,20260721,20276721,4,2,0,W2,2,joint,0.00471494167288891,0.0587180104339022,312
5000,20260721,20276721,4,2,0,W3,3,intensity,0.0135444614814812,0.0160693148148145,6
5000,20260721,20276721,4,2,0,W3,3,loc,0.00514596215296552,0.0147770361341005,13
5000,20260721,20276721,4,2,0,W3,3,lfw,0.011605,0.013388,4
5000,20260721,20276721,4,2,0,W3,3,joint,0.00365481759552551,0.0659127126051355,312
10000,20260721,20276721,4,2,0,W1,1,intensity,0.003033333333333,0.003833333333333,6
10000,20260721,20276721,4,2,0,W1,1,loc,0.00460000000000005,0.00520000000000003,13
10000,20260721,20276721,4,2,0,W1,1,lfw,0.00829999999999997,0.0083,4
10000,20260721,20276721,4,2,0,W1,1,joint,0.00509499999999995,0.0248109333333333,312
10000,20260721,20276721,4,2,0,W2,2,intensity,0.00475777777777762,0.00819822222222254,6
10000,20260721,20276721,4,2,0,W2,2,loc,0.00470000000000004,0.012622480620155,13
10000,20260721,20276721,4,2,0,W2,2,lfw,0.00479999999999997,0.00509999999999995,4
10000,20260721,20276721,4,2,0,W2,2,joint,0.00321494167288891,0.0393999036947144,312
10000,20260721,20276721,4,2,0,W3,3,intensity,0.00773876381481431,0.00860718059259209,6
10000,20260721,20276721,4,2,0,W3,3,loc,0.00463370889432886,0.0111613147377553,13
10000,20260721,20276721,4,2,0,W3,3,lfw,0.00890499999999994,0.00998799999999998,4
10000,20260721,20276721,4,2,0,W3,3,joint,0.0035123536060225,0.0488582821985009,312
500,20260721,20277721,4,3,0,W1,1,intensity,0.037333333333333,0.038333333333333,6
500,20260721,20277721,4,3,0,W1,1,loc,0.02,0.038,13
500,20260721,20277721,4,3,0,W1,1,lfw,0.002,0.002,4
500,20260721,20277721,4,3,0,W1,1,joint,0.0166375,0.1202641,312
500,20260721,20277721,4,3,0,W2,2,intensity,0.0389991111111108,0.0428834444444441,6
500,20260721,20277721,4,3,0,W2,2,loc,0.0458166666666667,0.0686,13
500,20260721,20277721,4,3,0,W2,2,lfw,0.0225,0.0225,4
500,20260721,20277721,4,3,0,W2,2,joint,0.0269371420306666,0.197848036890759,312
500,20260721,20277721,4,3,0,W3,3,intensity,0.0369745999999998,0.0430506447037032,6
500,20260721,20277721,4,3,0,W3,3,loc,0.028565625,0.0628091385092944,13
500,20260721,20277721,4,3,0,W3,3,lfw,0.007885,0.012102,4
500,20260721,20277721,4,3,0,W3,3,joint,0.0152909504934523,0.245372884873747,312
1000,20260721,20277721,4,3,0,W1,1,intensity,0.025333333333333,0.026333333333333,6
1000,20260721,20277721,4,3,0,W1,1,loc,0.018,0.051,13
1000,20260721,20277721,4,3,0,W1,1,lfw,0.011,0.011,4
1000,20260721,20277721,4,3,0,W1,1,joint,0.0196375,0.100253233333333,312
1000,20260721,20277721,4,3,0,W2,2,intensity,0.0159991111111108,0.0190552222222223,6
1000,20260721,20277721,4,3,0,W2,2,loc,0.0408166666666667,0.0490166666666666,13
1000,20260721,20277721,4,3,0,W2,2,lfw,0.0278999999999999,0.0279,4
1000,20260721,20277721,4,3,0,W2,2,joint,0.0120562444815176,0.144093799399215,312
1000,20260721,20277721,4,3,0,W3,3,intensity,0.0184367342222222,0.020892272740741,6
1000,20260721,20277721,4,3,0,W3,3,loc,0.019565625,0.0351354162773283,13
1000,20260721,20277721,4,3,0,W3,3,lfw,0.016885,0.016885,4
1000,20260721,20277721,4,3,0,W3,3,joint,0.0114821708675332,0.173575649986311,312
2000,20260721,20277721,4,3,0,W1,1,intensity,0.017833333333333,0.020833333333333,6
2000,20260721,20277721,4,3,0,W1,1,loc,0.0105,0.0245,13
2000,20260721,20277721,4,3,0,W1,1,lfw,0.004,0.004,4
2000,20260721,20277721,4,3,0,W1,1,joint,0.00895999999999997,0.0503277666666665,312
2000,20260721,20277721,4,3,0,W2,2,intensity,0.0194991111111108,0.0205568888888884,6
2000,20260721,20277721,4,3,0,W2,2,loc,0.0208166666666667,0.0341833333333333,13
2000,20260721,20277721,4,3,0,W2,2,lfw,0.0134,0.0155,4
2000,20260721,20277721,4,3,0,W2,2,joint,0.00855624448151764,0.101881889662915,312
2000,20260721,20277721,4,3,0,W3,3,intensity,0.0155387638148143,0.0170823272592588,6
2000,20260721,20277721,4,3,0,W3,3,loc,0.023565625,0.0339738356992169,13
2000,20260721,20277721,4,3,0,W3,3,lfw,0.00399500000000003,0.00437999999999999,4
2000,20260721,20277721,4,3,0,W3,3,joint,0.00648217086753318,0.112457041253243,312
5000,20260721,20277721,4,3,0,W1,1,intensity,0.016133333333333,0.019533333333333,6
5000,20260721,20277721,4,3,0,W1,1,loc,0.00920000000000001,0.0168,13
5000,20260721,20277721,4,3,0,W1,1,lfw,0.00239999999999999,0.0024,4
5000,20260721,20277721,4,3,0,W1,1,joint,0.00789499999999994,0.0365976666666665,312
5000,20260721,20277721,4,3,0,W2,2,intensity,0.0181438888888885,0.0182595555555551,6
5000,20260721,20277721,4,3,0,W2,2,loc,0.00679999999999997,0.0144333333333333,13
5000,20260721,20277721,4,3,0,W2,2,lfw,0.00750000000000001,0.00749999999999997,4
5000,20260721,20277721,4,3,0,W2,2,joint,0.00375185509560087,0.0602601880705106,312
5000,20260721,20277721,4,3,0,W3,3,intensity,0.0167387638148143,0.0176071805925921,6
5000,20260721,20277721,4,3,0,W3,3,loc,0.013965625,0.0187536341587804,13
5000,20260721,20277721,4,3,0,W3,3,lfw,0.00891500000000001,0.00909800000000003,4
5000,20260721,20277721,4,3,0,W3,3,joint,0.0046909504934523,0.0772576396012406,312
10000,20260721,20277721,4,3,0,W1,1,intensity,0.00843333333333296,0.010633333333333,6
10000,20260721,20277721,4,3,0,W1,1,loc,0.0044,0.00749999999999997,13
10000,20260721,20277721,4,3,0,W1,1,lfw,0.0017,0.00169999999999998,4
10000,20260721,20277721,4,3,0,W1,1,joint,0.00389499999999995,0.0237758999999999,312
10000,20260721,20277721,4,3,0,W2,2,intensity,0.0092438888888885,0.0103017777777775,6
10000,20260721,20277721,4,3,0,W2,2,loc,0.00428333333333336,0.0115333333333333,13
10000,20260721,20277721,4,3,0,W2,2,lfw,0.00349999999999999,0.00350000000000002,4
10000,20260721,20277721,4,3,0,W2,2,joint,0.00244113039473775,0.0443637420272485,312
10000,20260721,20277721,4,3,0,W3,3,intensity,0.0109387638148143,0.0115943023333332,6
10000,20260721,20277721,4,3,0,W3,3,loc,0.00506562500000005,0.0160715123164015,13
10000,20260721,20277721,4,3,0,W3,3,lfw,0.00669500000000006,0.00669500000000003,4
10000,20260721,20277721,4,3,0,W3,3,joint,0.00321712515728016,0.056903343486153,312
500,20260721,20278721,4,4,0,W1,1,intensity,0.028666666666667,0.028666666666667,6
500,20260721,20278721,4,4,0,W1,1,loc,0.014,0.026,13
500,20260721,20278721,4,4,0,W1,1,lfw,0.022,0.022,4
500,20260721,20278721,4,4,0,W1,1,joint,0.0183950000000001,0.104251233333334,312
500,20260721,20278721,4,4,0,W2,2,intensity,0.0410008888888892,0.0464898888888892,6
500,20260721,20278721,4,4,0,W2,2,loc,0.014,0.0323,13
500,20260721,20278721,4,4,0,W2,2,lfw,0.0175,0.0184,4
500,20260721,20278721,4,4,0,W2,2,joint,0.0170628579693334,0.20782727669443,312
500,20260721,20278721,4,4,0,W3,3,intensity,0.0324612361851856,0.0414358361851854,6
500,20260721,20278721,4,4,0,W3,3,loc,0.0246615,0.0431859170622244,13
500,20260721,20278721,4,4,0,W3,3,lfw,0.012217,0.013212,4
500,20260721,20278721,4,4,0,W3,3,joint,0.0145573629175772,0.229298882291751,312
1000,20260721,20278721,4,4,0,W1,1,intensity,0.018666666666667,0.018666666666667,6
1000,20260721,20278721,4,4,0,W1,1,loc,0.017,0.025,13
1000,20260721,20278721,4,4,0,W1,1,lfw,0.013,0.013,4
1000,20260721,20278721,4,4,0,W1,1,joint,0.0113950000000001,0.0835424666666667,312
1000,20260721,20278721,4,4,0,W2,2,intensity,0.0200008888888892,0.0254898888888892,6
1000,20260721,20278721,4,4,0,W2,2,loc,0.0092,0.0293,13
1000,20260721,20278721,4,4,0,W2,2,lfw,0.0194,0.0194,4
1000,20260721,20278721,4,4,0,W2,2,joint,0.0113362078733333,0.153533865715034,312
1000,20260721,20278721,4,4,0,W3,3,intensity,0.0164612361851857,0.0230245019629635,6
1000,20260721,20278721,4,4,0,W3,3,loc,0.0186615,0.0267364007185828,13
1000,20260721,20278721,4,4,0,W3,3,lfw,0.0240049999999999,0.02812,4
1000,20260721,20278721,4,4,0,W3,3,joint,0.00955736291757721,0.161326232907917,312
2000,20260721,20278721,4,4,0,W1,1,intensity,0.006,0.00799999999999999,6
2000,20260721,20278721,4,4,0,W1,1,loc,0.0065,0.0115,13
2000,20260721,20278721,4,4,0,W1,1,lfw,0.00600000000000001,0.006,4
2000,20260721,20278721,4,4,0,W1,1,joint,0.0112599999999999,0.0558872,312
2000,20260721,20278721,4,4,0,W2,2,intensity,0.011876,0.0189337777777777,6
2000,20260721,20278721,4,4,0,W2,2,loc,0.0141,0.0269,13
2000,20260721,20278721,4,4,0,W2,2,lfw,0.00990000000000001,0.00989999999999996,4
2000,20260721,20278721,4,4,0,W2,2,joint,0.00905433984875554,0.107184123603228,312
2000,20260721,20278721,4,4,0,W3,3,intensity,0.00856326577777783,0.0109493552962968,6
2000,20260721,20278721,4,4,0,W3,3,loc,0.0121615,0.0332090542243141,13
2000,20260721,20278721,4,4,0,W3,3,lfw,0.00209699999999996,0.00260199999999997,4
2000,20260721,20278721,4,4,0,W3,3,joint,0.00621203466391967,0.114121611343444,312
5000,20260721,20278721,4,4,0,W1,1,intensity,0.00173333333333303,0.00253333333333302,6
5000,20260721,20278721,4,4,0,W1,1,loc,0.006,0.00939999999999999,13
5000,20260721,20278721,4,4,0,W1,1,lfw,0.0058,0.00579999999999998,4
5000,20260721,20278721,4,4,0,W1,1,joint,0.00555999999999993,0.0314944333333333,312
5000,20260721,20278721,4,4,0,W2,2,intensity,0.00540088888888923,0.00574477777777768,6
5000,20260721,20278721,4,4,0,W2,2,loc,0.0098,0.0185,13
5000,20260721,20278721,4,4,0,W2,2,lfw,0.00790000000000002,0.00809999999999996,4
5000,20260721,20278721,4,4,0,W2,2,joint,0.00701831950700554,0.0614459574271922,312
5000,20260721,20278721,4,4,0,W3,3,intensity,0.00565553851851883,0.00874935529629682,6
5000,20260721,20278721,4,4,0,W3,3,loc,0.005492,0.0121343497123567,13
5000,20260721,20278721,4,4,0,W3,3,lfw,0.00570300000000001,0.00570299999999998,4
5000,20260721,20278721,4,4,0,W3,3,joint,0.0051756477585302,0.0670206659897973,312
10000,20260721,20278721,4,4,0,W1,1,intensity,0.0029,0.0029,6
10000,20260721,20278721,4,4,0,W1,1,loc,0.0034,0.00510000000000002,13
10000,20260721,20278721,4,4,0,W1,1,lfw,0.00520000000000001,0.00520000000000001,4
10000,20260721,20278721,4,4,0,W1,1,joint,0.00260499999999994,0.0229970999999999,312
10000,20260721,20278721,4,4,0,W2,2,intensity,0.00460088888888921,0.00584311111111159,6
10000,20260721,20278721,4,4,0,W2,2,loc,0.0102,0.0162,13
10000,20260721,20278721,4,4,0,W2,2,lfw,0.00750000000000001,0.00759999999999997,4
10000,20260721,20278721,4,4,0,W2,2,joint,0.00521494167288891,0.0478874774593801,312
10000,20260721,20278721,4,4,0,W3,3,intensity,0.00536326577777783,0.00809430233333313,6
10000,20260721,20278721,4,4,0,W3,3,loc,0.00416150000000001,0.011487535471391,13
10000,20260721,20278721,4,4,0,W3,3,lfw,0.00830499999999995,0.00830499999999998,4
10000,20260721,20278721,4,4,0,W3,3,joint,0.0033756477585302,0.0551208987122187,312
500,20260721,20279721,4,5,0,W1,1,intensity,0.028333333333333,0.028333333333333,6
500,20260721,20279721,4,5,0,W1,1,loc,0.076,0.086,13
500,20260721,20279721,4,5,0,W1,1,lfw,0,0,4
500,20260721,20279721,4,5,0,W1,1,joint,0.0587699999999999,0.1509935,312
500,20260721,20279721,4,5,0,W2,2,intensity,0.0349438888888884,0.0384328888888884,6
500,20260721,20279721,4,5,0,W2,2,loc,0.0276,0.0446473684210526,13
500,20260721,20279721,4,5,0,W2,2,lfw,0.0188999999999999,0.0205,4
500,20260721,20279721,4,5,0,W2,2,joint,0.0193239684817374,0.193011452545739,312
500,20260721,20279721,4,5,0,W3,3,intensity,0.0445444614814812,0.057107727259259,6
