path_id,path_type,relative_hour,valid,origin_inventory_available,total_surplus_kg,total_site_shortfall_kg,aggregate_htt_capacity_remaining,aggregate_htt_used_remaining,aggregate_htt_slack_remaining,destination_headroom_total,minimum_required_redistribution_kg,optimistic_redistributable_kg,origin_inventory_limit_flag,aggregate_capacity_limit_flag,destination_headroom_limit_flag,timing_limit_flag,not_identifiable_flag,optimistic_recoverable_flag,final_no_future_HTT_inventory_total_kg,remaining_actual_production_kg,remaining_actual_served_demand_kg,remaining_ordinary_demand_kg,remaining_observed_shortage_kg,source_availability_is_monotone,reason,site1_origin_inventory_available_at_cutoff_kg,site1_origin_inventory_available_final_hour_kg,site1_shortfall_at_cutoff_kg,site1_shortfall_final_hour_kg,site1_destination_headroom_final_hour_kg,site2_origin_inventory_available_at_cutoff_kg,site2_origin_inventory_available_final_hour_kg,site2_shortfall_at_cutoff_kg,site2_shortfall_final_hour_kg,site2_destination_headroom_final_hour_kg,site3_origin_inventory_available_at_cutoff_kg,site3_origin_inventory_available_final_hour_kg,site3_shortfall_at_cutoff_kg,site3_shortfall_final_hour_kg,site3_destination_headroom_final_hour_kg,site4_origin_inventory_available_at_cutoff_kg,site4_origin_inventory_available_final_hour_kg,site4_shortfall_at_cutoff_kg,site4_shortfall_final_hour_kg,site4_destination_headroom_final_hour_kg,infinite_cap_optimistic_redistributable_kg,infinite_cap_optimistic_recoverable_flag
2306,pure_location,-16,True,76.5321355313,76.5321355313,3.26643980425,2282.05714286,2.78325442567,2279.27388843,147.624672239,3.26643980425,76.5321355313,False,False,False,False,True,True,253.831452255,0,98.5039340683,98.5039340683,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,21.8516451312,21.8516451312,0,0,193.867562116,45.3653946533,45.3653946533,0,0,134.996209887,9.31509574678,9.31509574678,0,0,69.6801035029,0,0,3.26643980425,3.26643980425,147.624672239,76.5321355313,True
2306,pure_location,-8,True,76.5321355313,76.5321355313,3.26643980425,1139.80952381,2.78325442567,1137.02626938,147.624672239,3.26643980425,76.5321355313,False,False,False,False,True,True,253.831452255,0,59.4930059307,59.4930059307,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,21.8516451312,21.8516451312,0,0,193.867562116,45.3653946533,45.3653946533,0,0,134.996209887,9.31509574678,9.31509574678,0,0,69.6801035029,0,0,3.26643980425,3.26643980425,147.624672239,76.5321355313,True
2306,pure_location,-4,True,73.7488811056,73.7488811056,0.483185378588,569.904761905,0,569.904761905,144.841417813,0.483185378588,73.7488811056,False,False,False,False,True,True,253.831452255,0,33.3106263059,33.3106263059,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,21.8516451312,21.8516451312,0,0,193.867562116,42.5821402277,42.5821402277,0,0,137.779464313,9.31509574678,9.31509574678,0,0,69.6801035029,0,0,0.483185378588,0.483185378588,144.841417813,73.7488811056,True
2317,mixed,-16,True,21.5620574881,21.5620574881,51.4802645788,1713.37142857,65.8532310281,1647.51819754,151.823937482,51.4802645788,21.5620574881,True,False,False,False,False,False,522.409756558,240.24,89.1365870664,98.5039340683,9.36734700189,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,12.5621696563,12.5621696563,0,0,64.8700960724,8.99988783175,8.99988783175,0,0,60.8962098875,0,0,2.03978818671,2.03978818671,43.1248076516,0,0,49.4404763921,49.4404763921,108.69912983,21.5620574881,False
2317,mixed,-8,True,12.5621696563,12.5621696563,42.4803767471,795.428571429,18.3807072794,777.047864149,212.720147369,42.4803767471,12.5621696563,True,False,False,False,False,False,522.409756558,120.12,59.4930059307,59.4930059307,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,12.5621696563,12.5621696563,0,0,64.8700960724,0,0,23.8780482729,23.8780482729,93.7741459922,0,0,16.6343758307,16.6343758307,57.7193952957,0,0,1.96795264336,1.96795264336,61.2266060813,12.5621696563,False
2317,mixed,-4,True,8.89762409715,8.89762409715,38.8158311879,397.714285714,0,397.714285714,209.05560181,38.8158311879,8.89762409715,True,False,False,False,False,False,522.409756558,60.06,33.3106263059,33.3106263059,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,8.89762409715,8.89762409715,0,0,68.5346416316,0,0,5.49734099358,5.49734099358,75.3934387128,0,0,23.52953812,23.52953812,64.6145575849,0,0,9.78895207427,9.78895207427,69.0476055122,8.89762409715,False
2333,mixed,-16,True,0,0,12.5081345853,2352.76190476,5.96432098328,2346.79758378,631.671856317,12.5081345853,0,True,False,False,False,False,False,168.328143683,31.8097344114,104.989071862,104.989071862,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,0.338448107202,0.338448107202,229.460708544,0,0,6.16240694465,6.16240694465,158.391862061,0,0,1.92920541433,1.92920541433,79.0178665577,0,0,4.07807411909,4.07807411909,164.801419154,0,False
2333,mixed,-8,True,0,0,12.5081345853,1150.47619048,5.96432098328,1144.51186949,631.671856317,12.5081345853,0,True,False,False,False,False,False,168.328143683,25.74,45.4960659317,45.4960659317,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,0.338448107202,0.338448107202,229.460708544,0,0,6.16240694465,6.16240694465,158.391862061,0,0,1.92920541433,1.92920541433,79.0178665577,0,0,4.07807411909,4.07807411909,164.801419154,0,False
2333,mixed,-4,True,0,0,12.5081345853,575.238095238,5.96432098328,569.273774255,631.671856317,12.5081345853,0,True,False,False,False,False,False,168.328143683,19.89,8.99688639124,8.99688639124,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,0.338448107202,0.338448107202,229.460708544,0,0,6.16240694465,6.16240694465,158.391862061,0,0,1.92920541433,1.92920541433,79.0178665577,0,0,4.07807411909,4.07807411909,164.801419154,0,False
2411,mixed,-16,True,6.94069727392,6.94069727392,33.0948649677,2335.39047619,2.63317935985,2332.75729683,472.167503899,33.0948649677,6.94069727392,True,False,False,False,False,False,154.411588834,89.6821136304,98.5039340683,98.5039340683,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,13.9259253995,13.9259253995,229.645132646,6.94069727392,6.94069727392,0,0,173.420907267,0,0,2.72252787189,2.72252787189,81.7177271216,0,0,16.4464116964,16.4464116964,160.804644131,6.94069727392,False
2411,mixed,-8,True,6.94069727392,6.94069727392,33.0948649677,1150.47619048,2.63317935985,1147.84301112,472.167503899,33.0948649677,6.94069727392,True,False,False,False,False,False,154.411588834,10.5218110098,59.4930059307,59.4930059307,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,13.9259253995,13.9259253995,229.645132646,6.94069727392,6.94069727392,0,0,173.420907267,0,0,2.72252787189,2.72252787189,81.7177271216,0,0,16.4464116964,16.4464116964,160.804644131,6.94069727392,False
2411,mixed,-4,True,6.94069727392,6.94069727392,33.0948649677,575.238095238,2.63317935985,572.604915878,472.167503899,33.0948649677,6.94069727392,True,False,False,False,False,False,154.411588834,1.44502810789,33.3106263059,33.3106263059,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,13.9259253995,13.9259253995,229.645132646,6.94069727392,6.94069727392,0,0,173.420907267,0,0,2.72252787189,2.72252787189,81.7177271216,0,0,16.4464116964,16.4464116964,160.804644131,6.94069727392,False
2414,mixed,-16,True,43.3825748322,43.3825748322,106.612524066,2033.98095238,51.8697898146,1982.11116257,305.732335572,106.612524066,43.3825748322,True,False,False,False,False,False,332.295415487,234.787934353,84.5069940693,84.5069940693,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,39.7161429297,39.7161429297,171.394644038,31.084071937,31.084071937,0,0,108.637824794,12.2985028952,12.2985028952,0,0,53.3344241467,0,0,66.8963811367,66.8963811367,134.337691533,43.3825748322,False
2414,mixed,-8,True,3.66167620312,3.66167620312,66.8916254373,978.285714286,12.1488911856,966.1368231,266.011436943,66.8916254373,3.66167620312,True,False,False,False,False,False,332.295415487,120.12,39.0109281376,39.0109281376,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,11.7715539396,11.7715539396,143.450055048,3.05653840856,3.05653840856,0,0,136.665358323,0.605137794558,0.605137794558,0,0,65.0277892473,0,0,55.1200714977,55.1200714977,122.561381894,3.66167620312,False
2414,mixed,-4,True,0.605137794558,0.605137794558,63.8350870287,489.142857143,3.92869488594,485.214162257,402.676795265,63.8350870287,0.605137794558,True,False,False,False,False,False,332.295415487,60.06,32.8359897274,32.8359897274,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,3.55135763995,3.55135763995,135.229858749,0,0,5.16365789105,5.16365789105,144.885554622,0.605137794558,0.605137794558,0,0,65.0277892473,0,0,55.1200714977,55.1200714977,122.561381894,0.605137794558,False
2419,mixed,-16,True,37.8151707225,37.8151707225,53.2747576479,1969.67619048,59.2903022177,1910.38588826,283.331862109,53.2747576479,37.8151707225,True,False,False,False,False,False,371.306343625,234.787934353,45.4960659317,84.5069940693,39.0109281376,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,40.8538927458,40.8538927458,156.555442955,21.5521631537,21.5521631537,0,0,95.9918620614,16.2630075688,16.2630075688,0,0,49.3699322049,0,0,12.4208649021,12.4208649021,126.776419154,37.8151707225,False
2419,mixed,-8,True,37.8151707225,37.8151707225,53.2747576479,827.428571429,59.2903022177,768.138269211,283.331862109,53.2747576479,37.8151707225,True,False,False,False,False,False,371.306343625,120.12,0,39.0109281376,39.0109281376,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,40.8538927458,40.8538927458,156.555442955,21.5521631537,21.5521631537,0,0,95.9918620614,16.2630075688,16.2630075688,0,0,49.3699322049,0,0,12.4208649021,12.4208649021,126.776419154,37.8151707225,False
2419,mixed,-4,True,11.5332699108,11.5332699108,26.9928568362,413.714285714,0,413.714285714,325.871372034,26.9928568362,11.5332699108,True,False,False,False,False,False,371.306343625,60.06,0,32.8359897274,32.8359897274,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,5.51772534103,5.51772534103,121.21927555,0,0,19.9863410703,19.9863410703,137.530366285,0,0,1.48879042491,1.48879042491,67.1217301987,11.5332699108,11.5332699108,0,0,102.822284341,11.5332699108,False
2420,mixed,-16,True,64.0870357093,64.0870357093,115.717555107,1970.28571429,118.303070407,1851.98264388,213.131862109,115.717555107,64.0870357093,True,False,False,False,False,False,491.426343625,240.24,0,98.5039340683,98.5039340683,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,39.41912943,39.41912943,109.755442955,38.9232966607,38.9232966607,0,0,64.7918620614,25.1637390486,25.1637390486,0,0,30.6499322049,0,0,76.2984256767,76.2984256767,103.376419154,64.0870357093,False
2420,mixed,-8,True,46.6156402703,46.6156402703,98.2461596677,923.428571429,49.5976020216,873.830969407,181.137824398,98.2461596677,46.6156402703,True,False,False,False,False,False,491.426343625,120.12,0,59.4930059307,59.4930059307,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,29.2863389555,29.2863389555,0,0,41.0499745697,17.3293013148,17.3293013148,0,0,86.3858574072,0,0,21.947733991,21.947733991,77.7614052446,0,0,76.2984256767,76.2984256767,103.376419154,46.6156402703,False
2420,mixed,-4,True,25.1571676118,25.1571676118,76.7876870092,461.714285714,0,461.714285714,230.015665265,76.7876870092,25.1571676118,True,False,False,False,False,False,491.426343625,60.06,0,33.3106263059,33.3106263059,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,20.3112630661,20.3112630661,90.6475765912,25.1571676118,25.1571676118,0,0,78.5579911103,0,0,13.4229574586,13.4229574586,69.2366287121,0,0,43.0534664845,43.0534664845,70.1314599616,25.1571676118,False
2422,pure_location,-16,True,58.1712936384,58.1712936384,34.9615663193,1559.16190476,71.2439772419,1487.91792752,132.375873322,34.9615663193,58.1712936384,False,False,False,False,True,True,566.266590341,218.840246716,104.989071862,104.989071862,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,16.957245318,16.957245318,87.2935588431,58.0756523289,58.0756523289,0,0,45.6395063931,0.0956413094931,0.0956413094931,0,0,55.7180299441,0,0,18.0043210014,18.0043210014,45.0823144784,58.1712936384,True
2422,pure_location,-8,True,49.5630809373,49.5630809373,26.3533536182,761.904761905,47.1375147817,714.767247123,109.245018349,26.3533536182,49.5630809373,False,False,False,False,True,True,566.266590341,98.7202467165,45.4960659317,45.4960659317,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,7.14921714224,7.14921714224,0,0,63.1870963829,42.413863795,42.413863795,0,0,61.301294927,0,0,8.34903261682,8.34903261682,64.1627038704,0,0,18.0043210014,18.0043210014,45.0823144784,49.5630809373,True
2422,pure_location,-4,True,48.7705691178,48.7705691178,25.5608417987,380.952380952,0,380.952380952,122.975148801,25.5608417987,48.7705691178,False,False,False,False,True,True,566.266590341,50.360068542,8.99688639124,8.99688639124,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,13.1335297734,13.1335297734,83.4698432986,15.559095929,15.559095929,0,0,88.156062793,33.2114731888,33.2114731888,0,0,22.6021980648,0,0,12.4273120253,12.4273120253,39.5053055023,48.7705691178,True
2425,pure_location,-16,True,14.362963738,14.362963738,2.30100413906,2352.76190476,2.29214842206,2350.46975634,240.266752793,2.30100413906,14.362963738,False,False,False,False,True,True,168.469475204,103.74,98.5039340683,98.5039340683,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0.677570530633,0.677570530633,0,0,228.967562116,13.6853932074,13.6853932074,0,0,162.296209887,0,0,0.928459563018,0.928459563018,78.0170805541,0,0,1.37254457604,1.37254457604,162.249672239,14.362963738,True
2425,pure_location,-8,True,14.362963738,14.362963738,2.30100413906,1150.47619048,2.29214842206,1148.18404205,240.266752793,2.30100413906,14.362963738,False,False,False,False,True,True,168.469475204,0,59.4930059307,59.4930059307,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0.677570530633,0.677570530633,0,0,228.967562116,13.6853932074,13.6853932074,0,0,162.296209887,0,0,0.928459563018,0.928459563018,78.0170805541,0,0,1.37254457604,1.37254457604,162.249672239,14.362963738,True
2425,pure_location,-4,True,13.5158434239,13.5158434239,1.45388382489,575.238095238,1.44502810789,573.79306713,239.419632479,1.45388382489,13.5158434239,False,False,False,False,True,True,168.469475204,0,33.3106263059,33.3106263059,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0.677570530633,0.677570530633,0,0,228.967562116,12.8382728932,12.8382728932,0,0,163.143330202,0,0,0.0813392488481,0.0813392488481,77.1699602399,0,0,1.37254457604,1.37254457604,162.249672239,13.5158434239,True
2467,mixed,-16,True,0,0,83.8370692676,1929.14285714,19.1781947639,1909.96466238,331.509105619,83.8370692676,0,True,False,False,False,False,False,468.490894381,215.816977051,49.4605578735,84.5069940693,35.0464361958,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,32.3231772264,32.3231772264,109.755442955,0,0,6.59576434216,6.59576434216,76.4918620614,0,0,0.800361983315,0.800361983315,41.8853814482,0,0,44.1177657158,44.1177657158,103.376419154,0,False
2467,mixed,-8,True,0,0,83.8370692677,795.428571429,19.1781947639,776.250376665,331.509105619,83.8370692677,0,True,False,False,False,False,False,468.490894381,120.12,3.96449194174,39.0109281376,35.0464361958,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,32.3231772264,32.3231772264,109.755442955,0,0,6.59576434216,6.59576434216,76.4918620614,0,0,0.800361983315,0.800361983315,41.8853814482,0,0,44.1177657158,44.1177657158,103.376419154,0,False
2467,mixed,-4,True,2.87290542655,2.87290542655,86.7099746942,397.714285714,6.68145742297,391.032828291,264.485913326,86.7099746942,2.87290542655,True,False,False,False,False,False,468.490894381,60.06,2.9733689563,32.8359897274,29.8626207711,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,32.3231772264,32.3231772264,109.755442955,2.87290542655,2.87290542655,0,0,67.0231922927,0,0,13.2970993242,13.2970993242,54.3821187891,0,0,41.0896981436,41.0896981436,100.348351582,2.87290542655,False
2470,pure_location,-16,True,100.386431903,100.386431903,43.4963811367,1645.71428571,94.132852437,1551.58143328,110.937691533,43.4963811367,100.386431903,False,False,False,False,True,True,452.415415487,234.787934353,84.5069940693,84.5069940693,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,7.08385707031,7.08385707031,0,0,124.594644038,62.284071937,62.284071937,0,0,77.4378247943,31.0185028952,31.0185028952,0,0,34.6144241467,0,0,43.4963811367,43.4963811367,110.937691533,100.386431903,True
2470,pure_location,-8,True,111.544936939,111.544936939,54.6548861734,694.857142857,64.8186859499,630.038456907,122.09619657,54.6548861734,111.544936939,False,False,False,False,True,True,452.415415487,120.12,39.0109281376,39.0109281376,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,36.3980235574,36.3980235574,0,0,95.2804775513,62.284071937,62.284071937,0,0,77.4378247943,12.8628414448,12.8628414448,0,0,52.770085597,0,0,54.6548861734,54.6548861734,122.09619657,111.544936939,True
2470,pure_location,-4,True,75.2414302872,75.2414302872,18.3513795213,347.428571429,0,347.428571429,85.7926899181,18.3513795213,75.2414302872,False,False,False,False,True,True,452.415415487,60.06,32.8359897274,32.8359897274,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,64.9132028553,64.9132028553,0,0,66.7652982535,8.05862646515,8.05862646515,0,0,131.663270266,2.26960096677,2.26960096677,0,0,63.363326075,0,0,18.3513795213,18.3513795213,85.7926899181,75.2414302872,True
2478,mixed,-16,True,13.3473273702,13.3473273702,103.88557773,2157.71428571,18.585634184,2139.12865153,367.157335572,103.88557773,13.3473273702,True,False,False,False,False,False,226.402481134,128.895,84.5069940693,84.5069940693,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,81.6128077555,81.6128077555,212.344644038,9.40715834598,9.40715834598,0,0,139.837824794,3.94016902421,3.94016902421,0,0,66.6023584994,0,0,22.2727699741,22.2727699741,154.812691533,13.3473273702,False
2478,mixed,-8,True,13.3473273702,13.3473273702,103.88557773,987.428571429,18.585634184,968.842937245,367.157335572,103.88557773,13.3473273702,True,False,False,False,False,False,226.402481134,120.12,39.0109281376,39.0109281376,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,81.6128077555,81.6128077555,212.344644038,9.40715834598,9.40715834598,0,0,139.837824794,3.94016902421,3.94016902421,0,0,66.6023584994,0,0,22.2727699741,22.2727699741,154.812691533,13.3473273702,False
2478,mixed,-4,True,1.58306161445,1.58306161445,92.1213119739,493.714285714,0,493.714285714,425.93559734,92.1213119739,1.58306161445,True,False,False,False,False,False,226.402481134,60.06,32.8359897274,32.8359897274,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,63.0271735715,63.0271735715,193.759009854,1.58306161445,1.58306161445,0,0,147.661921526,0,0,6.82136842825,6.82136842825,77.3638959519,0,0,22.2727699741,22.2727699741,154.812691533,1.58306161445,False
2501,mixed,-16,True,55.0746404794,55.0746404794,97.8375240663,1977.6,52.233415988,1925.36658401,296.957335572,97.8375240663,55.0746404794,True,False,False,False,False,False,352.762481134,240.24,39.0109281376,98.5039340683,59.4930059307,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,33.8661429297,33.8661429297,165.544644038,34.984071937,34.984071937,0,0,104.737824794,20.0905685424,20.0905685424,0,0,45.5423584994,0,0,63.9713811367,63.9713811367,131.412691533,55.0746404794,False
2501,mixed,-8,True,16.8314606215,16.8314606215,59.5943442084,891.428571429,13.9902361301,877.438335298,258.714155714,59.5943442084,16.8314606215,True,False,False,False,False,False,352.762481134,120.12,0,59.4930059307,59.4930059307,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,10.9232781625,10.9232781625,142.601779271,15.2644839684,15.2644839684,0,0,124.457412763,1.56697665312,1.56697665312,0,0,64.0659503887,0,0,48.6710660459,48.6710660459,116.112376443,16.8314606215,False
2501,mixed,-4,True,8.09277524523,8.09277524523,50.8556588321,445.714285714,0.420717843988,445.29356787,183.929896271,50.8556588321,8.09277524523,True,False,False,False,False,False,352.762481134,60.06,0,33.3106263059,33.3106263059,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,2.6462401236,2.6462401236,0,0,129.032260985,5.44653512163,5.44653512163,0,0,134.27536161,0,0,2.1845927862,2.1845927862,67.817519828,0,0,48.6710660459,48.6710660459,116.112376443,8.09277524523,False
2532,pure_location,-16,True,128.494429424,128.494429424,0,1951.08571429,66.6248808797,1884.46083341,0,0,128.494429424,False,False,False,False,True,True,552.355956189,240.24,59.1903874359,98.5039340683,39.3135466324,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,56.5812999342,56.5812999342,0,0,74.8557196254,6.54480154563,6.54480154563,0,0,60.8962098875,37.0110428572,37.0110428572,0,0,22.0757749301,28.3572850867,28.3572850867,0,0,89.8163393681,128.494429424,True
2532,pure_location,-8,True,129.15302435,129.15302435,0.658594926172,923.428571429,25.999348925,897.429222504,68.0996063593,0.658594926172,129.15302435,False,False,False,False,True,True,552.355956189,120.12,20.1794592983,59.4930059307,39.3135466324,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,56.5812999342,56.5812999342,0,0,74.8557196254,0,0,0.658594926172,0.658594926172,68.0996063593,3.58890737432,3.58890737432,0,0,55.497910413,68.9828170414,68.9828170414,0,0,49.1908074134,129.15302435,True
2532,pure_location,-4,True,129.15302435,129.15302435,0.658594926172,461.714285714,9.25531155565,452.458974159,68.0996063593,0.658594926172,129.15302435,False,False,False,False,True,True,552.355956189,60.06,11.0135442911,33.3106263059,22.2970820148,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,73.3253373036,73.3253373036,0,0,58.111682256,0,0,0.658594926172,0.658594926172,68.0996063593,3.58890737432,3.58890737432,0,0,55.497910413,52.238779672,52.238779672,0,0,65.9348447828,129.15302435,True
2566,mixed,-16,True,11.2303178528,11.2303178528,29.7075122883,2318.32380952,0,2318.32380952,389.78495197,29.7075122883,11.2303178528,True,False,False,False,False,False,162.088562092,64.581080958,84.5069940693,84.5069940693,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,13.4030531897,13.4030531897,229.122260436,9.3237797465,9.3237797465,0,0,171.037824794,1.9065381063,1.9065381063,0,0,77.0886611434,0,0,16.3044590985,16.3044590985,160.662691533,11.2303178528,False
2566,mixed,-8,True,11.2303178528,11.2303178528,29.7075122883,1150.47619048,0,1150.47619048,389.78495197,29.7075122883,11.2303178528,True,False,False,False,False,False,162.088562092,53.466080958,39.0109281376,39.0109281376,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,13.4030531897,13.4030531897,229.122260436,9.3237797465,9.3237797465,0,0,171.037824794,1.9065381063,1.9065381063,0,0,77.0886611434,0,0,16.3044590985,16.3044590985,160.662691533,11.2303178528,False
2566,mixed,-4,True,11.2303178528,11.2303178528,29.7075122883,575.238095238,0,575.238095238,389.78495197,29.7075122883,11.2303178528,True,False,False,False,False,False,162.088562092,12.4723836019,32.8359897274,32.8359897274,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,13.4030531897,13.4030531897,229.122260436,9.3237797465,9.3237797465,0,0,171.037824794,1.9065381063,1.9065381063,0,0,77.0886611434,0,0,16.3044590985,16.3044590985,160.662691533,11.2303178528,False
2623,pure_location,-16,True,17.5897410335,17.5897410335,17.5888473662,2404.57142857,0.617513454709,2403.95391512,485.199728667,17.5888473662,17.5897410335,False,False,False,False,True,True,156.408409272,19.89,104.989071862,104.989071862,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,8.81031030891,8.81031030891,238.455442955,17.5897410335,17.5897410335,0,0,158.391862061,0,0,1.92924556664,1.92924556664,79.0178665577,0,0,6.84929149069,6.84929149069,167.726419154,17.5897410335,True
2623,pure_location,-8,True,17.5897410335,17.5897410335,17.5888473662,1176.38095238,0.617513454709,1175.76343893,485.199728667,17.5888473662,17.5897410335,False,False,False,False,True,True,156.408409272,19.89,45.4960659317,45.4960659317,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,8.81031030891,8.81031030891,238.455442955,17.5897410335,17.5897410335,0,0,158.391862061,0,0,1.92924556664,1.92924556664,79.0178665577,0,0,6.84929149069,6.84929149069,167.726419154,17.5897410335,True
2623,pure_location,-4,True,16.9722275788,16.9722275788,16.9713339115,588.19047619,0,588.19047619,484.582215212,16.9713339115,16.9722275788,False,False,False,False,True,True,156.408409272,19.89,8.99688639124,8.99688639124,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,8.81031030891,8.81031030891,238.455442955,16.9722275788,16.9722275788,0,0,159.009375516,0,0,1.31173211193,1.31173211193,78.400353103,0,0,6.84929149069,6.84929149069,167.726419154,16.9722275788,True
2632,pure_location,-16,True,70.3500653561,70.3500653561,0,2207.08571429,29.7016124647,2177.38410182,0,0,70.3500653561,False,False,False,False,True,True,251.186343625,114.667934353,104.989071862,104.989071862,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,25.7668174814,25.7668174814,0,0,203.355442955,25.0375930554,25.0375930554,0,0,127.191862061,8.99872893844,8.99872893844,0,0,68.0899322049,10.5469258809,10.5469258809,0,0,150.176419154,70.3500653561,True
2632,pure_location,-8,True,70.3500653561,70.3500653561,0,987.428571429,29.7016124647,957.726958964,0,0,70.3500653561,False,False,False,False,True,True,251.186343625,114.667934353,45.4960659317,45.4960659317,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,25.7668174814,25.7668174814,0,0,203.355442955,25.0375930554,25.0375930554,0,0,127.191862061,8.99872893844,8.99872893844,0,0,68.0899322049,10.5469258809,10.5469258809,0,0,150.176419154,70.3500653561,True
2632,pure_location,-4,True,70.3500653561,70.3500653561,0,493.714285714,28.9697577081,464.744528006,0,0,70.3500653561,False,False,False,False,True,True,251.186343625,55.9005033089,8.99688639124,8.99688639124,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,26.498672238,26.498672238,0,0,202.623588198,24.3057382987,24.3057382987,0,0,127.923716818,8.99872893844,8.99872893844,0,0,68.0899322049,10.5469258809,10.5469258809,0,0,150.176419154,70.3500653561,True
2674,pure_location,-16,True,160.764386689,160.764386689,37.6176836759,1996.8,90.7829684767,1906.01703152,101.785944619,37.6176836759,160.764386689,False,False,False,False,True,True,497.911481419,234.787934353,39.0109281376,84.5069940693,45.4960659317,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,35.9867509504,35.9867509504,0,0,106.906763199,81.3438858687,81.3438858687,0,0,68.7421726204,43.43374987,43.43374987,0,0,24.653638143,0,0,37.6176836759,37.6176836759,101.785944619,160.764386689,True
2674,pure_location,-8,True,139.895153121,139.895153121,16.7484501078,969.142857143,27.6323916843,941.510465459,80.9167110507,16.7484501078,139.895153121,False,False,False,False,True,True,497.911481419,120.12,39.0109281376,39.0109281376,0,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,78.2680941747,78.2680941747,0,0,64.6254199745,60.4746523006,60.4746523006,0,0,89.6114061884,1.15240664568,1.15240664568,0,0,66.9349813674,0,0,16.7484501078,16.7484501078,80.9167110507,139.895153121,True
