a,loc,node,impact_weight,notes
1,1,1,0.0,v2 parameterized terminal pressure weight; not fault probability
2,6,29,0.1487179487179488,v2 parameterized terminal pressure weight; not fault probability
2,6,30,0.18974358974358968,v2 parameterized terminal pressure weight; not fault probability
2,6,31,0.12820512820512814,v2 parameterized terminal pressure weight; not fault probability
2,6,32,0.06666666666666658,v2 parameterized terminal pressure weight; not fault probability
2,6,33,0.06666666666666658,v2 parameterized terminal pressure weight; not fault probability
2,7,1,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,2,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,3,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,4,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,5,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,6,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,7,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,8,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,9,0.015384615384615375,v2 parameterized terminal pressure weight; not fault probability
2,7,10,0.07692307692307693,v2 parameterized terminal pressure weight; not fault probability
2,7,11,0.13846153846153847,v2 parameterized terminal pressure weight; not fault probability
2,7,12,0.13846153846153847,v2 parameterized terminal pressure weight; not fault probability
2,7,13,0.13846153846153847,v2 parameterized terminal pressure weight; not fault probability
2,7,14,0.07692307692307693,v2 parameterized terminal pressure weight; not fault probability
2,7,15,0.07692307692307693,v2 parameterized terminal pressure weight; not fault probability
2,7,16,0.015384615384615375,v2 parameterized terminal pressure weight; not fault probability
2,7,17,0.015384615384615375,v2 parameterized terminal pressure weight; not fault probability
2,7,18,0.015384615384615375,v2 parameterized terminal pressure weight; not fault probability
2,7,19,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,20,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,21,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,22,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,23,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,24,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,25,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,26,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,27,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,28,0.0,v2 parameterized terminal pressure weight; not fault probability
2,7,29,0.015384615384615375,v2 parameterized terminal pressure weight; not fault probability
2,7,30,0.07692307692307693,v2 parameterized terminal pressure weight; not fault probability
2,7,31,0.13846153846153847,v2 parameterized terminal pressure weight; not fault probability
2,7,32,0.2,v2 parameterized terminal pressure weight; not fault probability
2,7,33,0.2,v2 parameterized terminal pressure weight; not fault probability
3,1,1,0.4,v2 parameterized terminal pressure weight; not fault probability
3,1,2,0.15384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,1,3,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,4,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,5,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,6,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,7,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,8,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,9,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,10,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,11,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,12,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,13,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,14,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,15,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,16,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,17,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,18,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,19,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,1,20,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,21,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,1,22,0.27692307692307694,v2 parameterized terminal pressure weight; not fault probability
3,1,23,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,1,24,0.15384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,1,25,0.27692307692307694,v2 parameterized terminal pressure weight; not fault probability
3,1,26,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,27,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,28,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,29,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,30,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,31,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,32,0.0,v2 parameterized terminal pressure weight; not fault probability
3,1,33,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,1,0.1333333333333334,v2 parameterized terminal pressure weight; not fault probability
3,2,2,0.3794871794871796,v2 parameterized terminal pressure weight; not fault probability
3,2,3,0.1743589743589743,v2 parameterized terminal pressure weight; not fault probability
3,2,4,0.05128205128205119,v2 parameterized terminal pressure weight; not fault probability
3,2,5,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,6,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,7,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,8,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,9,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,10,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,11,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,12,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,13,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,14,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,15,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,16,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,17,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,18,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,19,0.2974358974358974,v2 parameterized terminal pressure weight; not fault probability
3,2,20,0.1743589743589743,v2 parameterized terminal pressure weight; not fault probability
3,2,21,0.2974358974358974,v2 parameterized terminal pressure weight; not fault probability
3,2,22,0.2564102564102565,v2 parameterized terminal pressure weight; not fault probability
3,2,23,0.2974358974358974,v2 parameterized terminal pressure weight; not fault probability
3,2,24,0.3794871794871796,v2 parameterized terminal pressure weight; not fault probability
3,2,25,0.2564102564102565,v2 parameterized terminal pressure weight; not fault probability
3,2,26,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,27,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,28,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,29,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,30,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,31,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,32,0.0,v2 parameterized terminal pressure weight; not fault probability
3,2,33,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,1,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,2,0.11282051282051296,v2 parameterized terminal pressure weight; not fault probability
3,3,3,0.35897435897435914,v2 parameterized terminal pressure weight; not fault probability
3,3,4,0.3179487179487178,v2 parameterized terminal pressure weight; not fault probability
3,3,5,0.19487179487179473,v2 parameterized terminal pressure weight; not fault probability
3,3,6,0.07179487179487164,v2 parameterized terminal pressure weight; not fault probability
3,3,7,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,8,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,9,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,10,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,11,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,12,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,13,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,14,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,15,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,16,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,17,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,18,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,19,0.23589743589743606,v2 parameterized terminal pressure weight; not fault probability
3,3,20,0.35897435897435914,v2 parameterized terminal pressure weight; not fault probability
3,3,21,0.23589743589743606,v2 parameterized terminal pressure weight; not fault probability
3,3,22,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,23,0.23589743589743606,v2 parameterized terminal pressure weight; not fault probability
3,3,24,0.11282051282051296,v2 parameterized terminal pressure weight; not fault probability
3,3,25,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,26,0.07179487179487164,v2 parameterized terminal pressure weight; not fault probability
3,3,27,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,28,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,29,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,30,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,31,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,32,0.0,v2 parameterized terminal pressure weight; not fault probability
3,3,33,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,1,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,2,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,3,0.0923076923076923,v2 parameterized terminal pressure weight; not fault probability
3,4,4,0.2153846153846154,v2 parameterized terminal pressure weight; not fault probability
3,4,5,0.3384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,4,6,0.3384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,4,7,0.2153846153846154,v2 parameterized terminal pressure weight; not fault probability
3,4,8,0.0923076923076923,v2 parameterized terminal pressure weight; not fault probability
3,4,9,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,10,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,11,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,12,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,13,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,14,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,15,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,16,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,17,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,18,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,19,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,20,0.0923076923076923,v2 parameterized terminal pressure weight; not fault probability
3,4,21,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,22,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,23,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,24,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,25,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,26,0.3384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,4,27,0.2153846153846154,v2 parameterized terminal pressure weight; not fault probability
3,4,28,0.0923076923076923,v2 parameterized terminal pressure weight; not fault probability
3,4,29,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,30,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,31,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,32,0.0,v2 parameterized terminal pressure weight; not fault probability
3,4,33,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,1,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,2,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,3,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,4,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,5,0.07179487179487186,v2 parameterized terminal pressure weight; not fault probability
3,5,6,0.19487179487179496,v2 parameterized terminal pressure weight; not fault probability
3,5,7,0.31794871794871804,v2 parameterized terminal pressure weight; not fault probability
3,5,8,0.3589743589743589,v2 parameterized terminal pressure weight; not fault probability
3,5,9,0.23589743589743584,v2 parameterized terminal pressure weight; not fault probability
3,5,10,0.11282051282051274,v2 parameterized terminal pressure weight; not fault probability
3,5,11,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,12,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,13,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,14,0.11282051282051274,v2 parameterized terminal pressure weight; not fault probability
3,5,15,0.11282051282051274,v2 parameterized terminal pressure weight; not fault probability
3,5,16,0.23589743589743584,v2 parameterized terminal pressure weight; not fault probability
3,5,17,0.23589743589743584,v2 parameterized terminal pressure weight; not fault probability
3,5,18,0.23589743589743584,v2 parameterized terminal pressure weight; not fault probability
3,5,19,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,20,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,21,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,22,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,23,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,24,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,25,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,26,0.19487179487179496,v2 parameterized terminal pressure weight; not fault probability
3,5,27,0.31794871794871804,v2 parameterized terminal pressure weight; not fault probability
3,5,28,0.3589743589743589,v2 parameterized terminal pressure weight; not fault probability
3,5,29,0.23589743589743584,v2 parameterized terminal pressure weight; not fault probability
3,5,30,0.11282051282051274,v2 parameterized terminal pressure weight; not fault probability
3,5,31,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,32,0.0,v2 parameterized terminal pressure weight; not fault probability
3,5,33,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,1,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,2,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,3,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,4,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,5,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,6,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,7,0.05128205128205141,v2 parameterized terminal pressure weight; not fault probability
3,6,8,0.17435897435897452,v2 parameterized terminal pressure weight; not fault probability
3,6,9,0.2974358974358976,v2 parameterized terminal pressure weight; not fault probability
3,6,10,0.37948717948717936,v2 parameterized terminal pressure weight; not fault probability
3,6,11,0.2564102564102563,v2 parameterized terminal pressure weight; not fault probability
3,6,12,0.2564102564102563,v2 parameterized terminal pressure weight; not fault probability
3,6,13,0.2564102564102563,v2 parameterized terminal pressure weight; not fault probability
3,6,14,0.37948717948717936,v2 parameterized terminal pressure weight; not fault probability
3,6,15,0.37948717948717936,v2 parameterized terminal pressure weight; not fault probability
3,6,16,0.2974358974358976,v2 parameterized terminal pressure weight; not fault probability
3,6,17,0.2974358974358976,v2 parameterized terminal pressure weight; not fault probability
3,6,18,0.2974358974358976,v2 parameterized terminal pressure weight; not fault probability
3,6,19,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,20,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,21,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,22,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,23,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,24,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,25,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,26,0.0,v2 parameterized terminal pressure weight; not fault probability
3,6,27,0.05128205128205141,v2 parameterized terminal pressure weight; not fault probability
3,6,28,0.17435897435897452,v2 parameterized terminal pressure weight; not fault probability
3,6,29,0.2974358974358976,v2 parameterized terminal pressure weight; not fault probability
3,6,30,0.37948717948717936,v2 parameterized terminal pressure weight; not fault probability
3,6,31,0.2564102564102563,v2 parameterized terminal pressure weight; not fault probability
3,6,32,0.13333333333333316,v2 parameterized terminal pressure weight; not fault probability
3,6,33,0.13333333333333316,v2 parameterized terminal pressure weight; not fault probability
3,7,1,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,2,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,3,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,4,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,5,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,6,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,7,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,8,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,9,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,7,10,0.15384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,7,11,0.27692307692307694,v2 parameterized terminal pressure weight; not fault probability
3,7,12,0.27692307692307694,v2 parameterized terminal pressure weight; not fault probability
3,7,13,0.27692307692307694,v2 parameterized terminal pressure weight; not fault probability
3,7,14,0.15384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,7,15,0.15384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,7,16,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,7,17,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,7,18,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,7,19,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,20,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,21,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,22,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,23,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,24,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,25,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,26,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,27,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,28,0.0,v2 parameterized terminal pressure weight; not fault probability
3,7,29,0.03076923076923075,v2 parameterized terminal pressure weight; not fault probability
3,7,30,0.15384615384615385,v2 parameterized terminal pressure weight; not fault probability
3,7,31,0.27692307692307694,v2 parameterized terminal pressure weight; not fault probability
3,7,32,0.4,v2 parameterized terminal pressure weight; not fault probability
3,7,33,0.4,v2 parameterized terminal pressure weight; not fault probability
4,1,1,0.6,v2 parameterized terminal pressure weight; not fault probability
4,1,2,0.23076923076923073,v2 parameterized terminal pressure weight; not fault probability
4,1,3,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,4,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,5,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,6,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,7,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,8,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,9,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,10,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,11,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,12,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,13,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,14,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,15,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,16,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,17,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,18,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,19,0.04615384615384612,v2 parameterized terminal pressure weight; not fault probability
4,1,20,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,21,0.04615384615384612,v2 parameterized terminal pressure weight; not fault probability
4,1,22,0.41538461538461535,v2 parameterized terminal pressure weight; not fault probability
4,1,23,0.04615384615384612,v2 parameterized terminal pressure weight; not fault probability
4,1,24,0.23076923076923073,v2 parameterized terminal pressure weight; not fault probability
4,1,25,0.41538461538461535,v2 parameterized terminal pressure weight; not fault probability
4,1,26,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,27,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,28,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,29,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,30,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,31,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,32,0.0,v2 parameterized terminal pressure weight; not fault probability
4,1,33,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,1,0.2000000000000001,v2 parameterized terminal pressure weight; not fault probability
4,2,2,0.5692307692307693,v2 parameterized terminal pressure weight; not fault probability
4,2,3,0.2615384615384614,v2 parameterized terminal pressure weight; not fault probability
4,2,4,0.07692307692307677,v2 parameterized terminal pressure weight; not fault probability
4,2,5,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,6,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,7,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,8,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,9,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,10,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,11,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,12,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,13,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,14,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,15,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,16,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,17,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,18,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,19,0.446153846153846,v2 parameterized terminal pressure weight; not fault probability
4,2,20,0.2615384615384614,v2 parameterized terminal pressure weight; not fault probability
4,2,21,0.446153846153846,v2 parameterized terminal pressure weight; not fault probability
4,2,22,0.3846153846153847,v2 parameterized terminal pressure weight; not fault probability
4,2,23,0.446153846153846,v2 parameterized terminal pressure weight; not fault probability
4,2,24,0.5692307692307693,v2 parameterized terminal pressure weight; not fault probability
4,2,25,0.3846153846153847,v2 parameterized terminal pressure weight; not fault probability
4,2,26,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,27,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,28,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,29,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,30,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,31,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,32,0.0,v2 parameterized terminal pressure weight; not fault probability
4,2,33,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,1,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,2,0.16923076923076943,v2 parameterized terminal pressure weight; not fault probability
4,3,3,0.5384615384615387,v2 parameterized terminal pressure weight; not fault probability
4,3,4,0.47692307692307667,v2 parameterized terminal pressure weight; not fault probability
4,3,5,0.29230769230769205,v2 parameterized terminal pressure weight; not fault probability
4,3,6,0.10769230769230743,v2 parameterized terminal pressure weight; not fault probability
4,3,7,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,8,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,9,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,10,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,11,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,12,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,13,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,14,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,15,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,16,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,17,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,18,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,19,0.35384615384615403,v2 parameterized terminal pressure weight; not fault probability
4,3,20,0.5384615384615387,v2 parameterized terminal pressure weight; not fault probability
4,3,21,0.35384615384615403,v2 parameterized terminal pressure weight; not fault probability
4,3,22,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,23,0.35384615384615403,v2 parameterized terminal pressure weight; not fault probability
4,3,24,0.16923076923076943,v2 parameterized terminal pressure weight; not fault probability
4,3,25,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,26,0.10769230769230743,v2 parameterized terminal pressure weight; not fault probability
4,3,27,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,28,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,29,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,30,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,31,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,32,0.0,v2 parameterized terminal pressure weight; not fault probability
4,3,33,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,1,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,2,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,3,0.13846153846153844,v2 parameterized terminal pressure weight; not fault probability
4,4,4,0.32307692307692304,v2 parameterized terminal pressure weight; not fault probability
4,4,5,0.5076923076923077,v2 parameterized terminal pressure weight; not fault probability
4,4,6,0.5076923076923077,v2 parameterized terminal pressure weight; not fault probability
4,4,7,0.32307692307692304,v2 parameterized terminal pressure weight; not fault probability
4,4,8,0.13846153846153844,v2 parameterized terminal pressure weight; not fault probability
4,4,9,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,10,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,11,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,12,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,13,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,14,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,15,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,16,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,17,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,18,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,19,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,20,0.13846153846153844,v2 parameterized terminal pressure weight; not fault probability
4,4,21,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,22,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,23,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,24,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,25,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,26,0.5076923076923077,v2 parameterized terminal pressure weight; not fault probability
4,4,27,0.32307692307692304,v2 parameterized terminal pressure weight; not fault probability
4,4,28,0.13846153846153844,v2 parameterized terminal pressure weight; not fault probability
4,4,29,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,30,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,31,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,32,0.0,v2 parameterized terminal pressure weight; not fault probability
4,4,33,0.0,v2 parameterized terminal pressure weight; not fault probability
4,5,1,0.0,v2 parameterized terminal pressure weight; not fault probability
4,5,2,0.0,v2 parameterized terminal pressure weight; not fault probability
4,5,3,0.0,v2 parameterized terminal pressure weight; not fault probability
4,5,4,0.0,v2 parameterized terminal pressure weight; not fault probability
4,5,5,0.10769230769230777,v2 parameterized terminal pressure weight; not fault probability
4,5,6,0.2923076923076924,v2 parameterized terminal pressure weight; not fault probability
4,5,7,0.476923076923077,v2 parameterized terminal pressure weight; not fault probability
4,5,8,0.5384615384615383,v2 parameterized terminal pressure weight; not fault probability
4,5,9,0.3538461538461537,v2 parameterized terminal pressure weight; not fault probability
4,5,10,0.1692307692307691,v2 parameterized terminal pressure weight; not fault probability
4,5,11,0.0,v2 parameterized terminal pressure weight; not fault probability
