path_id,checkpoint_relative_hour,failure_type,tail_group,site,site_increment_kw,all125_recovered,ablated_candidate_total_increment_kw,ablated_physical_margin_kg,recovery_survives_site_ablation,increment_necessary,contribution_class,diagnostic_scope
4711,-16,mixed,difficult4,2,50,YES,142.5,34.506511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4723,-16,pure_quantity,extreme1,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5152,-16,mixed,difficult4,2,50,YES,142.5,21.146882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5212,-16,mixed,difficult4,2,50,YES,142.5,15.296882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5265,-16,pure_quantity,extreme1,2,50,YES,142.5,21.146882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5592,-16,pure_quantity,extreme1,2,50,YES,142.5,24.071882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5685,-16,pure_quantity,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-16,mixed,difficult4,2,50,YES,142.5,43.777612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6260,-16,pure_quantity,difficult4,2,50,YES,142.5,11.215140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-16,mixed,difficult4,2,50,YES,142.5,39.903087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6663,-16,mixed,difficult4,2,50,YES,142.5,43.777612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6698,-16,mixed,difficult4,2,50,YES,142.5,-8.120043995,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6960,-16,mixed,difficult4,2,50,YES,142.5,-7.170519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7564,-16,mixed,difficult4,2,50,YES,142.5,-7.348824541,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-16,mixed,difficult4,2,50,YES,142.5,39.903087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7786,-16,mixed,difficult4,2,50,YES,142.5,34.506511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7862,-16,mixed,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8332,-16,pure_quantity,extreme1,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-16,mixed,difficult4,2,50,YES,142.5,39.903087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8747,-16,mixed,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8916,-16,mixed,difficult4,2,50,YES,142.5,6.131882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9063,-16,mixed,difficult4,2,50,YES,142.5,15.296882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9428,-16,pure_quantity,extreme1,2,50,YES,142.5,34.506511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-16,mixed,difficult4,2,50,YES,142.5,43.777612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
201,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
459,-8,pure_quantity,difficult4,2,50,YES,142.5,10.627024047,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
668,-8,pure_quantity,difficult4,2,50,YES,142.5,7.42374371,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
766,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
783,-8,mixed,difficult4,2,50,YES,142.5,22.071080929,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-8,mixed,difficult4,2,50,YES,142.5,21.696565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1057,-8,mixed,difficult4,2,50,YES,142.5,3.152702728,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-8,mixed,difficult4,2,50,YES,142.5,20.622948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1655,-8,mixed,difficult4,2,50,YES,142.5,-5.49114535,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2414,-8,mixed,difficult4,2,50,YES,142.5,-1.989021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2419,-8,mixed,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2676,-8,mixed,difficult4,2,50,YES,142.5,-1.989021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2829,-8,mixed,difficult4,2,50,YES,142.5,4.241215299,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2916,-8,mixed,difficult4,2,50,YES,142.5,0.935978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-8,mixed,difficult4,2,50,YES,142.5,21.270294789,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-8,mixed,difficult4,2,50,YES,142.5,18.771565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3911,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3951,-8,pure_quantity,difficult4,2,50,YES,142.5,20.622948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-8,mixed,difficult4,2,50,YES,142.5,20.622948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4075,-8,pure_quantity,difficult4,2,50,YES,142.5,-1.992283694,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4329,-8,mixed,normal95,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4448,-8,mixed,difficult4,2,50,YES,142.5,-1.989021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4674,-8,mixed,difficult4,2,50,YES,142.5,0.935978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4711,-8,mixed,difficult4,2,50,YES,142.5,6.824445908,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4744,-8,mixed,difficult4,2,50,YES,142.5,-4.183767181,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5334,-8,mixed,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5444,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5557,-8,mixed,difficult4,2,50,YES,142.5,0.935978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-8,mixed,difficult4,2,50,YES,142.5,16.095546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6257,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-8,mixed,difficult4,2,50,YES,142.5,12.221021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6526,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7541,-8,mixed,difficult4,2,50,YES,142.5,-1.989021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7623,-8,mixed,difficult4,2,50,YES,142.5,-1.989021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-8,mixed,difficult4,2,50,YES,142.5,12.221021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8061,-8,mixed,difficult4,2,50,YES,142.5,2.944313328,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8138,-8,mixed,difficult4,2,50,YES,142.5,-1.989021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-8,mixed,difficult4,2,50,YES,142.5,20.622948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8611,-8,mixed,difficult4,2,50,YES,142.5,-3.672297272,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-8,mixed,difficult4,2,50,YES,142.5,12.221021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8873,-8,pure_quantity,difficult4,2,50,YES,142.5,-3.585558605,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9276,-8,mixed,difficult4,2,50,YES,142.5,4.07729044,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-8,mixed,difficult4,2,50,YES,142.5,9.695413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9657,-8,pure_quantity,difficult4,2,50,YES,142.5,6.770413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-8,mixed,difficult4,2,50,YES,142.5,16.095546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9955,-8,mixed,difficult4,2,50,YES,142.5,21.810100051,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
477,-4,pure_quantity,difficult4,2,50,YES,142.5,4.703121767,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
783,-4,mixed,difficult4,2,50,YES,142.5,5.374200121,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-4,mixed,difficult4,2,50,YES,142.5,10.581565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
965,-4,mixed,difficult4,2,50,YES,142.5,8.196648242,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-4,mixed,difficult4,2,50,YES,142.5,8.215379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1580,-4,mixed,difficult4,2,50,YES,142.5,8.811796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-4,mixed,difficult4,2,50,YES,142.5,-3.226354648,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-4,mixed,difficult4,2,50,YES,142.5,1.481626809,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-4,mixed,difficult4,2,50,YES,142.5,8.215379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5055,-4,mixed,difficult4,2,50,YES,142.5,-2.77117678,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-4,mixed,difficult4,2,50,YES,142.5,4.980546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-4,mixed,difficult4,2,50,YES,142.5,1.106021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7392,-4,mixed,difficult4,2,50,YES,142.5,0.09502091,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-4,mixed,difficult4,2,50,YES,142.5,1.106021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8384,-4,mixed,difficult4,2,50,YES,142.5,8.811796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-4,mixed,difficult4,2,50,YES,142.5,8.215379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-4,mixed,difficult4,2,50,YES,142.5,1.106021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9334,-4,pure_quantity,difficult4,2,50,YES,142.5,8.258112131,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-4,mixed,difficult4,2,50,YES,142.5,-1.419586925,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-4,mixed,difficult4,2,50,YES,142.5,-1.194391876,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
152,-16,mixed,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
326,-16,pure_quantity,extreme1,3,30,YES,162.5,12.371882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
467,-16,mixed,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
488,-16,mixed,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
518,-16,pure_quantity,extreme1,3,30,YES,162.5,46.143087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
643,-16,mixed,difficult4,3,30,YES,162.5,50.017612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
801,-16,pure_quantity,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
904,-16,pure_quantity,difficult4,3,30,YES,162.5,13.422309084,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1165,-16,pure_quantity,extreme1,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1313,-16,mixed,difficult4,3,30,YES,162.5,-5.121553407,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1320,-16,pure_quantity,extreme1,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1628,-16,pure_quantity,extreme1,3,30,YES,162.5,-0.930519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1666,-16,mixed,difficult4,3,30,YES,162.5,50.017612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2000,-16,pure_quantity,extreme1,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2052,-16,mixed,difficult4,3,30,YES,162.5,46.143087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2103,-16,mixed,difficult4,3,30,YES,162.5,50.017612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2268,-16,pure_quantity,extreme1,3,30,YES,162.5,27.386882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2316,-16,pure_quantity,extreme1,3,30,YES,162.5,18.611882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2420,-16,mixed,difficult4,3,30,YES,162.5,-0.930519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2435,-16,pure_quantity,difficult4,3,30,YES,162.5,46.143087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2467,-16,mixed,difficult4,3,30,YES,162.5,40.746511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2501,-16,mixed,difficult4,3,30,YES,162.5,46.948044551,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2962,-16,mixed,extreme1,3,30,YES,162.5,-4.250925286,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3349,-16,pure_quantity,difficult4,3,30,YES,162.5,40.746511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3724,-16,pure_quantity,extreme1,3,30,YES,162.5,17.455140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3909,-16,pure_quantity,extreme1,3,30,YES,162.5,27.386882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4007,-16,pure_quantity,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4689,-16,pure_quantity,difficult4,3,30,YES,162.5,17.455140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4711,-16,mixed,difficult4,3,30,YES,162.5,40.746511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4723,-16,pure_quantity,extreme1,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5152,-16,mixed,difficult4,3,30,YES,162.5,27.386882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5212,-16,mixed,difficult4,3,30,YES,162.5,21.536882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5265,-16,pure_quantity,extreme1,3,30,YES,162.5,27.386882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5592,-16,pure_quantity,extreme1,3,30,YES,162.5,30.311882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5685,-16,pure_quantity,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-16,mixed,difficult4,3,30,YES,162.5,50.017612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6260,-16,pure_quantity,difficult4,3,30,YES,162.5,17.455140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-16,mixed,difficult4,3,30,YES,162.5,46.143087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6663,-16,mixed,difficult4,3,30,YES,162.5,50.017612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6698,-16,mixed,difficult4,3,30,YES,162.5,-1.880043995,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6960,-16,mixed,difficult4,3,30,YES,162.5,-0.930519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7564,-16,mixed,difficult4,3,30,YES,162.5,-1.108824541,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-16,mixed,difficult4,3,30,YES,162.5,46.143087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7786,-16,mixed,difficult4,3,30,YES,162.5,40.746511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7862,-16,mixed,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8332,-16,pure_quantity,extreme1,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-16,mixed,difficult4,3,30,YES,162.5,46.143087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8747,-16,mixed,difficult4,3,30,YES,162.5,49.092948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8916,-16,mixed,difficult4,3,30,YES,162.5,12.371882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9063,-16,mixed,difficult4,3,30,YES,162.5,21.536882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9428,-16,pure_quantity,extreme1,3,30,YES,162.5,40.746511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-16,mixed,difficult4,3,30,YES,162.5,50.017612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
201,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
459,-8,pure_quantity,difficult4,3,30,YES,162.5,13.747024047,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
668,-8,pure_quantity,difficult4,3,30,YES,162.5,10.54374371,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
766,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
