candidate,path_id,checkpoint_relative_hour,failure_type,tail_group,grid_aware_recovery_supported,classification,critical_bus,grid_clipped_hours,minimum_voltage_margin,grid_aware_recovery_margin_kg
B1100,766,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,783,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,19.341080929
B1100,783,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,4.009200121
B1100,801,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,27.5509547037
B1100,869,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,18.8745714837
B1100,869,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0157707261408,9.216565219
B1100,904,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.63031534867
B1100,965,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,6.831648242
B1100,1057,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,0.422702728
B1100,1165,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,37.3009547037
B1100,1320,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,37.3009547037
B1100,1432,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,8.14294843905
B1100,1432,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051695
B1100,1580,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.30320384295
B1100,1666,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,28.4756184467
B1100,2000,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,37.3009547037
B1100,2052,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,24.6010938487
B1100,2103,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,28.4756184467
B1100,2268,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,15.5948887717
B1100,2316,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,6.81988877167
B1100,2419,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,2435,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,24.6010938487
B1100,2467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,3,0,26.1433245855
B1100,2501,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,35.1560508157
B1100,2829,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,1.511215299
B1100,3269,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,8.79029478905
B1100,3349,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.2045178197
B1100,3381,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,15.9495714837
B1100,3381,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0157707261408,0.116626809
B1100,3724,-16,pure_quantity,extreme1,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,5,0,-4.08685308928
B1100,3909,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,15.5948887717
B1100,3911,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,3951,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,15.455448439
B1100,3997,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,8.14294843905
B1100,3997,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051695
B1100,4007,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,27.5509547037
B1100,4329,-8,mixed,normal95,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,4689,-16,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,5,0,-4.08685308928
B1100,4711,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.2045178197
B1100,4711,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,4.00245217267
B1100,4723,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,37.3009547037
B1100,5152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,15.5948887717
B1100,5212,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,9.74488877167
B1100,5265,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,15.5948887717
B1100,5334,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,5444,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,5592,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,18.5198887717
B1100,5685,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,27.5509547037
B1100,6098,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,28.4756184467
B1100,6098,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,13.2735527997
B1100,6098,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0157707261408,3.615546535
B1100,6257,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,6260,-16,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,5,0,-4.08685308928
B1100,6266,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,24.6010938487
B1100,6266,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,9.39902820167
B1100,6526,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,6663,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,28.4756184467
B1100,7669,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,24.6010938487
B1100,7669,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,9.39902820167
B1100,7786,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.2045178197
B1100,7862,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,27.5509547037
B1100,8061,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-9.53568667195
B1100,8332,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,37.3009547037
B1100,8384,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.30320384295
B1100,8440,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,8.14294843905
B1100,8440,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051695
B1100,8716,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,24.6010938487
B1100,8716,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,9.39902820167
B1100,8747,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,27.5509547037
B1100,8916,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,0.671882507
B1100,9063,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,9.74488877167
B1100,9276,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,1.34729044
B1100,9334,-4,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0157707261408,6.893112131
B1100,9428,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.2045178197
B1100,9638,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,6.87341933967
B1100,9657,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.94841933967
B1100,9825,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,28.4756184467
B1100,9825,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,13.2735527997
B1100,9955,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00627345846488,19.080100051
B1010,152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,201,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,459,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00664006045063,4.777024047
B1010,467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,477,-4,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,1,0,-0.269378232907
B1010,488,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,518,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,23.1776043708
B1010,643,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,18.4355465348
B1010,668,-8,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-12.0683219372
B1010,766,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,783,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00664006045063,16.221080929
B1010,783,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00664006045063,2.449200121
B1010,801,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,869,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,15.846565219
B1010,869,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0161335276871,7.656565219
B1010,965,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00664006045063,5.271648242
B1010,1165,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,31.152948439
B1010,1320,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,31.152948439
B1010,1432,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,1.13088279181
B1010,1432,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616419
B1010,1580,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-7.75526949019
B1010,1666,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,18.4355465348
B1010,2000,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00305502632147,31.152948439
B1010,2052,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,14.5610219368
B1010,2103,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,18.4355465348
B1010,2268,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,9.446882507
B1010,2316,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.671882507
B1010,2419,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,2435,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,14.5610219368
B1010,2467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,17.7810283418
B1010,2501,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,29.008044551
B1010,3269,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,1.77822914181
B1010,3349,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,9.16444590781
B1010,3381,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,12.921565219
B1010,3909,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,9.446882507
B1010,3911,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,3951,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,9.74746522581
B1010,3997,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,1.13088279181
B1010,3997,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616419
B1010,4007,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,4329,-8,mixed,normal95,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,4711,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,9.16444590781
B1010,4711,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.974445908
B1010,4723,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,31.152948439
B1010,5152,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,9.446882507
B1010,5212,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,3.596882507
B1010,5265,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,9.446882507
B1010,5334,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,5444,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,5592,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,12.371882507
B1010,5685,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,6098,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,18.4355465348
B1010,6098,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,10.245546535
B1010,6098,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0161335276871,2.055546535
B1010,6257,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,6266,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,14.5610219368
B1010,6266,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,6.371021937
B1010,6526,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,6663,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,18.4355465348
B1010,7669,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,14.5610219368
B1010,7669,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,6.371021937
B1010,7786,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,9.16444590781
B1010,7862,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,8332,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,31.152948439
B1010,8384,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-7.75526949019
B1010,8440,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,1.13088279181
B1010,8440,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616419
B1010,8716,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,14.5610219368
B1010,8716,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,6.371021937
B1010,8747,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,17.5108827918
B1010,9063,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,3.596882507
B1010,9334,-4,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0161335276871,5.333112131
B1010,9428,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,9.16444590781
B1010,9638,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,3.845413075
B1010,9657,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,0.920413075
B1010,9825,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,18.4355465348
B1010,9825,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00011737979705,10.245546535
B1010,9955,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00664006045063,15.960100051
B1001,152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,201,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,459,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00836635249677,5.947024047
B1001,467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,477,-4,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,0.169371767093
B1001,488,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,518,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,28.349337584
B1001,643,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,25.642612182
B1001,668,-8,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-6.03125628995
B1001,766,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,783,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00836635249677,17.391080929
B1001,783,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00836635249677,3.034200121
B1001,801,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,869,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,17.016565219
B1001,869,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0178419644399,8.241565219
B1001,965,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00836635249677,5.856648242
B1001,1165,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,33.492948439
B1001,1320,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,33.492948439
B1001,1432,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,7.16794843905
B1001,1432,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051695
B1001,1580,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.30320384295
B1001,1666,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,25.642612182
B1001,2000,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0102609883694,33.492948439
B1001,2052,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,21.768087584
B1001,2103,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,25.642612182
B1001,2268,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,11.786882507
B1001,2316,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,3.011882507
B1001,2419,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,2435,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,21.768087584
B1001,2467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,22.952761555
B1001,2501,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,31.348044551
B1001,3269,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,7.81529478905
B1001,3349,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,16.371511555
B1001,3381,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,14.091565219
B1001,3724,-16,pure_quantity,extreme1,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-6.91985935395
B1001,3909,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,11.786882507
B1001,3911,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,3951,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,13.749198439
B1001,3997,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,7.16794843905
B1001,3997,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051695
B1001,4007,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,4329,-8,mixed,normal95,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,4689,-16,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-6.91985935395
B1001,4711,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,16.371511555
B1001,4711,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.144445908
