profile_id,global_hour,occurrence_count,realized_pel1_kw,realized_pel2_kw,realized_pel3_kw,realized_pel4_kw,current_remaining_base_headroom_kw,candidate_nameplate_increment_kw,total_increment_needed_to_candidate_kw,solver_success,max_additional_hosting_kw,requested_additional_kw,hosting_ratio,full_hostable,min_voltage_pu,max_voltage_pu,voltage_margin_pu,critical_bus,max_true_s_mva,max_true_s_utilization,critical_branch_id,critical_branch_from,critical_branch_to,max_octagon_utilization,voltage_limited_flag,branch_limited_flag,substation_limited_flag,unclassified_limited_flag,root_grid_import_kw,root_reactive_import_kvar,pv_used_kw,max_p_balance_error_kw,max_q_balance_error_kvar,max_voltage_drop_error,slack_voltage_error,max_octagon_violation_kva,true_circle_violation_mva,max_additional_site4_hosting_kw,max_new_pel4_kw,plus_37p5_from_realized_hostable,S4_FULL_INCREMENT_HOSTABLE
304,27,1,300,143.586402026,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919768805251,1,0.0197688052507,18,3.81823507266,0.636372512109,1,1,2,0.650564593777,False,False,False,False,3437.08712703,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
305,27,9,300,143.588346055,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919768703702,1,0.0197687037017,18,3.81823682263,0.636372803771,1,1,2,0.65056484176,False,False,False,False,3437.08907105,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
306,27,34,300,144.255170166,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919733870579,1,0.0197338705795,18,3.81883709341,0.636472848902,1,1,2,0.650649902606,False,False,False,False,3437.75589517,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
307,27,5,300,144.300773135,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919731488353,1,0.0197314883532,18,3.81887814572,0.636479690954,1,1,2,0.650655719773,False,False,False,False,3437.80149814,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
308,27,1,300,147.065700632,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919587041425,1,0.0195870414248,18,3.82136735744,0.636894559573,1,1,2,0.651008417088,False,False,False,False,3440.56642563,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
309,27,58,300,153.250787905,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919263834371,1,0.0192638343709,18,3.82693704456,0.63782284076,1,1,2,0.651797393897,False,False,False,False,3446.75151291,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
310,27,2,300,180.199286547,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.917854289185,1,0.0178542891851,18,3.85122615819,0.641871026365,1,1,2,0.655234975216,False,False,False,False,3473.70001155,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
311,27,12,300,200,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.925804248775,1,0.025804248775,18,3.76109801692,0.626849669486,1,1,2,0.642453439584,False,False,False,False,3373.500725,1662.9345,0,1.13686837722e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
312,27,2,300,200,39.0922061733,150,0,37.5,37.5,True,37.5,37.5,1,True,0.922886172917,1,0.0228861729166,18,3.79620095163,0.632700158606,1,1,2,0.64744008613,False,False,False,False,3412.59293117,1662.9345,0,1.13686837722e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
313,27,119,300,200,94.9457786905,150,0,37.5,37.5,True,37.5,37.5,1,True,0.918700846836,1,0.0187008468361,18,3.84648830757,0.641081384595,1,1,2,0.654564831743,False,False,False,False,3468.44650369,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
314,27,2430,300,200,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.916817228837,1,0.0168172288367,18,3.86909530341,0.644849217235,1,1,2,0.657760776879,False,False,False,False,3493.500725,1662.9345,0,2.27373675443e-13,1.4921397451e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
315,28,458,0,0,0,0,150,37.5,187.5,True,187.5,187.5,1,True,0.936211024363,1,0.0362110243634,33,3.25415971845,0.542359953075,1,1,2,0.567106884555,False,False,False,False,2817.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,187.5,187.5,True,YES
316,28,3,0,0,0,62.288091946,87.711908054,37.5,125.211908054,True,125.211908054,125.211908054,1,True,0.936211024363,1,0.0362110243634,33,3.25415971845,0.542359953075,1,1,2,0.567106884555,False,False,False,False,2817.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,125.211908054,187.5,True,YES
317,28,1,0,0,0,98.3980159547,51.6019840453,37.5,89.1019840453,True,89.1019840453,89.1019840453,1,True,0.936211024363,1,0.0362110243634,33,3.25415971845,0.542359953075,1,1,2,0.567106884555,False,False,False,False,2817.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,89.1019840453,187.5,True,YES
318,28,1,0,0,0,122.440702308,27.559297692,37.5,65.059297692,True,65.059297692,65.059297692,1,True,0.936211024363,1,0.0362110243634,33,3.25415971845,0.542359953075,1,1,2,0.567106884555,False,False,False,False,2817.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,65.059297692,187.5,True,YES
319,28,16,0,0,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.936211024363,1,0.0362110243634,33,3.25415971845,0.542359953075,1,1,2,0.567106884555,False,False,False,False,2817.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
320,28,1,0,0,96.7999036163,0,150,37.5,187.5,True,187.5,187.5,1,True,0.931446175135,1,0.0314461751351,18,3.33832193013,0.556386988355,1,1,2,0.579454791011,False,False,False,False,2914.30071862,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,187.5,187.5,True,YES
321,28,2,0,0,96.8000836899,0,150,37.5,187.5,True,187.5,187.5,1,True,0.931446161796,1,0.0314461617958,18,3.33832208733,0.556387014555,1,1,2,0.579454813982,False,False,False,False,2914.30089869,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,187.5,187.5,True,YES
322,28,1,0,0,96.9255252413,139.425382733,10.574617267,37.5,48.074617267,True,48.074617267,48.074617267,1,True,0.931436869427,1,0.0314368694274,18,3.33843159633,0.556405266054,1,1,2,0.57947081545,False,False,False,False,2914.42634024,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,48.074617267,187.5,True,YES
323,28,7,0,0,120,0,150,37.5,187.5,True,187.5,187.5,1,True,0.929725995399,1,0.0297259953993,18,3.35859429952,0.559765716587,1,1,2,0.58241422185,False,False,False,False,2937.500815,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,187.5,187.5,True,YES
324,28,1,0,0,120,56.0589278567,93.9410721433,37.5,131.441072143,True,131.441072143,131.441072143,1,True,0.929725995399,1,0.0297259953993,18,3.35859429952,0.559765716587,1,1,2,0.58241422185,False,False,False,False,2937.500815,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,131.441072143,187.5,True,YES
325,28,1,0,0,120,119.202380463,30.7976195373,37.5,68.2976195373,True,68.2976195373,68.2976195373,1,True,0.929725995399,1,0.0297259953993,18,3.35859429952,0.559765716587,1,1,2,0.58241422185,False,False,False,False,2937.500815,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,68.2976195373,187.5,True,YES
326,28,1,0,0,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.929725995399,1,0.0297259953993,18,3.35859429952,0.559765716587,1,1,2,0.58241422185,False,False,False,False,2937.500815,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
327,28,2,0,200,120,0,150,37.5,187.5,True,187.5,187.5,1,True,0.919332518613,1,0.0193325186128,18,3.53484879376,0.589141465627,1,1,2,0.607926450674,False,False,False,False,3137.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,187.5,187.5,True,YES
328,28,2,0,200,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919332518613,1,0.0193325186128,18,3.53484879376,0.589141465627,1,1,2,0.607926450674,False,False,False,False,3137.500815,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
329,28,7,151.527024653,0,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.935619884315,1,0.0356198843146,33,3.38620302748,0.564367171246,1,1,2,0.586435845185,False,False,False,False,2969.02783965,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
330,28,3,156.550837306,0,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.935600278926,1,0.0356002789263,33,3.39060877443,0.565101462405,1,1,2,0.587076688475,False,False,False,False,2974.05165231,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
331,28,1,188.646982611,200,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.91858298481,1,0.0185829848099,18,3.70330984421,0.617218307368,1,1,2,0.63199047561,False,False,False,False,3326.14779761,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
332,28,1,189.53443268,200,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.91857945734,1,0.0185794573404,18,3.70410693285,0.617351155474,1,1,2,0.632103679756,False,False,False,False,3327.03524768,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
333,28,1,190.380390522,200,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.918576094783,1,0.0185760947831,18,3.7048667923,0.617477798717,1,1,2,0.632211591107,False,False,False,False,3327.88120552,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
334,28,1,195.934104173,200,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.918554019287,1,0.0185540192872,18,3.70985619546,0.61830936591,1,1,2,0.632920029174,False,False,False,False,3333.43491917,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
335,28,1,254.762699127,0,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.935216925375,1,0.035216925375,33,3.47707459381,0.579512432301,1,1,2,0.599604705935,False,False,False,False,3072.26351413,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
336,28,1,300,0,0,44.3795011527,105.620498847,37.5,143.120498847,True,143.120498847,143.120498847,1,True,0.935040296279,1,0.0350402962792,33,3.51710903473,0.586184839122,1,1,2,0.605375227791,False,False,False,False,3117.500815,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,143.120498847,187.5,True,YES
337,28,14,300,0,0,139.003275401,10.9967245989,37.5,48.4967245989,True,48.4967245989,48.4967245989,1,True,0.935040296279,1,0.0350402962792,33,3.51710903473,0.586184839122,1,1,2,0.605375227791,False,False,False,False,3117.500815,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,48.4967245989,187.5,True,YES
338,28,954,300,0,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.935040296279,1,0.0350402962792,33,3.51710903473,0.586184839122,1,1,2,0.605375227791,False,False,False,False,3117.500815,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
339,28,20,300,0,9.24136084169,150,0,37.5,37.5,True,37.5,37.5,1,True,0.93490762712,1,0.0349076271197,33,3.52530300327,0.587550500544,1,1,2,0.606554066353,False,False,False,False,3126.74217584,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
340,28,1,300,0,22.741583296,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934713783811,1,0.0347137838113,33,3.5372824245,0.589547070751,1,1,2,0.608276170176,False,False,False,False,3140.2423983,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
341,28,4,300,0,23.011504757,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934709907727,1,0.0347099077268,33,3.53752205098,0.589587008497,1,1,2,0.608310601666,False,False,False,False,3140.51231976,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
342,28,4,300,0,23.0135638498,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934709878158,1,0.0347098781581,33,3.53752387899,0.589587313165,1,1,2,0.608310864326,False,False,False,False,3140.51437885,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
343,28,2,300,0,23.5441042127,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934702259527,1,0.0347022595272,33,3.53799488625,0.589665814376,1,1,2,0.608378540662,False,False,False,False,3141.04491921,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
344,28,2,300,0,23.5461633054,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934702229958,1,0.0347022299582,33,3.53799671433,0.589666119054,1,1,2,0.608378803322,False,False,False,False,3141.04697831,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
345,28,1,300,0,29.592686541,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934615396682,1,0.0346153966822,33,3.54336593342,0.590560988903,1,1,2,0.609150104744,False,False,False,False,3147.09350154,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
346,28,1,300,0,29.592686541,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934615396682,1,0.0346153966822,33,3.54336593342,0.590560988903,1,1,2,0.609150104744,False,False,False,False,3147.09350154,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
347,28,7,300,0,30.573533403,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934601310117,1,0.0346013101168,33,3.5442371159,0.590706185983,1,1,2,0.609275222692,False,False,False,False,3148.0743484,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
348,28,11,300,0,30.5735334031,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934601310117,1,0.0346013101168,33,3.5442371159,0.590706185983,1,1,2,0.609275222692,False,False,False,False,3148.0743484,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
349,28,11,300,0,30.5755924958,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934601280545,1,0.0346012805447,33,3.54423894484,0.590706490806,1,1,2,0.609275485352,False,False,False,False,3148.0764075,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
350,28,6,300,0,31.7953097327,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934583763113,1,0.0345837631133,33,3.54532237066,0.590887061777,1,1,2,0.609431073878,False,False,False,False,3149.29612473,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
351,28,4,300,0,34.8273167066,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934540216373,1,0.0345402163733,33,3.54801596397,0.591335993995,1,1,2,0.609817840157,False,False,False,False,3152.32813171,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
352,28,2,300,0,34.8273167066,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934540216373,1,0.0345402163733,33,3.54801596397,0.591335993995,1,1,2,0.609817840157,False,False,False,False,3152.32813171,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
353,28,2,300,0,34.8273167066,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934540216373,1,0.0345402163733,33,3.54801596397,0.591335993995,1,1,2,0.609817840157,False,False,False,False,3152.32813171,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
354,28,1,300,0,34.8293757993,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934540186799,1,0.0345401867992,33,3.54801779343,0.591336298905,1,1,2,0.609818102817,False,False,False,False,3152.3301908,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
355,28,1,300,0,34.9205036847,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934538877957,1,0.0345388779573,33,3.54809875865,0.591349793109,1,1,2,0.609829727195,False,False,False,False,3152.42131868,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
356,28,5,300,0,38.6436562376,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934485401891,1,0.0344854018914,33,3.5514071231,0.591901187183,1,1,2,0.610304656794,False,False,False,False,3156.14447124,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
357,28,5,300,0,38.6436562376,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934485401891,1,0.0344854018914,33,3.5514071231,0.591901187183,1,1,2,0.610304656794,False,False,False,False,3156.14447124,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
358,28,3,300,0,38.6457153304,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934485372316,1,0.0344853723156,33,3.55140895302,0.59190149217,1,1,2,0.610304919454,False,False,False,False,3156.14653033,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
359,28,58,300,0,44.7012212403,150,0,37.5,37.5,True,37.5,37.5,1,True,0.934125649034,1,0.0341256490341,18,3.55679158072,0.592798596786,1,1,2,0.611077366716,False,False,False,False,3162.20203624,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
360,28,12,300,0,62.2408900548,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829191894,1,0.0328291918943,18,3.57239442692,0.595399071154,1,1,2,0.613314746938,False,False,False,False,3179.74170505,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
361,28,20,300,0,62.2408900548,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829191894,1,0.0328291918943,18,3.57239442692,0.595399071154,1,1,2,0.613314746938,False,False,False,False,3179.74170505,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
362,28,22,300,0,62.2408900548,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829191894,1,0.0328291918943,18,3.57239442692,0.595399071154,1,1,2,0.613314746938,False,False,False,False,3179.74170505,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
363,28,6,300,0,62.2408900548,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829191894,1,0.0328291918943,18,3.57239442692,0.595399071154,1,1,2,0.613314746938,False,False,False,False,3179.74170505,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
364,28,146,300,0,62.2408900548,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829191894,1,0.0328291918943,18,3.57239442692,0.595399071154,1,1,2,0.613314746938,False,False,False,False,3179.74170505,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
365,28,6,300,0,62.2429491475,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829039589,1,0.0328290395892,18,3.5723962597,0.595399376616,1,1,2,0.613315009598,False,False,False,False,3179.74376415,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
366,28,49,300,0,62.2429491475,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829039589,1,0.0328290395892,18,3.5723962597,0.595399376616,1,1,2,0.613315009598,False,False,False,False,3179.74376415,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
367,28,1,300,0,62.2429491475,150,0,37.5,37.5,True,37.5,37.5,1,True,0.932829039589,1,0.0328290395892,18,3.5723962597,0.595399376616,1,1,2,0.613315009598,False,False,False,False,3179.74376415,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
368,28,9,300,0,84.4697051161,150,0,37.5,37.5,True,37.5,37.5,1,True,0.931183539802,1,0.0311835398015,18,3.59219429351,0.598699048919,1,1,2,0.616150280019,False,False,False,False,3201.97052012,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
369,28,5,300,0,104.834012586,150,0,37.5,37.5,True,37.5,37.5,1,True,0.929673364875,1,0.0296733648745,18,3.61035820546,0.601726367577,1,1,2,0.618747974379,False,False,False,False,3222.33482759,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
370,28,6,300,0,105.836063408,150,0,37.5,37.5,True,37.5,37.5,1,True,0.929598991528,1,0.0295989915279,18,3.61125258911,0.601875431519,1,1,2,0.618875797129,False,False,False,False,3223.33687841,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
371,28,21,300,0,109.415555454,150,0,37.5,37.5,True,37.5,37.5,1,True,0.929333268969,1,0.0293332689693,18,3.61444793745,0.602407989575,1,1,2,0.619332401229,False,False,False,False,3226.91637045,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
372,28,22,300,0,109.575784133,150,0,37.5,37.5,True,37.5,37.5,1,True,0.929321372663,1,0.029321372663,18,3.61459098756,0.602431831259,1,1,2,0.619352840183,False,False,False,False,3227.07659913,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
373,28,1,300,0,111.152051252,150,0,37.5,37.5,True,37.5,37.5,1,True,0.929204333332,1,0.0292043333316,18,3.61599833537,0.602666389229,1,1,2,0.61955391062,False,False,False,False,3228.65286625,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
374,28,8,300,0,120,146.889564037,3.11043596332,37.5,40.6104359633,True,40.6104359633,40.6104359633,1,True,0.928547090915,1,0.0285470909154,18,3.62390068266,0.60398344711,1,1,2,0.620682565086,False,False,False,False,3237.500815,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,40.6104359633,187.5,True,YES
375,28,1065,300,0,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.928547090915,1,0.0285470909154,18,3.62390068266,0.60398344711,1,1,2,0.620682565086,False,False,False,False,3237.500815,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
376,28,2,300,10.0422994862,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.92802733156,1,0.0280273315597,18,3.63287502002,0.605479170004,1,1,2,0.621963572298,False,False,False,False,3247.54311449,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
377,28,3,300,87.3755375011,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.924015000171,1,0.0240150001708,18,3.7021679311,0.617027988517,1,1,2,0.631828288617,False,False,False,False,3324.8763525,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
378,28,5,300,119.317546196,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.92235263836,1,0.0223526383596,18,3.73088114803,0.621813524671,1,1,2,0.635902847792,False,False,False,False,3356.8183612,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
379,28,16,300,153.250787905,44.7012212403,150,0,37.5,37.5,True,37.5,37.5,1,True,0.926209883089,1,0.026209883089,18,3.69370708906,0.615617848177,1,1,2,0.630626212559,False,False,False,False,3315.45282415,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
380,28,1,300,170.718361868,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.928630671126,1,0.0286306711259,18,3.66928194417,0.611546990694,1,1,2,0.627152257353,False,False,False,False,3288.21917687,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
381,28,1,300,170.718361868,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.928630671126,1,0.0286306711259,18,3.66928194417,0.611546990694,1,1,2,0.627152257353,False,False,False,False,3288.21917687,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
382,28,34,300,180.199286547,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.919175836491,1,0.019175836491,18,3.78575205405,0.630958675676,1,1,2,0.643668992247,False,False,False,False,3417.70010155,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
383,28,1,300,187.452057273,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.918796655593,1,0.0187966555928,18,3.79230099121,0.632050165202,1,1,2,0.644594163979,False,False,False,False,3424.95287227,1628.2643,0,2.41584530158e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
384,28,30,300,196.775721126,120,150,0,37.5,37.5,True,37.5,37.5,1,True,0.918308976667,1,0.0183089766674,18,3.80072360969,0.633453934948,1,1,2,0.645783501207,False,False,False,False,3434.27653613,1628.2643,0,2.13162820728e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
385,28,230,300,200,0,150,0,37.5,37.5,True,37.5,37.5,1,True,0.927114463949,1,0.027114463949,18,3.69554546558,0.615924244264,1,1,2,0.630887456615,False,False,False,False,3317.500815,1628.2643,0,1.42108547152e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
386,28,40,300,200,12.3868132984,150,0,37.5,37.5,True,37.5,37.5,1,True,0.92619214123,1,0.0261921412304,18,3.70666915812,0.61777819302,1,1,2,0.632467532692,False,False,False,False,3329.8876283,1628.2643,0,8.52651282912e-14,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
387,28,1,300,200,23.2020315477,150,0,37.5,37.5,True,37.5,37.5,1,True,0.925386087838,1,0.0253860878376,18,3.71638805019,0.619398008365,1,1,2,0.633847134305,False,False,False,False,3340.70284655,1628.2643,0,4.68958205602e-13,2.09610107049e-13,1.11022302463e-16,0,0,0,37.5,187.5,True,YES
